0,0,0,0,0,0,0,0,2314.7,0,2131,0,0,0,0,0,0,0,3231.2,2498.3,0,0,0,2162.9,0,2018.9,2078.9,2080.5,1725.2,0,0,2130.5,0,0
0,0,0,0,0,0,0,0,2347,0,2019.4,0,0,0,0,0,0,0,3146.2,2465.3,0,0,0,2082.5,0,2023.7,2013.2,2031.1,1815.3,0,0,2167.9,0,0
0,0,0,0,0,0,0,0,2258.5,0,1895.5,0,0,0,0,0,0,0,3013.9,2395.8,0,0,0,2145,0,1959.2,1991.1,2021.3,1702.8,0,0,2129.2,0,0
0,0,0,0,0,0,0,0,3443.2,0,3165.1,0,0,0,0,0,0,0,4174.5,3753.2,0,0,0,3294.5,0,3261.4,3266.1,3261.3,2891,0,0,3340.8,0,0
0,0,0,0,0,0,0,0,3600.9,0,3284.3,0,0,0,0,0,0,0,4115.8,3979.7,0,0,3418.1,3450.4,0,3570,3360.4,3413.1,3140.8,0,0,3499.7,0,0
0,0,0,0,0,0,0,0,2465.4,0,2121.3,0,0,0,0,0,0,0,3071,2994.7,0,0,2203.3,2222.1,0,2286.3,2273,2324.7,2071.5,0,0,2334.6,0,0
0,0,0,0,0,0,0,0,2354.7,0,2132.2,0,0,0,0,0,0,0,3006.1,2806.3,0,0,2038.2,2155.1,0,2326,2130.7,2146.9,1936.8,0,0,2247.8,0,0
0,0,0,0,0,0,0,0,2238.4,0,1995.8,0,0,0,0,0,0,0,2753.1,2813.2,0,0,1894.1,2056.1,0,2199.1,1992.2,2031,1852.1,0,0,2069.9,0,0
0,0,0,0,0,0,0,0,2160.5,0,1966.6,0,0,0,0,0,0,0,2723.8,2480.2,0,0,1824.3,2041,0,2093.4,1936.5,1989.2,1787.7,0,0,2066,0,0
0,0,0,0,0,0,0,0,2170.2,0,1918.7,0,0,0,0,0,0,0,2659.7,2556.6,0,0,1836.2,2009.4,0,1976.4,1919.5,1948.7,1774,0,0,1984,0,0
0,0,0,0,0,0,0,0,2180.6,0,1922,0,0,0,0,0,0,0,2478,2541,0,0,1802.6,1999,0,1983.2,1898.8,1918.3,1784.8,0,0,1993.4,0,0
0,0,0,0,0,0,0,0,2135.4,0,1897.4,0,0,0,0,0,1812.7,0,2415.7,2283.3,0,0,1779.3,1906.5,0,1919.6,1861.9,1922,1748,0,0,1941.8,0,0
0,0,0,0,0,0,0,0,2063.5,0,1832.2,0,0,0,0,0,1664.7,0,2308.3,2310.4,0,1794.9,1717,1898.4,0,1916.7,1840.9,1872.6,1694.5,0,0,1907.1,0,0
0,0,0,0,0,0,0,0,3320.3,0,2971.2,0,0,0,0,0,3373.9,0,3586.4,3554.8,0,2926,3061.7,3072.5,0,3232.1,3014.8,3074.8,2835.7,0,0,3138.9,0,0
