3979,4033.6,0,0,0,0,3890.2,4793,4062.7,0,4261.7,4927.7,6638.1,0,0,4058.2,0,4695.7,0,4855.9,4043.5,0,0,4137,4437,4162.8,4439.9,4501.9,5382.6,3892.5,7255.1,5017.3
4000.1,3815.3,0,0,0,0,3825.8,4690.4,3921.3,0,4178.3,4949.1,6108.8,0,0,4038.1,0,4519.9,0,4839.6,4020.2,0,0,4126.7,4262.1,4140.8,4487,4454.4,5209.9,3738.4,7061.2,4973.4
3913.3,3917.6,0,0,0,3861.3,3699.6,4731.2,3881.4,0,4188.6,4747.7,5919,0,0,3943.1,0,4463.7,3847.3,4586.6,3987.6,0,3718,4052.4,4376.5,4113.3,4249.6,4372.9,4918.8,3633.3,6684.6,4857.9
5620.6,5697.4,0,5918.8,5674.9,5822.4,5576.5,6629.5,5710.7,0,5945.4,6434,7637.5,5761.7,0,5765.8,0,6283.7,5606.9,6256,5704.8,5571.4,5449.1,5559.5,5863.9,5779.5,5839.8,6045.2,6891,5496.3,8144.3,6626.1
5874.7,5951,0,6601.1,6117.1,5864.4,6228.5,7106.2,5737.9,0,6263,6939.5,8884.4,6116.8,0,6377.5,0,7627.9,6654.6,6822.3,6011,5663.7,5904.6,5844.3,6450.3,6255.2,6143.2,6343.5,8250.6,5968.4,10162,7402.2
4630.5,4755.3,0,5728.1,4906.4,4902.8,4634.9,5618.4,4805.6,0,4901.3,5810.9,7759.3,4869.4,0,4884.4,0,7043.1,5931.4,5952.9,4840,4959.7,4558.6,4738.4,5773,5456.4,5618.1,5298.5,7204,5408.1,10603,6675.2
4338.7,4377.9,0,4895.5,4505.7,4739.8,4212.1,5003.9,4347.5,0,4424.3,5264.6,6401.5,4249.3,0,4489.3,0,5723.1,4943.6,5499,4572.1,4537.9,4438.9,4426.9,5023.2,4858.1,5059.7,4831.8,6300.8,4815.9,9179.7,5640.7
3934.1,4124.8,0,4256.8,4150.7,4264,3875.3,4723.9,3972.1,0,4177.1,4565.8,5968.6,4066.8,0,4141,3812.4,4833.3,4398.1,4805.1,4323.6,4274.5,3922.9,4139.7,4462.5,4228.9,4431.4,4576.2,5342.9,4083.5,7734.6,4917.6
3902.5,3893.7,3958.4,3928.6,3939.5,4026.8,3687.7,4520.6,3923.5,0,4007.7,4581.1,5808.1,3832.8,0,3954.7,3663.4,4536.3,4014.8,4426.7,4118.6,3883.1,3712.7,4133.7,4365.9,4063.4,4251.6,4253.5,5081.7,3803.6,6573.1,4741.7
3774.1,3739.3,3860.6,3905.5,3775.6,3809,3690.5,4423.2,3757.3,0,4021.9,4370.6,5479.9,3754.6,4026.9,3914.2,3683.2,4281.1,3956,4553.1,3907.4,3846.7,3569.4,3904.3,4185.5,3919.3,4106.4,4169,4963.5,3634.3,6515.1,4601.6
3774.4,3778.4,3779,3841.9,3737,3782.5,3646.8,4499.2,3703.8,0,3867.4,4388.4,5466.2,3634.4,3675.9,3878.4,3621.7,4219.9,3774.3,4268.2,3913.2,3667.7,3568.5,3903.8,4060.3,3941.2,4109.7,4193.3,4830.9,3556.6,6159,4497
3757.1,3680.8,3686.2,3766.2,3635.6,3627,3547.5,4378.6,3860.6,4419.1,3921.4,4316.6,5498.8,3673.8,3677.9,3821.1,3634.9,4154,3599.3,4116.2,3794.3,3668.1,3489.3,3850.4,3971.6,3856.1,4094.2,4075.3,4767.8,3538.2,6112.3,4261.4
3711.6,3622.4,3678.1,3747.9,3685.1,3676.5,3414.9,4437.6,3584.8,3956.5,3855.2,4351.2,5411.5,3618.6,3748.5,3647,3558,4076,3604.5,4227.5,3795.3,3693.4,3474.6,3893.7,3908.9,3729.8,3936.4,4118.4,4705.8,3530.4,6049.3,4493.1
5329.8,5368.4,5325.8,5395.2,5283.8,5348.1,5195.4,6260,5328.2,5747.9,5523.3,5710.4,7099.7,5415.2,5312.6,5484.9,5172.9,5774.4,5409.6,5931.8,5447.3,5255.2,5052.5,5450.2,5571.7,5347,5549.6,5759.3,6492.1,5153,7400.3,5810.4
5339.6,5310.6,5706.9,5753.5,5777.4,5618.3,5451.3,6514.4,5634.6,6380.3,5864.9,6104.5,7823.5,5512,5150.7,5858.8,4934.3,6754.1,6052.8,6236.3,5532.4,5442.7,5331.4,5551.8,5810.3,5664.8,5884,6155.8,7263.7,5533.5,9321.7,6541.4
