0,0,3680.7,4039.9,0,0,0,3799.6,4083.1,0,4599.1,0,4083.9,0,0,3557.4,4152.5,0,0,3801,0,0,3479.4,0,0,3484.5,3527.1,0,3807.9,0,0,0,0,4130.5,0,3615,0,0,3247.4,0
0,0,3573,3972.4,0,0,0,3717.5,3944.1,0,4480.5,0,3980.7,0,0,3570.1,4123.6,0,3156.2,3668.7,0,0,3546.6,0,0,3415.8,3469.1,0,3741.3,0,0,0,0,3972.5,0,3468.6,0,0,3146,0
0,0,7403.9,7184,0,0,0,7004.9,7175.6,0,7496.9,0,7257.8,0,0,7127.9,7847.8,0,0,7209.3,0,0,6857.8,0,0,7281.6,6973.9,0,7207.1,0,0,0,0,7027.7,0,7101.8,0,0,6804.1,7129.9
0,0,7081.4,7488.7,0,0,0,6807.4,7167.4,0,7222.6,0,7502.5,0,0,7077.8,7692.1,0,0,7182.1,0,0,6834.5,0,0,7058.7,6986.8,0,7199.2,0,0,0,0,7094.9,0,7166.2,0,0,6727.4,7081.9
0,0,6968,7342.9,0,0,0,7018.7,6984.5,0,7259.7,0,7247.7,0,0,7123.3,7793.1,0,6727.7,7255.9,0,0,6987.6,0,0,7119,6901.2,0,7120.4,0,0,0,0,7074.2,0,7267.9,0,0,6505.1,6948
0,0,7200.4,7205.5,0,0,0,7012.1,7231.7,0,7185.4,0,7144.4,0,0,7113.5,7543.3,0,6725.2,7156.3,0,0,6809.8,0,0,6996.8,7068.4,0,7125.6,0,0,0,0,7051.4,0,7120.3,0,0,6403,6965.9
0,0,7024.6,7031.5,0,0,0,7073.2,6934.1,0,7145.1,0,7066.4,0,0,7012.8,7769.8,0,6639.7,7083.4,0,0,6708.6,0,0,7029.7,6975.1,0,6876.7,0,0,0,0,6992,0,6831.2,0,0,6501,6953.6
0,0,7189.8,7347.5,0,0,0,7066.3,6903,0,7164.7,0,6964.2,0,0,7063.3,7760.3,0,6728.7,7178.9,0,0,6571.1,0,0,7201.9,6955.5,0,7084.6,0,0,0,0,7022.1,0,7024.9,0,0,6465.3,6864.8
0,0,6972.8,7148.4,0,0,0,6922.7,6698.3,0,7211.7,0,7303.5,0,0,6945.7,7510,0,6701.6,7145.2,0,7403.2,6677.2,0,0,7083.8,6970.8,0,6930.2,0,0,0,0,7069.5,0,6565.2,0,0,6282.3,7071.2
0,0,7105.7,7060.2,0,0,0,6687.8,6827,0,6948.6,0,6844.9,0,0,6826.2,7354.6,0,6702.9,7018.8,0,7241,6590.2,0,0,6809.2,6801.1,0,6783,0,0,0,0,6942.5,0,6514.3,0,0,6381.1,6923.2
0,0,7040.7,6974.5,0,0,0,6849.2,6915.4,0,6929.2,0,7175,0,0,6887.7,7418.1,0,6791.7,6942.1,0,7224.7,6619.9,0,0,6891.4,6947.4,0,6930.6,0,0,0,0,7027.6,0,7012,0,0,6520,6937.4
0,0,6982.7,6950.5,0,0,0,6733.2,6869.4,0,6924,0,7237.3,0,0,6928.5,7524.2,0,0,6867.9,0,6984.6,6626.8,0,0,6882.7,6769.8,0,6838.2,0,0,0,0,6911.1,0,6842.6,0,0,6292,6771.5
0,0,7096.8,6870,0,0,0,6759.8,6976.3,0,7093.6,0,7193.3,0,0,6953.2,7604,0,0,7012.6,0,7310,6602.8,0,0,6782.3,6868.6,0,6810,0,0,0,0,6983.8,0,6716.5,0,0,6333.4,6814.6
0,0,7018.4,7083.6,0,0,0,6860.7,6915.6,0,6816,0,7059.3,0,0,6800.2,7279.8,0,0,6998.2,0,7106.9,6525.4,0,0,6780.5,6763.2,0,6791.7,0,0,0,0,6743.8,0,6819.2,0,0,6298.6,6735.1
0,0,6893,6928.1,0,0,0,6627.4,6845.4,0,6835.4,0,6880.1,0,0,6744.8,7513.7,0,6589.3,6887.3,0,7099.8,6501.5,0,0,6792.7,6800.2,0,6857.7,0,0,0,0,6965.2,0,6750.7,0,0,6298.5,6712.4
0,6718.1,6953.1,6802.7,0,0,0,6643.1,6911.5,0,7273.8,0,6797.7,0,0,6854.4,7431.2,0,0,6875.7,0,7039.1,6557.7,0,0,6969.6,6655.2,0,6853.8,0,0,0,0,6863.4,0,6577.3,0,0,6244.2,6631.2
