9802.6,8787.9,9408.1,9228.4,8891.6,9329,8173.5,9299.6,10311,8677.8,8102.8,8982.1,8582.7,9575.4,8693.2,9531.2,9379.2,11080,9395.4,8662.4,9028.4,9829,9033.7,9106.2,9508.8,8569.2,10034,9793.2,9290.2,9118,8913.3,8195.5,7808.9,9020.2,9209.6,0,8362
9623.3,8655,9381.4,8972.9,8845.5,8941.4,8483.3,9048.1,10082,8327.7,8032,8967.9,8287,9411.4,8635.4,9396.8,9143.5,10585,9384.2,8695.6,8922.8,9564.2,8787.5,8787.5,9423.1,8476.8,10123,9608.8,9009.4,8717.8,9005,8119.6,7735.5,9074.9,8946.4,0,8301.4
9618.3,8550.9,9357.1,8817.4,8417.2,8959.1,8159.5,8961.1,9785.5,8354,8133.2,8817.9,8258.8,9131.7,8547.1,9139.8,8895.1,10367,9342.5,8694.8,8641.9,9220.7,8899.8,8899.8,9271.7,8300.8,10036,9422.5,9249.8,8681.3,8599.8,8001.2,7551,9023.3,8967.7,0,8242
9299.6,8530.3,9086.9,8791.6,8689.2,8936.3,8086.6,8769.1,9815,8444.6,7871.9,8690.2,8254.2,9203.4,8426.3,9239.5,8854.1,10182,9075.7,8446.7,8461.1,9118.4,8472.8,8705.7,9099,8325.9,9760.4,9206.7,8799.9,8393.7,8582.7,7987.4,7634.1,8719.8,8726.9,0,8168.3
9626.3,9012.9,9613.6,9183,8915.5,9692.8,8877.5,9565.8,10383,8663.1,8651.4,9109.3,8858.2,9637.7,8986,9581.9,9398.9,10628,9590,9194.9,9496.6,9890.5,9392.8,9393.3,9699.4,8894.2,10204,9830.2,9417.1,9189.2,9292.1,8436.6,8042.5,8999.5,9281.2,0,8725.3
10249,10087,11255,9664.9,9433.2,11659,11043,11325,13244,9536.7,10195,8462,10894,11586,9744.2,10958,10174,12204,10583,11213,11118,10335,10259,10692,10838,9849.3,11128,10590,9994.7,9544.6,10784,9876.6,8573.6,9222.7,10665,0,9934.8
10348,10268,11539,9409.7,9680.9,12871,10951,12663,13499,9341,9974.4,8076.4,11197,11712,9615.3,11516,10476,12526,10523,10974,11577,10388,10105,10922,10515,9749.2,11272,10145,10390,10076,11908,10221,8473.9,9447.5,9920.5,0,10900
10389,9928.3,11325,9128.6,9627.9,11475,10208,11770,11947,8980.6,9275.8,8154.3,10448,10965,8644.1,10675,9568.2,11827,9934.4,10526,10215,9914.3,10082,10378,9968.2,9467.3,10336,10019,10591,9727.2,11304,9685.9,9011.6,9042.9,10031,0,10921
9958.4,8684.2,10909,8663.2,8780.4,10327,9082.7,9916.9,10777,8367.6,8432.6,7797.9,9459.4,10026,8250.6,10327,9520.7,11476,8853,9586.3,9063.1,9221,9397.5,9697,8970,9050.8,9882,9165.1,9289.2,9146.9,10248,8550.3,8333.5,8578,9334,0,9420.5
9636.2,8228.5,9195.3,8311.5,8490.5,9198.6,8748.4,9022.4,9685.1,7815.2,7924,7783.5,8789.6,9116.5,7781.8,9462.2,8483.3,10640,8487.3,8233.7,8282.7,8781.4,8951.2,9281.3,8446.2,8534.5,9238.6,8736.8,8941,8018.5,9714.3,7983.4,7815.7,8227.3,8388.9,0,8584.3
9314.4,7995.5,9077.5,8279.8,8400.2,8862.1,8009.4,8552,9343.4,7768.8,7688.2,7832.1,8250.3,8493.7,7951.6,9056.1,8271.2,9813.9,8161.2,8263.7,8092.1,8745.1,8379.1,8518.7,8316,8525.5,9029,8446.2,8125.4,8034.7,9154.5,7870,7607.5,8214.6,8348,0,8199.2
8876,7729.6,8971.7,8146.7,7817,8367.2,7641.2,8109.2,8914.9,7495.2,7540.4,7653.5,7865.8,8269.9,7459.6,8648.8,7916.9,9297.5,7849.9,7842.6,7793.2,8420.1,7879.4,8314.9,8062.9,8025.6,8889.2,8052.6,7868.5,7692.6,8957.1,7502.7,7509.2,8043.8,8030.1,0,7874.4
8754,7644.7,8575.4,8018.1,7777.8,7931.4,7527.8,8058.5,8454.3,7355.4,7587.4,7506.7,7707.8,8180.9,7517.5,8483,7933.2,8982.1,7971.9,7697.6,7798.5,8231.2,7781,8121.5,8110.5,8085.8,8476.4,8060.6,7824.9,7844.9,8789.4,7320.6,7203.3,8163.3,7950.7,8046.5,7799.9
8636.4,7510.7,8247,7895.1,7646.5,7747.6,7369.6,7968.1,8380,7224.7,7321.3,7559.3,7564.7,8074.2,7489.5,8249.2,7695.7,8972.2,7815.3,7560.5,7680.1,8116.4,7800.7,7834.3,7927.4,7595,8579.7,7923.4,7594,7533.7,8369.6,7202.7,7115.6,7888.1,7671.2,7952,7430.5
