0,7811.3,8456.5,12046,8279.5,0,8460,10152,0,0,0,0,8250.5,0,0,7213.3,6866,7213.3,0,0,0,0,0,8066.7,0,0,7223,0,0,0,0,0,0,0,0,0,7952.7,9777.9,8621.9,0,7626.1,0,0,0,0,0,0,0,0,0
0,7758.8,8689.1,11765,7962.9,0,7990,9661.8,0,0,0,0,7878.1,0,0,6906.9,6594.5,6906.9,0,0,0,0,0,7811.1,0,0,7293.6,0,0,0,0,0,0,0,0,0,7799.2,9306.2,8299.8,0,7359.3,0,0,0,0,0,0,0,0,0
9101,12063,14143,15279,13340,0,13252,13458,0,14473,12886,0,13838,0,0,12249,12516,12249,0,11312,0,13146,0,13637,0,0,13330,0,0,12391,0,12867,0,10714,0,10714,11430,14092,12532,0,14018,13011,12137,12483,12233,0,9615.1,0,0,0
8510.4,13699,14250,15590,15030,0,13766,14499,0,15787,13941,0,14260,0,0,14163,14932,14163,0,12309,0,13378,0,15291,0,0,14149,0,0,13799,0,13372,0,11302,0,11302,11639,15106,13774,0,15000,14094,14394,12232,13068,0,10536,0,0,0
8456.8,12960,13471,15009,14547,0,14231,15137,0,14256,13795,0,14085,0,0,13860,13624,13860,0,12507,0,13595,0,15323,0,0,13980,0,0,14151,0,12517,0,11062,0,11062,11604,15684,14769,0,15003,14732,13156,12628,12874,0,10699,0,0,0
8470.5,12605,14301,15786,15106,0,13628,14780,0,14747,14049,0,13349,0,0,13837,14842,13837,0,12427,0,13794,0,14988,0,0,13621,0,0,14080,0,12561,0,11779,0,11779,12270,15372,14086,0,14814,14217,12872,11558,13015,0,10840,0,0,0
6201.1,10536,12179,15136,13967,0,11854,14055,0,13232,10959,0,11515,0,0,12245,13144,12245,0,9681,0,10646,0,13486,0,0,11617,0,0,13094,0,10794,0,9097.9,0,9097.9,9320.6,14669,13504,0,13790,11666,11397,9583.1,11491,0,8422.6,0,0,0
6315.2,8086.5,8889.4,14319,11296,5342.8,8182.4,12043,5405.5,10293,6884.9,0,7978.5,0,5028.7,10113,10328,9527.3,0,8172.7,0,6847.2,0,9684.4,5257.2,0,9190.3,0,0,10562,0,7971.7,0,7467.8,0,7467.8,7609.3,12170,9667.7,0,9178.5,9606.9,8710.3,6451.9,8869.8,4913.4,7378.2,0,0,0
6587.9,7273.2,8206.8,12964,8737.1,5273.7,7216.3,10747,5385,9037.3,6245.1,0,7662.2,0,5164.7,7536.6,7524.9,8333.3,0,6791.8,0,6569.2,0,8590.4,5524.4,0,7716.2,0,0,7945.9,0,6601.8,0,6835.5,0,6835.5,7369.4,10818,9446.3,0,7885.9,8060.4,7337.4,5954.9,7666.4,5054.3,6616,0,0,0
6567,6583.4,7646,12004,8688,5270.1,7183.9,9994.3,5711.3,7591.7,5922.3,0,6607.4,0,5227.7,7134.7,6977.8,7440.7,0,6048.7,0,6430.1,0,7686.1,5599.6,0,6640.8,0,0,7430,0,6106.5,0,6330,0,6330,7129.9,9985.1,8574.2,0,7071.3,7085.4,6322.6,5647,6906.5,5092.7,6378.3,0,0,0
6697.7,6629.5,7401.4,10229,7259.7,5465.6,6894.3,9205.4,5534.4,7792.6,5929.9,0,6524.6,0,5229.3,6357.8,6209.9,6546.8,0,6033.4,0,6409.5,0,7240.8,5790.9,0,6350.3,0,0,6852.7,0,5827.2,0,6127.8,0,6127.8,6808.4,9180.4,8316.9,0,6942.7,7054.8,6278.1,5613.7,6406.5,5138.9,6028.9,0,0,0
6508.4,6361.4,7111.5,9973.5,6982,5408,6880.4,9014.5,5477,7228.6,5809.8,0,6590.8,0,5653.1,6169.3,6056.4,6260.1,0,5813.1,0,6137.2,0,6606.8,5803,0,6073,0,0,6484,0,5555.7,0,6010.4,0,6010.4,6609,8056.2,7706.6,0,6553.3,7184.4,5849.3,5569.9,6168.1,5274.4,6096.8,0,0,0
6447.9,6303.5,6600.7,9021.3,6698.3,5230.9,6548.2,8677.3,5731.7,6930.5,5829.3,0,6361.4,0,5515.6,5719,5737.7,5790.9,0,5479.3,0,6100.3,0,6255.6,5788.1,0,5997.3,0,0,6228.3,0,5390.8,0,5725.9,8902,5725.9,6465.9,7941.6,7228.4,0,6436,6847.6,5723.7,5458.6,6252.1,5085.8,5899.1,0,0,0
6396,6157.1,6620.7,9133,6633.1,5756.1,6414.4,8212.8,5757.1,6987.5,5549.9,0,6151.3,0,5389.4,5559.7,5681.1,5695.5,0,5764.7,0,6007.4,0,6148.7,5920.8,0,5665.5,0,0,6249,0,5295.1,0,5801.7,8802.2,5801.7,6591.8,8181.3,7164.7,0,6173.8,6812.1,5451.8,5441.5,6132.7,5326.2,5848.9,0,0,0
6339.7,6121.4,6447.2,8693.7,6476.6,5325.8,6547.7,8062.8,5658.1,6585.3,5514,0,6315.1,0,5517.4,5602.5,5625.2,5653,0,5497.1,0,5910.7,0,6010.4,5756.2,0,5680.3,0,0,6058.5,0,5270.8,0,5685.2,8578.4,5685.2,6457.9,7974.8,7100.1,0,6124.7,6362.2,5574,5327.3,6166.3,5197.4,5687.3,0,0,0
6147.5,5971.8,6360.1,8169.1,6174.4,5457.3,6266,7927,5384.3,6494.6,5424.4,0,6119.9,0,5429.3,5498.1,5519.2,5583.2,0,5334.5,0,5997,0,5774.6,5637.1,0,5714.3,0,0,5898.3,0,5106.6,0,5477,8220,5477,6502.6,7530.2,6657.8,0,6034.7,6046.6,5302.4,5254.2,5874.3,5267,5795.2,0,0,0
6360.9,5950.1,6373.9,8291.1,6231.8,5310.8,6322.3,7519.8,5593.2,6479.6,5515.1,0,6194.5,0,5509.7,5401.9,5486.1,5457,0,5367.7,0,5903.9,0,5747.7,5642.1,0,5932.5,0,0,6040.5,0,5099.1,0,5649.8,8496.9,5649.8,6362.3,7464.6,6908.4,0,5908.9,6389.5,5436.3,5350,5927.1,5333,5843.5,0,0,0
6384.9,5840.7,6330.9,7950.9,6126.9,5254.8,6257.1,7339.4,5626.6,6404.9,5402,0,6180.9,0,5152,5177.3,5389.3,5243.3,0,5353.6,0,5865.2,0,5700.8,5587.5,0,5601.6,0,0,5943.2,0,4939.2,0,5559.2,8080.9,5559.2,6221.3,7407.7,6726.9,0,5859,6436.4,5301.8,5076.2,5773,5237.4,5748.6,0,0,0
6152.3,5758.4,5960.6,8104.2,5996.6,5395.3,6205.5,7290,5423,6226.6,5227.4,0,5987.4,0,5235.4,5342.4,5296.7,5405.1,0,5253.3,0,5893.5,0,5495,5568.3,0,5518.8,0,0,5719.2,0,4979.1,0,5495.2,8189,5495.2,6193.1,6921.1,6533.3,0,5723.3,6588.6,5157.9,5127.3,5664.6,5253.4,5632.8,0,0,0
5901.7,5707.5,5923.7,7672.7,5923.4,5411.6,5847.1,7138.2,5556.4,6213.8,5322.4,0,5806.9,0,5114.3,5103.6,5254.8,5112.8,0,5277.3,0,5587.9,0,5579.8,5438.6,0,5431.3,0,0,5563.1,0,4864,0,5355.8,7850.7,5355.8,6044.5,6913.3,6293.3,0,5713.6,6169.4,5048.3,4998,5582.3,5177.9,5465.9,0,0,0
5944.6,5599.1,5851.3,7848.4,5808.2,5463.9,6079.1,7521.4,5312.4,6108.7,5402.4,0,5803.7,0,5209.8,5110.7,5227.5,5120,0,5213.1,0,5673.6,0,5464.2,5388.1,0,5453,0,0,5823.9,0,4847.2,0,5343.9,7755.2,5343.9,5937.1,6879.6,6279.4,0,5666.8,6110.2,5133.6,5017.4,5448.9,5247.7,5371.3,0,0,0
5902.4,5559.1,5841.2,7801.8,5863.3,5297.3,5899,7048.6,5157.7,6057.6,5209.5,0,5750.4,0,5110.3,5036.9,5140.1,5002.8,0,5196.8,0,5612.3,0,5355.3,5504.5,0,5328,0,0,5497.1,0,4798.5,0,5126.3,7429,5126.3,5887,6746.6,6234.1,0,5450,6172.9,4976.6,4855.1,5675.4,5205.4,5483.3,0,0,0
5924.7,5560.5,5841,7611.2,5804.6,5195.4,5797.9,7143.8,5264.1,6016.2,5278.9,0,5925.9,0,4959.8,5026.1,5143.4,5034.8,0,5022.8,0,5544.9,0,5360.2,5398.4,0,5374,0,0,5457.1,0,4706.7,0,5313.3,7203.9,5313.3,5660.3,6728.6,6211.5,0,5411.5,5845.7,4939.9,4906,5343.1,5156.6,5446.6,0,0,0
