6558.9,0,7048,0,6399.9,0,6892.7,0,6501.3,6498.9,7898.9,7496.5,6746,7001.1,5556.9,7115.7,7878.1,6947.7,0,0,0,6854.9,6433.6,6831.3,6047.7,5764.1,6775.9,6803.4,6492.3,7841.3,8359,6368.1,10093,9504.3,9630.2,9514.8,7183.1,8203.7,5864.8,7374.8,6772.2,0,9061.3,7394.3,5752.7,0,0,0,6292.9,7082.4,7170.3,5787.1,6620,7802.1,6461.9,6409.2,0,10899,6079.7,5831.5,6269.4,0,0
6440.7,0,6958.5,0,6216.3,6659.9,6840.9,0,6258.7,6351,7648,7242.5,6421.6,6617.8,5333.5,7087.5,7529,6873.7,0,0,0,6498.9,6277.6,6858.2,6007.5,5488.4,6884.9,6803.7,6331.6,7577.3,7903.5,6399.6,10274,9717.3,10007,9070.6,7043.9,7851.9,5695.2,7090.1,6746,0,8720.8,7052.7,5660.4,0,0,0,6063.1,6661.3,6971.7,5651.2,6463.9,7134.9,6304,6303.9,5746.3,10611,6043.6,5699.9,6333.3,0,0
8479.8,0,9378.5,0,8337.4,7496.4,8961.4,0,8867.5,8490.7,10266,9334,8477.6,8520.7,7203,8914,9531.5,8389.8,0,0,0,8694.3,7818.8,8886.8,7805.2,7547.8,8903.5,8851.6,8270.9,9175.4,9831.2,8375.3,13533,11809,11932,11705,9127,10045,7519,9318.5,8371.4,0,11461,8768.3,7641.7,0,0,0,7886.2,9022,9215.3,7347.1,8593.7,9595.3,7867.9,8176.8,7463.8,12509,7644.4,7972.4,8126.2,0,7663.9
12007,0,12762,8969.2,10722,10123,12741,0,11186,11115,13346,10959,10339,11927,8808.4,11489,11900,10175,9103.6,9563.2,10996,10970,9811.6,11797,9139.8,9059,12232,12125,10431,11670,12643,10085,13912,12928,13599,13231,11183,11852,9577.3,11319,11057,0,13086,10986,10269,12429,10357,9978.5,9293.5,11453,11384,9771,12479,11913,9020.5,10246,10222,13698,9872,8810,9033.7,0,0
11237,0,11808,7929.3,8563,10321,12087,0,10087,10931,13160,10359,9691.7,10514,8099,11545,10170,9581,8126.5,8076.5,10067,9688.5,9337.8,11458,8694.4,7906.8,12544,10819,10344,11268,12846,9857.7,13950,12497,13046,12718,10024,11371,9009.9,10340,10937,0,12826,10363,10022,12880,11124,9970,7916.9,11740,10784,9377.5,11125,11798,7849.6,9809.2,9890.3,13127,9550.7,8259.7,8222.5,0,9158.4
10005,0,11063,7028.9,7603.6,8296.8,9512.5,0,8815.8,9979.5,10777,8165.1,8040.6,8932.1,7332.1,9929.8,8423.4,7314.9,6903.4,7338.3,8199.5,7912.4,7418.5,8896,7473.6,6383.2,11483,8225.4,8737.5,8878.5,10799,8323.5,12340,10557,11812,11068,8175,9646.7,8068.9,8367.4,9313.7,0,10815,9074.6,9102.1,10474,8955.1,8257.6,7096.4,10451,8324.6,7828.2,9460.1,9771.8,6779.1,7801,8718.1,12070,8107,6954.9,7086.6,0,0
9850.7,0,11078,8602.5,8871.6,8574.5,10541,0,9405.9,10254,11245,10054,9270.1,9492.4,7721.7,9887.5,9741.5,8690.8,7890.8,8697,8972.5,9379.2,8551.6,9714.8,8392.9,7920.5,11117,9422.1,9472.4,9698.1,11370,9493.4,13285,11563,11951,12166,9331.5,10211,8133.4,9423.6,9207.3,0,12321,9455,8948.4,10812,9119.2,9025.5,8211.9,9659.1,9317.7,8121.3,9653,10592,8218.3,9061.3,8724.9,12755,8133.7,8058.1,8261.5,0,8535.4
11508,8655.8,12388,9301.2,9787,10276,12190,0,9992.6,12147,12382,10270,10589,11913,8681.2,12120,10485,9558.7,8471.6,9167.9,10261,10353,9282.6,10417,9531,8598.3,13505,10913,10382,10557,11647,10480,13534,12177,13557,12183,10004,11161,9117.4,10725,10274,0,12671,9998.7,10864,12589,10344,9585.7,8500.7,10616,11515,9446.2,12041,10901,8667.8,10247,9652.7,13279,9358.7,8618.7,8721.3,0,0
12034,7950.8,11901,7726.3,8377.8,9488.7,11712,0,8538.6,9915.8,12278,9196.6,9573.8,10120,7436.4,10589,9577.5,8376.9,7986.4,7991.3,9574,9394,7963.7,9653.9,7859.9,7508.8,12550,9422,9527.3,10635,11648,9731.7,12739,11518,11867,12208,9245,11334,8153.2,11043,10142,0,13116,9245.3,8792.7,11683,9225.4,8766.4,7567.9,10182,9825.8,8947.3,10425,10312,7397.3,9380.1,9655.4,12714,8728.7,7612.4,8066.3,0,0
9409.4,0,10098,6658.7,6887.3,7419.3,8409.9,0,6932.9,9144.3,8924.3,7766.9,7971,9323.7,6670.4,8641.6,7627,6648.3,6173,6865.3,8243.6,7249.4,7057.5,7982.9,7119.1,6262.6,9844.2,7378.1,7678.7,7803.1,9150.3,8132.9,10386,9114.6,10249,10345,7218.7,9125,7040.4,8198.9,7825.9,0,10450,7814.5,7067.1,10230,8158.4,7621,6573.2,8590.5,8813.9,7129.8,8800.7,8831.3,6397.6,7148.8,8483.6,11509,7140.2,6457.4,6731,0,7065.9
