14423,0,14652,13538,14581,12796,0,14935,14347,10772,0,14423,12157,12324,13180,14244,14848,11265,0,12914,14986,0,15315,12267,15204,11909,14108,12772,14531,14356,13697,14897,10952,15097,14399,11597,0,13893,13198,15598,14496,0,15372,0,0,0,13310,0
14337,0,14393,13302,13974,12337,0,14485,13778,10660,0,14353,12115,11907,12639,13834,14479,10931,0,12497,14720,0,15199,11985,15155,11305,14139,12573,14268,14030,13434,14749,10634,15611,13506,11311,0,13874,12316,14659,14439,0,15229,0,0,0,13090,0
15126,0,15346,14709,15843,15113,0,15431,15346,14728,0,15115,13770,15079,14902,14884,15442,14494,0,15036,15428,0,15770,14708,15780,14296,15174,15298,15573,15369,15457,15124,13150,15447,14716,14805,0,15080,14592,15387,15380,0,15956,0,0,0,15152,0
15390,0,15066,14477,15693,15334,0,15312,15408,15241,0,15350,14274,15031,14727,14468,15384,15258,0,14794,15311,0,15665,14720,15261,14467,15106,15153,15160,15138,15311,14519,12674,15581,14349,14938,0,15083,14740,13721,15110,0,15771,0,0,0,15507,0
15408,0,15052,14246,15161,14820,0,15136,14938,15482,0,15066,14719,15114,14913,14738,15295,14944,0,14976,15196,0,15502,14175,15141,14376,15384,15199,15002,15265,15574,14457,12656,15443,14043,14838,0,14816,15346,13776,14971,0,15667,0,0,0,15401,0
15209,0,15164,14616,15320,14726,0,15240,15000,14789,0,15008,14542,14834,14890,14283,14905,14614,0,14421,15335,0,15245,15027,14880,14287,15169,15196,14899,14629,15302,14245,12576,15551,13975,14405,0,14653,14849,13117,15080,0,15902,0,0,0,15697,0
15319,0,15300,14956,15157,14522,0,15016,14802,15157,0,14618,14615,15022,15261,14761,14911,14341,0,14875,15159,0,15486,14698,14902,14517,15150,15400,15271,15083,15293,14313,12884,15531,14145,14580,0,14725,14295,13214,15178,0,15452,0,0,0,15081,0
15135,0,14937,14641,15320,14605,0,15261,14662,14911,0,14569,14732,14717,14618,14010,15015,14222,0,14662,14851,0,15080,14127,14732,13892,15098,14872,14942,14621,15040,13843,13503,15860,13813,14815,0,14864,14139,12904,15151,0,15727,0,0,0,14955,0
14968,0,14870,14278,15119,14708,0,14979,15023,14647,0,14604,14667,14831,14930,14293,14793,14217,0,14441,14847,0,15152,14009,15136,13810,15167,14668,14764,14645,15354,14026,13055,15306,13570,13984,0,14532,14182,12372,14992,0,15587,0,0,0,15331,0
14546,0,15237,14240,15377,14326,0,15107,14834,14172,0,14547,14613,14900,14676,14243,15303,13937,0,14414,14688,0,15060,14093,15019,14154,15162,15426,14788,14777,15442,13837,13886,15325,13745,13958,0,14492,14691,12991,14901,0,15157,0,0,0,15197,0
14678,0,15234,14918,15149,14619,0,15141,15198,14049,0,14529,13951,14967,14503,13900,14905,13996,0,14263,14678,0,15047,13884,14767,14043,15450,14802,14470,14727,15079,13408,13286,15360,13428,13987,0,14108,14052,12898,15172,0,15304,0,0,0,14892,0
14533,0,14681,13920,15358,14745,0,15113,14558,14223,0,14095,14219,14538,14629,13678,14817,14087,0,14138,14787,0,15552,13679,14722,14632,14850,14742,14231,14124,14790,13443,12782,14892,13133,13840,0,14366,14217,12661,15052,9809.1,15389,0,0,0,14471,0
14386,0,14929,14058,15355,14413,0,15312,14592,13819,0,14227,13745,14803,13800,13696,14452,13414,0,13916,14460,0,15000,13978,14155,13606,15079,14635,14328,14538,14660,13420,13336,15104,13042,13690,0,14620,14029,13037,14877,10189,15041,0,0,0,14858,0
14376,0,14480,14049,15225,14585,0,15052,14494,13723,0,14655,14280,14795,13919,13599,14891,13815,0,13601,14355,0,14861,13675,14178,13480,15218,14904,14722,14119,14471,13195,12872,14846,12756,13776,0,14694,13965,13324,14315,11000,15146,0,0,0,14415,0
13952,0,14531,13549,15139,14190,0,14909,14284,14105,0,14206,14551,14333,13870,13515,14486,13880,0,13779,14641,0,14729,13791,13897,13637,14731,14018,14607,13547,14726,13109,13125,14887,13342,13459,0,14151,13451,13172,14605,10117,15016,0,0,0,14921,0
13785,0,14054,14029,14800,14063,0,15005,14029,13188,0,13955,14573,13625,13785,13726,14326,13422,0,13643,14518,0,14808,13298,14215,14047,14774,14060,14622,14038,14220,12890,12830,14663,12974,14085,0,14235,13441,13177,14033,10592,15120,0,0,0,14652,0
13763,0,14020,14476,15079,13848,0,14728,13926,13311,0,13747,13722,13826,13936,13649,14479,13084,0,13795,14656,0,14587,13470,13953,13598,14797,14501,14405,13461,14560,12959,12787,14889,12854,13179,0,14137,13700,13068,14458,10534,15297,0,0,0,14326,0
13169,0,14253,13411,14293,13558,0,14338,14056,13164,0,13911,13267,13972,13561,13001,14518,13546,0,13758,14046,0,15069,13302,13553,13185,15161,14344,13485,13365,14064,12897,12453,14689,12641,13204,0,13935,13375,13192,14107,10410,14595,0,0,0,14574,0
13276,0,14187,14642,14362,13948,0,14623,13931,13036,0,14008,13597,13686,13536,13293,14612,12720,0,13564,14203,0,15030,12914,13735,12632,15087,14200,14415,13501,13911,12747,12516,14780,12654,12915,0,13509,13321,12719,14086,10431,14615,0,0,0,14000,0
12958,0,14060,13644,14605,14049,0,14954,13529,13045,0,13622,13456,13611,13437,13135,14353,12879,0,13163,13784,0,14525,12859,13626,12773,14562,14323,13759,13364,13638,12821,12301,14410,12948,12560,0,13698,13075,12407,13965,10800,14950,0,0,0,13942,0
13245,0,14432,13772,14223,13875,0,14589,14161,13657,0,13387,13084,14182,13477,13311,14004,12627,0,13113,13876,0,14198,12469,13533,12756,14764,13816,13669,13603,13737,12429,11953,14249,12579,13009,0,13452,13560,12581,13795,10456,14846,0,0,0,14087,0
12778,0,13717,13653,14352,12928,0,14385,14182,13595,0,13166,12895,13580,13273,12890,14309,12246,0,12875,14007,0,14766,12215,13073,12561,14679,13480,13507,13298,13441,12475,12367,13815,12876,12593,0,13127,12935,12054,13342,10618,14205,0,0,0,14163,0
12797,0,13540,12914,14571,13211,0,14753,14197,12809,0,13315,12989,13148,13137,12708,14342,12677,0,13105,13733,0,14831,12719,13061,12179,14653,13557,13858,13362,14086,12666,12043,13723,12748,13043,0,13238,13388,12102,13402,10865,14483,0,0,0,14181,0
13049,0,13697,12594,13853,13058,0,14139,13777,13301,0,13313,12554,13010,12879,12598,14487,12429,0,13499,13942,0,14575,12720,13241,12208,14340,13364,13401,13681,13624,12719,11868,13929,12607,12959,0,13320,12967,13038,12971,11191,14702,0,0,0,13315,0
12819,0,13488,12806,13831,13398,0,14317,13910,12264,0,13382,12711,13244,13073,12572,14204,12548,0,13266,13700,0,14091,12516,13101,12368,14135,13347,13587,13406,13584,12421,11768,13641,12804,12400,0,13046,13048,12509,13119,11201,14603,0,0,0,14055,0
13023,0,13794,12504,13799,13235,0,14219,13201,12134,0,12973,12686,13077,13185,12706,14073,12747,0,13150,13811,0,14233,12529,12880,12547,14082,13140,13255,13404,13227,12139,12153,13575,12213,12543,0,13036,13018,12710,12995,11107,14478,0,0,0,13327,0
13219,0,13340,12738,13185,12990,0,14170,13360,12142,0,12609,11991,13756,12776,12673,13871,12811,0,12826,13165,0,14176,12490,13174,12091,13897,13299,12856,13094,13418,12268,11348,13454,12104,11910,0,12625,12732,13036,12569,10876,14536,0,0,0,13452,0
12310,0,13077,12564,13473,12946,0,13851,13256,11959,0,12525,11972,13120,12794,12591,13615,12051,0,12620,13573,0,13837,12528,13406,11931,13930,12535,13083,12983,13303,12025,10989,13946,12113,12618,0,12927,12630,12597,12786,10869,14182,0,0,0,13216,0
12876,0,13165,13063,14019,13229,0,14145,12637,11578,0,12481,11900,12689,12183,12387,13948,11839,0,12689,13197,0,13877,12363,13299,11898,14047,12505,12989,13101,12914,12184,11551,13158,11933,12007,0,12814,12829,12078,12468,10801,14125,0,0,0,13436,0
12517,0,12846,12786,13890,12552,0,14719,12999,11876,0,12538,11793,13047,12759,12118,13300,12722,0,12657,13203,0,14215,11877,13200,11891,13927,12857,12459,13155,12984,11830,10735,13305,12458,11860,0,12755,12639,12400,12675,10724,14466,0,0,0,13325,0
12398,0,12790,12232,13406,12653,0,13721,13226,11782,0,12261,11761,12545,12429,11816,13926,12606,0,12628,12969,0,14088,11802,13365,11755,14094,11655,12687,13158,12713,12133,11243,13186,11997,11689,0,12778,12452,11990,12654,10862,13676,0,0,0,12545,0
12210,0,12747,12069,13602,12550,0,14131,12756,12124,0,12172,11557,12537,12330,11758,13595,12647,0,12573,13031,0,13804,12213,12999,10741,14195,12275,12634,12809,11907,11867,11438,12974,12200,11727,0,12508,12443,12268,12251,10678,14244,0,0,0,12320,0
12031,0,12690,12159,13425,12531,0,14120,12563,11572,0,12447,11171,13189,11928,11959,13810,12565,0,12273,13198,0,14132,12115,12911,10861,13617,11539,12561,13355,11700,11398,11370,13082,12141,11713,0,12610,12509,11664,12660,10908,14034,0,0,0,12483,0
