6827.1,0,6412.8,0,0,9983.7,5331.5,9406.6,5377.6,0,0,6692.5,9529.2,6947.3,5422,0,7282.3,7599.7,8069.9,7183.4,6741.2,6205.4,0,7672.9,0,0,5844.8,0
6842.5,0,6022.7,7726.9,0,9841.5,5198.6,9409,5300.9,0,0,6649.2,9371.4,6689.4,5434.1,0,6968.6,7516.8,7902.8,6984.2,6559,6199.7,0,7675.8,0,0,5685.7,0
6301.7,0,6026.7,7305.6,0,9411.9,5318.6,9390.3,5186.3,0,0,6453.6,9130.4,6524.6,5299.1,0,6827.8,7203,7597.4,6869.6,6406.3,6137.9,0,7129.4,0,0,5638.1,0
8503.8,0,7908.2,9516.4,0,11136,7668.4,9183.6,7105.8,0,0,8326.1,10866,9204.5,7420.5,0,9264.7,8799.7,9653.8,9221,8490.9,8293.6,0,8594.1,0,0,7535.4,0
8745.1,0,8191.9,9028,0,10934,8017.7,8792.2,7692.7,0,0,8470.5,10547,9065.2,7891.7,0,9270.2,8807.8,9773,9041.6,9323.6,8346.5,0,9155.3,0,0,8028.8,0
7173.8,0,6526.4,7733.9,0,9335.9,6999.5,6721.4,5995,0,0,6856.5,8856.4,7193.7,6514.9,0,7570.4,7198.3,7856,7016.5,7616,6554,0,7053.2,0,0,6171.5,0
6126.7,0,6141.5,6677.9,0,8998.7,5957.3,7378.5,5281,0,0,6060.1,8415.3,6198.1,5670.7,0,6768.5,6377.3,7202.9,6372.2,6580.9,5913.4,0,6688.4,0,0,5759.6,0
5801.6,0,5374,6443.6,0,8462.2,5447.8,7021,5043.2,0,0,5608.2,8160,5695.1,5023.7,0,6411,6069.8,6681,6226.3,5839.4,5439.3,0,6287.4,0,0,5456.2,0
5574.6,0,5211.9,6199,0,8175.2,4982.5,7498.1,4694.2,0,0,5411.8,7791.4,5633.7,4741,0,5950.9,5851.3,6584.2,5843.4,5522.2,5311.1,0,6144,0,0,5122.6,0
7585.1,0,7220.3,8172.6,0,10116,7311.5,7833.3,6602,0,0,7280.8,9685.8,7851,6792.5,0,8201.6,8024.6,8042.4,8098,7748.7,7205.7,0,8246.5,0,0,7004.9,0
8226.2,0,7917.2,8853.9,0,10238,7606.8,7684.2,7130.7,0,0,7809,9759.2,8038.4,7088.8,0,8346.5,8753.6,8979.4,8221.5,8252.1,7875.3,0,8171,0,0,7759.4,0
6363.4,0,6836.8,7151.6,0,8451.5,6373.5,6711.8,5561.1,6268.9,0,5851,7957.9,6561.2,5690.2,0,6686.7,6467.2,6853.2,6456.7,6759.6,6437.5,0,6440.3,0,0,5892.3,0
5741,0,5435.6,6046.8,0,8050.4,5264.9,6686.3,5141.9,5299.5,0,5282.3,7539.4,5521.4,4911.8,0,5949.3,6236.4,6295.1,5746.1,5840.2,5708.3,0,5819.2,0,0,5263.8,0
5254.1,0,4824.8,5967.7,0,7606.8,4912,6502.6,4720.5,4636,0,4952.7,7192.9,5413.9,4524.4,0,5708.9,5394.3,5949.7,5441,5230.9,4984.9,0,5747.9,0,0,4854.8,0
5135.6,0,4926.1,5662.7,0,7417,4724.5,6479.9,4648.1,4725,0,4760,7092.1,5150.9,4419.8,0,5622.5,5365.3,6022.7,5366.4,5318.6,4963.3,0,5869.7,0,0,4783.9,0
