0,6250.4,5359.2,5156.1,5157.3,5449.4,5401.5,5888.8,5126.4,6323.4,0,6323.4,0,5041.9,0,0,0,0,0,5182.7,0,5172.7,6343,6665.6,5471,5762.2,5392.9,6753.2,5530.2,6074.5,5955.4,0,0,6447.2,5312.2,6153.3,7106,5787.3,6092.5,5620,6226.1,6332.6,6222.3,0,5761.3,0,5521.3,5154.7,6764.5,0,7508.7
0,6275,5492.4,4903.6,5286.6,5397.9,5368.2,5683.5,5049.8,6095.9,0,6095.9,0,5026.1,0,0,0,0,0,5341.4,0,5379.7,6369.4,6790.7,5647.5,5697.6,5319.2,6775.4,5775.9,6007.6,6245,0,0,6528.8,5226.6,5934.5,7037.7,5707.6,5958.5,5725.7,6411.1,6384.1,6066.3,0,5656.1,0,5472,4892.8,6784.2,0,7595.9
0,6244.5,5418.1,4971.5,5108.8,5165.6,5379.5,5715,5093.7,6568.9,0,6568.9,0,4961.9,0,0,0,0,0,5225,0,5075.6,6491.6,6809.4,5492.5,5727.2,5335,6601,5554.7,5816.8,6165.6,0,0,6442,5178,5936.2,6830.3,5643.9,6002,5519.8,6396,6156.6,6103.5,0,5491.3,0,5400.9,4817.7,6591.4,0,7264.8
0,6127.2,5318.9,4900.8,5180.9,5202.1,5425.9,5512.6,4983.3,6400.8,0,6400.8,0,4900,0,0,0,0,0,5233.3,0,5023.7,6326.7,6473.7,5446.7,5489.1,5336.3,6697.6,5261.6,5887.7,6040.3,0,0,6283.5,5062.1,5713.1,6871.2,5539.9,5969.3,5476.8,6280.3,6045.6,5821.5,0,5550.3,0,5323.1,4816.6,6727.7,0,7024.2
0,6083.4,5398.3,4831.5,5116.6,5182.2,5326.9,5501.4,4962.1,6251.7,0,6251.7,0,4905.2,0,0,0,0,0,5136.4,0,4857.9,6160.5,6463.2,5305.9,5647.4,5137.2,6557.2,5321.7,5830.1,5736.8,0,0,6240.9,5055.4,5767.8,6809.8,5636.2,5775.7,5419,6013.4,5999.1,5916.3,0,5665.6,0,5263.8,4996.7,6692.7,0,7038
0,6228.7,5343.3,4722.7,5213,5202.6,5407.7,5577.4,4835,6228.7,0,6228.7,0,4712.4,0,0,0,0,0,5138,0,4841.8,6166.3,6430.9,5323.1,5508.2,5278.2,6356.1,5231,5860.4,5727.6,0,0,6180.7,5126.3,5851.1,6990.6,5639.6,5854.5,5486.1,5823.9,6090.9,5819.5,0,5549.3,0,5229,4789.9,6614.9,0,6800.4
0,6048.8,5146.5,4745,5179.8,5234.6,5240.3,5518.4,4825.6,6241.8,0,6241.8,0,4626.9,0,0,0,0,0,5130.2,0,4950.9,6039.4,6270.3,5299.1,5551.4,5254.5,6438.8,5003.8,5870.3,5690.9,0,0,6241.3,5065.5,5722.4,7015.7,5524.5,5969.8,5489.4,6046.9,6044.9,6036.6,0,5464.7,0,5280.3,4838.5,6686.5,0,6964.5
0,5861.5,5254.7,4612.7,5114,5059,5103,5454,4836.7,6292.5,0,6292.5,0,4630.4,0,0,0,0,0,4959,0,4860.1,5943.2,6159.5,5264.4,5371.9,5136.7,6177,5170.4,5735.3,5409.8,0,0,6122.1,4921.9,5555.9,6771.1,5414.8,5705.6,5306.8,5963,5850.1,5977.3,0,5355.9,0,5178.5,4737.7,6526.8,0,6697.4
0,5970.4,5098.8,4624.1,5134.1,5182.5,5218.2,5431.8,4774.9,6136.6,0,6136.6,0,4721.2,0,0,0,0,0,4950.6,0,4899.1,5952.8,6166.1,5224.2,5397.5,5259.2,6228.9,4982.8,5631.5,5644.3,0,0,6096,5057.3,5527,6754.5,5506.2,5703.9,5628.4,5994.5,5905.8,6109.2,0,5379.7,0,5136.6,4729.3,6529.7,0,7028.5
0,5885.3,5195,4783.8,4814.5,5192.8,5037.4,5356.8,4668.1,6164,0,6164,0,4704.8,0,0,0,0,6660.5,4871.1,0,4735.4,5896.6,5958.2,5017.1,5257.2,5208.8,6110.5,4951.4,5631.6,5331.3,0,0,6084.5,4846.3,5593.5,6568.9,5461.1,5482,5188.5,5557.1,5873.5,5640.8,0,5236.1,0,5140,4666,6162.4,0,6663.8
0,5974.1,5076.7,4644.2,5005.3,4989.1,4972.9,5351.8,4660.2,6302,0,6302,0,4473.5,0,0,0,0,6780,4893.9,0,4752,5894.3,5936.6,4995.7,5346.3,5074.4,5911.1,5067.2,5545.4,5442.8,0,0,6110.3,4786.1,5583.6,6811.6,5483.4,5602.6,5323.2,5655.5,5800.1,5702.5,0,5349.2,0,5177.5,4658.7,6383.4,0,6623.1
0,5923.8,5205.8,4416,4883,5026.4,5050.9,5134.1,4715.6,6180,0,6180,0,4517.3,0,0,0,0,6737.1,4737,0,4773.9,5606.2,6068.1,4980,5164.4,5107.8,5996,4860.2,5351.8,5370.8,0,0,5875.3,4752.9,5360.5,6535.5,5224.1,5591.3,5105,5590.2,5626.3,5508.9,0,5280.5,0,4971.9,4648.2,6286.2,0,6645.1
0,5846.9,5126.6,4553.9,4820.4,4961.8,5014.7,5188.9,4656.4,6088.6,0,6088.6,0,4475.2,0,0,0,0,6645.9,4658.5,0,4603.4,5655.3,5827.9,4905.9,5128.1,4870.1,6011.4,5068.9,5311.5,5485,0,0,5820.8,4726.1,5378.1,6498.2,5215.4,5565.2,5174.7,5612.8,5634.9,5338.5,0,5219.7,0,4939.2,4620.1,6102.6,0,6646.3
0,5917,4957.9,4480.2,4828.9,5063.2,4982.3,5159.1,4582.5,6434.3,0,6434.3,0,4624,0,0,0,0,6668.4,4624.2,0,4663.5,5482.8,5821.5,4993.8,4859.3,4930.3,5781.3,5127,5357.8,5426.2,0,0,5744.2,4727.4,5323.6,6466.7,5303.7,5409.2,5090,5583.9,5591.2,5339.2,0,5119.8,0,4890.2,4618.7,6047.4,0,6690
