0,0,6214.2,0,6163.4,0,5744.3,6409,6141.2,6884.6,5615.3,5603.1,0,0,0,6648.1,6347.7,0,0,0,0,0,0,0,5957.8,0,0,5784.6,0,0,6460.7,6751.5,0,0,5715.4,6037.3,0,0,0,6193.5,5251,0,5935.7,0,0,5247.7,0,0,0,0,0,0,0,0,0
0,0,6071.8,0,5955.4,0,5522,6547.5,5960.8,6702.9,5640.9,5590.2,0,0,0,6584.7,6099.7,0,0,0,0,0,0,0,5981.9,0,0,5554.1,0,0,6759.1,6374.6,0,0,5691.4,5959,0,0,0,6130.4,5326.7,0,5968.8,0,0,5335.5,0,0,0,0,0,0,0,0,0
0,0,8784,0,8087,0,7663.3,8882.2,8392.6,8927.5,8284.5,7845.2,0,8170.9,0,9401.2,8590.7,0,0,0,0,0,0,0,7881.1,0,0,7820.9,0,0,8927.2,9006,0,0,8169.6,8608.2,0,0,0,8823.1,7782.7,0,8445.9,0,0,7820.6,0,0,8315,0,0,0,0,7621.9,0
0,9709.6,9814.6,9526.8,9519.3,9820.2,8682.4,9876.8,9070.8,10110,9206.8,10410,9686.5,8983.3,10044,10081,9579.5,9998.3,0,8552.7,0,10429,0,9989.5,9367.7,0,9818.1,9748.4,0,0,10144,10209,9634.5,10583,9278,10175,0,10556,0,10065,9727.3,0,9924.7,0,9284.3,10268,0,9883.5,10114,9910.6,8586.3,0,9480.7,8770.3,9871.2
0,10096,10193,10473,10039,9867.4,8981.3,10352,8950.3,10274,10844,10789,9896.3,9434.6,9899.5,10364,10002,10130,0,9042.2,0,10181,0,11337,8933.9,0,10197,10511,0,0,10282,10945,10509,10934,9114.5,11120,0,10975,0,10059,9231.9,0,10457,0,10100,10574,0,9917.5,10386,9824.4,9006.8,0,9657,9038.6,9827.1
0,9932.2,10897,10275,10704,9566.4,8940.6,10318,9093.6,9768.7,10841,10608,9827.9,9281.7,9865.4,10404,10325,10530,0,8897.9,0,10657,0,10133,9636.2,0,10194,9623.8,0,0,10355,10621,10539,10636,9498.3,10781,0,11078,0,10261,9695.9,0,10451,0,9823,9901.9,0,9498.1,11318,9455.7,9087.3,0,9581.4,9124.1,10640
0,10125,10552,9690.1,10057,9542.5,9087.1,10297,9066.1,9662.8,10009,10888,9931,9656.3,9963.7,10332,9603.2,10467,0,9132,0,10340,0,11022,9095.6,0,9847.1,9731.2,0,0,9887,10214,10570,10779,9240,9754.9,0,10886,0,10302,10152,0,10844,0,9846.3,9592.3,0,9552.6,10140,9477,9156.5,0,9661.5,9102.5,9827.5
0,9622.6,10339,10348,10290,9187.3,9239.4,10888,8982.2,10069,10167,10488,10054,8952.7,9964.6,10108,9494.3,10439,0,9909.8,0,10176,0,10257,9082.8,0,9577.2,9524.4,0,0,10166,10536,10569,10712,9142.7,10369,0,11026,0,9979.2,9239.9,0,10939,0,9924.7,9531.7,0,9403.3,10361,9198.6,9231.9,0,9246.9,9582.2,9958
0,9834.2,10550,10140,10093,8985.5,9398.8,10465,8916.6,10211,10371,10848,9750,8943.2,9991.6,10168,9958.4,10333,0,9263.7,0,9804.9,0,10381,9605.3,0,10249,9654.6,0,0,9654.3,10191,9957.6,10401,9121.3,10698,0,11005,0,9725.9,9253.8,0,10483,0,9629.1,9905.3,0,9127.1,10879,9085.5,8946.8,0,9834.6,9065.3,9902.6
0,10065,9945.5,10042,9372.4,9135.3,8920.5,10262,8624,9606.3,10414,10493,9885.1,8797.1,9533.4,10063,9938.5,10262,0,8584.5,0,9373.2,0,10212,9136.9,0,10057,9531.4,0,0,9092.8,10143,9567.2,9941.1,9073,9892.1,0,10438,0,9723.4,9060.4,0,10573,0,9533.5,9225.6,0,9227.8,10395,9180.1,9044.3,0,9436,9126.8,9709.4
0,9453.3,9583.5,9329.9,9093,9095,8988.7,10213,9479.5,9582,10066,10261,9598.3,9231.6,9612.9,9771.3,9305.5,9946.2,0,8655.9,0,9664,0,9768,9081.6,0,9984.3,9316.9,0,0,9231.5,9826.1,9679.6,9784.8,8112,10155,0,10727,0,9498.3,9366.7,0,10633,0,9587.8,8554.7,0,8626.7,10128,9141.3,8967.2,0,9166.2,9159.9,9599.9
0,9305.5,9845.7,9951.2,9698,9247.4,8524.8,10200,8423.8,10344,9390.3,10231,9714.2,8609.9,9898.7,10059,9390.1,9731,9281,8787.1,0,9621.6,0,10058,8720,0,9704.5,9409.3,0,0,9076.7,9990.5,10299,9457.2,8435.1,10285,0,10230,0,9864.7,9360.3,0,10297,0,9786.8,8974,0,9485.1,9580.5,9186.9,8643.9,0,9212.9,8914.2,9511.4
0,8770.8,9785.7,9698.6,9090,9084.1,8469,9920.6,8132.4,9329.7,9673.2,9993.9,9566.7,8872.5,9518.5,10029,9729.5,9675.4,9807.4,8498.8,0,9208.6,0,9900.7,8458.5,0,9540.5,8997.2,0,0,9376.6,10027,9734.6,9149.3,8171.6,9907.6,0,10086,0,9828.5,9204.2,0,10441,7773.9,9544.5,9066.2,0,9341.7,10303,8786,9021.8,0,9220.9,9035.3,9290.4
0,8720.1,9707.8,9117.5,9162.7,8841.9,8251.5,9736.2,8610.4,9831.6,9568.1,10145,9321.4,8677.3,9614.1,9681.9,9348.5,9999.7,10227,7840.5,0,8858.1,0,9450.2,8531,0,9862.3,9165.3,0,0,8999.7,9644.5,9561.2,8681.8,8169.6,9773.9,0,9615.8,0,9255,9282.9,0,9994.5,7555,9378.9,8655.7,0,8791.5,9511,8772.5,8338.8,0,9318.2,9078.3,9811.1
0,8690.5,9782.9,9160.7,8922.8,9091.6,8299.2,9502.1,8691.4,9302.3,10163,9850.3,9114.2,8817.4,9386.8,9780.1,9584.5,10084,8979,8506.6,0,9372,0,10151,8536.8,0,9219.1,8682.4,0,0,9450.6,9744.3,9532.7,9336.7,7901.7,10021,0,9758.8,0,9228.4,8888,0,9764.4,7624.7,9249.8,9165.9,0,9065,9845.6,8831.2,8580.4,0,9046.1,9118.6,9198.5
0,8375.9,10251,9545.3,8952.9,9158.2,8368,9783.5,8167.8,9581.5,10030,10178,9082.7,8474.4,9439.8,9939.9,9931.3,10111,9550.5,8544.5,0,9218,0,9938.8,8662,0,9892.2,9107.3,0,0,9447.5,9600,9297.4,9676.1,8227,10317,0,9321.5,0,9747.6,8841.2,0,9790,7765.2,9245.1,8537.3,0,9139.9,9307.7,8428.2,8870.2,0,8693.7,8816.2,8781.5
0,8485.4,9656.7,9648.5,9380.6,8380,8768.9,9582.2,8010.9,9874.8,9650.8,9886.2,9131.7,8123,9091.4,9448,9518.6,9788.8,9219.3,8764,0,9262.9,0,9203.6,8705.3,0,9385.8,8560.3,0,0,9132.8,9133.4,9309.6,9226.2,8010.9,10000,0,10189,0,9232,8842.4,0,9944.1,7721.5,9222.6,8523.3,0,9135.1,9395.9,8890.8,8146.4,0,9348.8,8303.3,9652.4
