6858.7,0,0,0,0,0,6586.4,0,0,6982.7,0,0,6514.3,0,7234,0,0,0,0,0,0,0,0,7006.9,6683.9,0,0,0,6428.5,0,0,0,7806.8,7091.1,6916.3,0,6902.7,7411.9,0,7637.7,6509.9,7948.1,7023.4,0,0,0,0,6571.3,6049.6,5618.9,0,5520.5,0,0,7201.2,6533.2,0,0,0
6929.4,0,0,0,0,0,6603.9,0,0,6851.7,0,0,6456.7,0,7250.1,0,0,0,0,0,0,0,0,6782.2,6427.5,0,0,0,6471.2,0,0,0,7676.6,7089.6,6887.8,0,6637.5,7265.2,0,7363,6360.2,7717.7,7097.6,0,0,0,0,6416.7,5877.9,5688.7,0,5681.8,0,0,7288.4,6077.2,0,0,0
9051.8,0,0,9399.6,0,0,8968.6,0,0,9442,0,0,9005.3,0,9510,0,0,0,0,0,0,0,0,9475.5,8879.4,0,0,0,8779.6,0,0,0,10094,9818.6,9462.4,0,9300.6,9404.1,0,9911.2,8928,10138,9406.1,0,0,0,0,8807.3,8415.3,8081.9,0,7828,0,0,9828.5,8420.8,0,0,0
10304,0,10325,10727,0,0,10166,0,0,10359,0,0,11499,9513.5,10853,10457,0,0,0,10818,0,0,0,11165,10707,9998.3,0,0,10408,0,0,0,10746,10739,10668,0,10008,10849,0,10805,10794,11084,10704,0,0,0,0,10120,10132,10407,0,8806.3,10037,0,11567,11387,10671,0,0
10347,0,10309,11186,0,0,11172,0,0,11026,0,0,11421,9574.3,11543,10530,0,0,0,0,0,0,0,11147,11120,9945.3,0,0,11506,0,0,0,10693,11086,11234,0,10469,10894,0,11318,10570,11267,11777,0,0,0,0,10491,10600,10195,0,9818.3,9631.8,0,11927,11610,10751,0,0
11360,0,10560,10672,0,0,10646,0,0,11377,0,0,11141,9692.6,11348,10547,0,0,0,11694,0,0,0,10795,10951,10120,0,0,10613,0,0,0,10536,10878,11309,0,10160,11741,0,11307,10687,11690,10716,0,0,0,0,10898,9922.9,9784.2,0,9563.3,9585.1,0,11663,11373,10335,0,0
10115,0,10751,11441,0,0,10089,0,0,11183,0,0,10741,10113,11321,10338,0,0,0,0,0,0,0,11129,10826,9880.9,0,0,10916,0,0,0,10771,10893,11448,0,10596,11608,0,11545,10457,11622,10904,0,0,0,0,10132,10240,10399,0,9242.5,10244,0,11532,11611,11288,0,0
10203,0,9730.3,11024,0,0,11140,0,0,10966,0,0,11042,10221,12230,9860.2,0,0,0,11408,0,0,0,11138,10899,9932.9,0,0,10307,0,0,0,10833,11531,11257,0,10831,11718,0,11266,10198,11395,11114,0,0,0,0,10749,10239,9725.2,0,9401.6,9643.3,0,11468,11335,10346,0,0
10380,0,9768,11301,0,0,10457,0,0,10507,0,0,10777,9379.6,11369,10595,0,0,0,11485,0,0,0,10980,10820,10088,0,0,10122,0,0,0,10511,10591,10994,0,10669,11005,0,11178,10156,11031,10493,0,0,0,0,10635,10184,9793.4,0,9649.3,9750.7,0,11351,11297,10942,0,0
10440,0,10450,11313,0,0,10155,0,0,10642,0,0,10631,9737.7,11355,10845,0,0,0,10340,0,0,0,10569,11582,10374,0,0,10359,0,0,0,10465,10644,9984.1,0,10139,10949,0,11089,9808,10792,10536,0,0,0,0,10213,10199,9730.4,0,9821.5,9262.5,0,10955,10932,10421,0,0
10055,0,10839,10592,0,0,10875,0,0,10214,0,0,10990,9912.2,10758,10653,0,0,0,10086,0,0,0,11611,10964,9787.2,0,0,10474,0,0,0,10631,11393,9986.5,0,10533,10608,0,10485,9670.8,11172,10463,0,0,0,0,10554,9617.3,9578.8,0,9467.4,9324.1,0,11527,10901,10265,0,0
9584.8,0,10801,11417,0,0,10096,0,0,10600,0,0,10441,10076,11116,10685,0,0,0,9973.5,0,0,0,10800,10840,9615.3,0,0,10121,0,0,0,10643,10949,10639,0,10143,10625,0,10573,9548.5,10974,11074,0,0,0,0,10035,9438.1,9430.2,0,9130.3,9410.7,0,11274,11070,10627,0,0
9327.3,0,9012,9323.6,0,0,9234.4,0,0,9116.1,0,0,8884.9,8270.5,10171,8828.5,0,0,0,8358.8,0,0,0,9815.2,9336.5,7486,0,7517,8254.5,0,0,0,9006.4,9533.5,9413.3,0,8505.6,9105.3,0,9908.1,8157.7,9550.2,9144.1,0,0,0,0,8296.1,8295.5,7834.8,0,7689.5,8089.3,0,10109,9269.3,8925.8,0,0
5726.9,0,6051.4,5709.4,0,0,5593.9,0,0,6639.6,0,0,6142.7,5924.3,7078.4,5589.2,0,0,0,6073.3,0,0,5379.5,6876,6559.3,5867.2,0,5736.7,5689.5,0,4874,0,6578.3,6927.5,6358.1,4903.8,6052.5,6222.5,0,6564.9,6135.2,6769.2,5861,0,5268.3,0,0,5603.8,5245.6,5460.8,0,5775.6,5476.4,0,6686.8,6344,6430.3,0,0
5566.5,0,5505.8,5493.7,0,0,5451.8,0,0,5890.5,0,0,5305.7,5908.7,5661.8,5175.6,4982.4,0,0,5487.6,0,5036.1,5727.9,5735,5932.9,5723.1,0,5297.3,5566.6,0,4977,0,6166.7,5774,5869.4,4946.8,5321.1,6176.5,0,5975.4,5842.6,6457.3,5503.2,0,5230.4,0,0,5411.7,5036.4,5083.7,0,5356.9,5489.9,0,5969.2,5377.4,5997.3,0,0
5592.9,0,5556.9,5464.3,0,0,5334.2,0,0,5751.2,0,0,5382.4,6158.6,5761.7,5104.7,5014.4,0,0,5374.7,0,5052.5,5775,5719.6,5580.1,5544.7,0,5354.4,5586.4,0,5311,0,5936.1,5622.6,5724,5117.6,5426.8,5848,5000.8,5901.8,5730.4,6232.8,5464.7,0,5375.4,0,0,5466.5,5072.1,5215.7,0,5029,5366.8,0,5833.2,5391.2,5793.7,0,0
5500.4,0,5469.3,5582.1,0,0,5396.9,0,0,5673.7,0,0,5282,5872.4,5503.7,5056.9,5110.9,0,0,5155.3,0,5326.8,5412.9,5499.2,5477.1,5456.2,0,5342.5,5547.3,0,5488.8,0,5781.2,5558,5582.1,5458.7,5292.3,5742.9,5038.2,5883.8,5532.5,6176.8,5513.2,0,5259.6,0,0,5375.3,4951.4,5118.7,0,4979.9,5277.1,0,5790.9,5308.7,5643.5,0,0
5522.4,0,5379.4,5481.2,0,0,5188,0,0,5469.6,0,0,4936.2,5609.8,5366.7,5026.7,5152.2,0,0,5328.2,0,5305.7,5312.9,5382,5228.7,5578.3,0,5165.2,5435.5,0,4955,0,5844.8,5548.8,5455.8,5343.9,5210.3,5646.2,5008.8,5787.2,5524,6143.9,5500.1,0,5186.8,0,0,5384.4,4860.3,4979.6,0,4939,5267.4,0,5709.6,5245.2,5501.4,0,0
5307.8,0,5367.8,5415.8,0,0,5300.6,0,0,5403.9,0,0,4821.2,5507.8,5209.1,4924.1,5015.6,0,0,4994.8,0,5005.7,5469.9,5162,5274,5494.7,0,5370.8,5332.3,0,4976.9,0,5747.2,5507.3,5550.4,5066.1,5189.2,5621.6,5092.2,5845.4,5287,5953.9,5280.5,0,5115.4,0,0,5111.8,4784.5,4956.7,0,4812.5,5163.6,0,5604,5232.5,5395.2,0,4956.1
5374.4,0,5308.5,5410.3,0,0,5049,0,0,5360.3,0,0,4902.8,5402.3,5146.5,4843.4,5099.3,0,0,5052.3,0,4953.2,5419.9,5018.9,5133.6,5713.2,0,4985.8,5232.5,0,4888.3,0,5576.1,5469.4,5403.3,5267.4,5000.9,5481.9,4836,5707,5342.9,5897.8,5205.4,0,5143,0,0,5136.9,4753.5,4774.8,0,4790.7,5089.1,0,5513,5111,5403.4,0,4885.2
