3947.3,4490.2,4072.2,4410.1,4211.4,0,4275.9,0,4087.7,3914.3,3868.4,4030.7,4560.4,3987.5,0,4665.5,4860.4,3775.9,3886.1,4236.4,3867.1,3987.2,4191.3,4048.9,0,4026.4
3986.5,4452.5,4146.6,4381.5,4240.2,0,4261.2,0,3909.6,3956.7,3950.8,4108.5,4579.6,3905.8,0,4817.9,4874.7,3801.2,4019.4,4222.6,3866.4,3909.5,4176.3,3923.7,0,4029.9
3903.7,4438.1,4162.4,4245.2,4199.6,0,4288.7,0,3934.6,3949.7,3925.9,4155.9,4477.2,3898.4,0,4893.1,4923.5,3785.7,4007.5,4332.5,3881.7,3827.7,4139.6,3913.3,0,4011.3
3857.5,4320.7,4038.2,4319.2,4084.6,0,4127.5,0,3833,3962.8,3779.7,4069.3,4399.5,3844.1,0,4547.8,4749.1,3710,3807.1,4203.8,3795.8,3866.2,4134.3,3938.5,0,3884.7
3951,4398.1,4021.8,4197.6,4123.5,0,4093.5,4147.8,3863.7,3868.3,3734.3,3934.8,4293.4,3774.9,0,4508.8,4785.6,3675.9,3869.3,4165.5,3743.9,3812.7,4056.3,3838.6,0,3902.6
3872.8,4105.9,4042.4,4212.4,3999.5,0,4088.5,4068.4,3831.6,3862.1,3845.1,4038.2,4313.4,3821.8,0,4574.3,4638,3671.6,3826.3,4130.9,3667.6,3741.5,4004.2,3894.1,0,3767.3
3821.2,4217.1,4010,4205.3,4144.4,3858.6,4181.7,4185.6,3867.9,3861.9,3797.3,3970.8,4234.5,3744.9,0,4479.9,4778.4,3653.9,3781.7,4066.4,3795.2,3853.9,4056.8,3941.9,0,3940.7
3895.8,4352.5,3969.5,4181.7,4203.7,3948.7,4058,4132.6,3901.1,3853.8,3853.3,3985.6,4286.8,3733.8,0,4439.6,4735.9,3639.4,3772.2,4120.5,3696.7,3899.7,4051.4,3924.3,0,3804.8
3866.4,4305.6,4031.6,4234.5,4071.7,3925.8,4084.5,4072.8,3826,3932.1,3764.8,3931.9,4231.3,3710.8,0,4444.5,4557.5,3741.7,3925.9,4222,3881.8,3921.3,4061.8,3933.1,0,3748.1
3894.8,4324.2,4042.9,4246.6,4086.9,3953,4145,4053.7,3758.2,3818.9,3895.6,3922.2,4156.9,3812.8,0,4658.6,4811.3,3691.3,3903.2,4164,3845.4,3907.8,4086.5,3988.5,0,3930
3892,4289.4,4018.2,4254.8,4128.8,3817,4031.1,4054.7,3884,3885.3,3763.7,3918.3,4205.9,3757.3,0,4665.5,4788.4,3720.2,3936.3,4145.1,3799,3832.8,4076,3893.4,0,3805.5
3772.2,4340.4,3883.6,4065.8,4008.3,3783.5,4048.2,3985.9,3843.8,3793.8,3730.3,3972.4,4221.5,3737.6,0,4309.1,4720.7,3539.6,3756.3,3949.2,3624.5,3872.2,4019,3822.9,0,3748.6
3817.5,4176.9,3937.2,4182.6,4023.3,3751.5,4049.3,3991.8,3712.5,3748.9,3689.7,3826.8,4126.4,3766,0,4402.7,4518.8,3660.8,3739.9,4039.4,3669.4,3830.6,3961.4,3886.6,0,3725.1
3788.6,4136.6,3881.8,4068.3,3984.4,3677.9,3920.4,3874.6,3779.2,3731.5,3791.3,3865.7,4133.8,3739.4,0,4446.6,4578.4,3595.7,3701.4,3946.6,3649.9,3822,3933.5,3871.1,0,3683.4
3771.4,4131.5,3886.3,4073.6,3977.2,3641.6,3977.2,3858.9,3743.8,3702.3,3684.9,3805.7,4059.9,3649.5,0,4473.8,4687.1,3597.7,3800.8,3962.1,3605.8,3756.4,3962.9,3805.5,0,3679
3709.5,4065.1,3908.4,4117.2,3966.2,3785.4,3958.1,4041.1,3657.9,3730.6,3637.7,3851.3,4005,3674.5,0,4335.7,4618.8,3627.8,3686,3937,3568.3,3850,3923.6,3808.3,3655.6,3756.5
3769.1,4198.7,3915.6,4094.7,4073.5,3751,4013.3,3957.6,3816.7,3754.5,3695,3840.9,4043.1,3687.1,0,4410.9,4645.2,3638.4,3914.1,4021.8,3648.6,3776,3986.9,3686.6,3719.1,3649.4
3936.5,4165.7,3985,4158.8,3928.1,3745.6,3967.8,3978,3813.2,3733.2,3764.9,3921.7,4151.5,3744.6,0,4225.9,4520.1,3697.1,3763.6,4030.9,3659.8,3817.6,3980.6,3810.5,3751.8,3640.7
3964,4231.4,3949,4174.3,4076.1,3799,4085.3,4164,3817.1,3895.5,3818.5,3862.5,4033.3,3940,0,4248.9,4598.1,3644.4,3857.2,3940.8,3685.2,3793.4,3897.4,3879.8,3840,3678.2
3916.9,4183.7,4052.8,4216,4005.3,3880.5,4131.3,4053.3,3720.2,3801.4,3844.5,3843.3,4114.7,3703.5,0,4213.3,4777.6,3673.6,3795.9,3957.7,3699.9,3820.4,3980.7,3773.6,3766.8,3658.1
