0,7982.3,0,5617.9,5667.9,6891.8,5796.7,0,0,5882.4,0,0,6601.4,7652.1,0,0,6964.6,8258.2,7987,10059,6934.7,6205.6,6425.5,6536.4,6915.9,5191.1,5398.1,5600.5,6023.5,0,5850.3,7100.4,6476.8,0,0
0,7915.6,0,5569,5650.4,6817.1,5833.6,0,0,5939,0,0,6589.7,7551.1,0,0,6894.4,7988.2,8026.9,9636.7,6933,5994.5,6309.7,6419.6,6843.1,5163.5,5230.7,5395.1,5923.1,0,5817.2,6818.2,6229.7,0,0
0,7507.8,0,5225.6,5340.7,6434.8,5594.6,0,0,5639.2,0,0,6120.2,7352.4,0,0,6558.4,7383.6,7530.2,9377.4,6368,5695,5972.4,6125.5,6562.5,4968,4975,5240.1,5733.1,0,5432.2,6749.7,6066.3,0,0
0,8156.4,0,5960.3,6037.2,6987.6,6461.5,0,0,6463.6,0,0,6733.4,7774.9,0,0,7235,7893.6,8439.1,9789.7,7004.5,6385.1,6734.9,6974.1,7350.2,5783.8,5763.6,6019.8,6444.1,0,6113.6,7512.7,6669.1,0,0
0,8903.5,0,6695.2,6741.5,7987,7108.8,0,0,7304.5,0,0,8139.8,9192.1,0,0,7814.9,8470.1,8908.4,10531,7263.8,6602.6,7301.3,7402.7,7843.3,6286.2,6543.1,6586.7,7123.5,0,6968,8475.5,7197.3,0,0
0,8296.4,0,6942.7,6415.2,7512.3,6743.5,0,0,7077.9,0,0,7416.2,8394.3,0,0,7402.1,8587.4,8038.5,9411.9,6782.7,6970.3,6689.2,6941.4,7304,6234.4,6595.5,6480.4,6759.4,0,6728.6,7876.6,6210.6,0,0
0,7423.6,0,6311.3,5934.6,6540.5,6196.2,0,0,6485.3,0,0,6769.3,7804.8,0,0,6818.9,7879.6,7681.8,9203.9,6450.1,6437.2,5897.1,6124.5,6874.9,6017.9,5955.2,6088.6,6165.3,0,6002.9,7088,6129.9,0,0
0,7053,0,5673.7,5181.1,6437.4,5670.3,0,0,5917.1,0,0,5892,7184.9,0,5754.4,6249.2,7238.4,7096.6,9150.4,6045.8,5448.4,5578.9,5869.7,6628.6,5187.9,5153.3,5797,5726.6,0,5716.9,6628.1,5911.9,0,0
0,6899.3,0,5098.9,4918.3,6095,5331.4,0,0,5501,0,0,5587.6,6654.2,0,5494.6,5935.1,6961.5,6715.5,8616.2,5893,5189.7,5517.7,5725.3,6043.9,4780.6,5039.2,4956.5,5347.3,0,5276.6,6358.6,5508.5,0,0
0,6892.1,0,4979.2,4865.8,6100.4,5233.1,0,0,5461,0,0,5600.6,6786.1,0,5347,5899.2,6742.3,6719.2,8464.2,5810.6,5229.7,5441.5,5671.5,5889.7,4698.9,4673.7,4871.7,5370.6,0,5224.5,6169.4,5490.8,0,0
0,6672.1,0,4784.8,4737.3,6046.3,5027.4,0,0,5208.3,0,0,5527.4,6531,0,5345.8,5761,6776,6557.5,8028.9,5524.9,5157.6,5203.8,5503.3,5621.4,4598.2,4584.6,4747.8,5241,0,5124,6169.4,5311.9,0,0
0,6469.8,0,4753.2,4706.6,5827.6,4950.8,0,0,5142.9,0,0,5461.1,6317.1,0,5183.5,5628.1,6333.1,6360.3,7984.2,5343,5001.1,5054.5,5374,5551.1,4417.9,4350.1,4641.2,5119.3,0,5075.7,6039.6,5399.6,0,0
0,6415.1,0,4741.3,4696.9,5887.5,4828.4,5215.3,0,4925.7,0,0,5352.1,6250.7,0,5059.7,5589,6527.1,6253.6,7912.2,5425.9,4926.9,5255.8,5303.4,5449.9,4426.5,4506.1,4638,5056.6,0,4938,5935.9,5242.3,0,0
