10956,11520,10353,0,0,12075,0,0,9926.4,11766,10260,0,10697,10199,11020,0,0,11486,10264,12178,0,10457,12901,0,0,9356.9,9991.9,0,10179,11620,11647,0,0,11330,0,0,12536,9586.6,10473,11602,11312,9864.7,0,10234,10390,11970,0,0,0,9382.3,9551.3,10605,8997,0
11053,10824,10246,0,0,12044,0,0,9734.2,11642,10017,0,11091,9999.2,10691,0,0,11385,10091,11832,0,10212,13023,0,0,9146.1,9556.8,0,9881.8,11690,11162,0,0,11086,0,0,12544,9254.2,10368,11287,11120,9518.2,0,10062,10351,11912,0,0,0,9182.5,9272.6,10203,9001.3,0
12391,12685,11782,0,0,13122,0,0,11489,12670,11662,0,12721,12010,12720,0,0,12291,11789,13409,0,11967,13126,0,0,11334,11275,0,11889,12671,12516,0,0,12424,0,0,13691,11295,12295,12860,12266,11229,0,11891,11963,12944,0,0,0,10822,11422,12484,10731,0
12071,12525,11462,0,0,13238,0,0,11449,11930,11971,0,12624,12056,12449,0,0,12131,11817,12568,0,11715,12991,0,0,11866,11474,0,11531,12859,11520,0,0,12394,0,0,12332,11123,12634,12453,12260,11656,0,11878,11607,12828,0,0,0,11865,12137,12034,11965,0
11862,12487,11455,0,0,12823,0,0,11423,11650,11928,0,12559,12516,12366,0,0,11995,11796,12525,0,11610,13294,0,0,11548,10930,0,11380,12770,11680,0,0,11667,0,0,12107,10902,12339,12130,12120,11462,0,11484,11567,12541,0,0,0,11696,11591,12007,11916,0
11762,12388,11453,0,0,12908,0,0,11434,11366,12143,0,11958,11948,12313,0,0,11961,11412,12781,0,11314,12847,0,0,11683,11351,0,11368,12410,11821,0,0,12472,0,0,11628,10845,12722,11733,11701,11329,0,11241,11598,12572,0,0,0,11411,11739,11812,11574,0
11654,12168,11477,0,0,12886,0,10739,11239,11476,12295,0,12267,11774,12178,0,0,12077,11696,12746,0,11371,12843,0,0,11444,11098,0,11212,12400,11512,0,0,11786,0,0,11680,10847,12111,11862,11874,10969,0,11402,11627,12397,0,0,0,11438,11963,11732,11486,0
12005,12103,11232,0,0,12539,0,0,11433,11389,12180,0,12252,11741,12103,0,0,11838,11310,12243,0,10969,12947,0,0,11434,10915,0,11198,12330,11092,0,0,11709,0,0,11721,10700,12509,12308,12100,10879,0,11413,11509,12153,0,0,0,11134,11674,11615,11451,0
11565,11435,11039,0,0,12657,0,10656,10654,11000,11747,0,11671,11671,11428,0,0,11431,11257,12059,0,10801,12487,0,0,11008,10424,0,10993,12322,11015,0,0,11921,0,0,11588,11014,12126,11643,11663,10676,0,10982,11238,12260,0,0,0,11177,11508,11621,11084,0
11289,11502,11070,0,0,12771,0,10685,10805,11042,11751,0,11820,11592,11681,0,0,11607,11159,11903,0,10851,12434,0,0,10403,10925,0,10795,11679,10923,0,0,11769,0,0,11609,10657,11267,11519,11334,10805,0,10945,11357,12104,0,0,0,11535,10786,11355,11513,0
10868,11482,11032,0,0,12240,0,10052,10623,10710,11606,0,11495,11576,11426,0,0,11402,10966,11921,0,10720,12194,0,0,10846,10671,0,10843,12137,10765,0,0,10642,0,0,11556,10734,11516,11613,11186,10503,0,10745,10882,11876,0,0,0,11212,11083,11065,11582,0
11039,11638,10575,0,0,12483,0,10606,10483,10588,11446,0,11463,11506,11292,0,0,11220,10829,11788,0,10407,12144,0,0,10868,10429,0,10561,12024,10891,0,0,10956,0,0,11301,10939,11227,11783,11231,10353,0,10938,10633,11876,0,0,0,11143,11274,11461,11415,0
10749,11780,10387,0,0,12198,0,10114,10581,10580,11086,0,11656,11214,11180,0,0,11193,10822,11457,0,10141,12217,0,0,10165,10194,0,10293,11733,10643,0,0,10909,0,0,10831,10294,11819,11412,10910,10471,0,10476,10459,11557,0,0,0,10682,10924,11421,10744,0
10640,11310,10427,0,0,11979,0,10105,10491,10295,11577,0,11733,11191,10867,0,0,11157,10568,11300,0,9941.8,11741,0,0,10135,10505,0,10133,11346,10420,0,0,10992,0,0,10879,10399,10884,11230,10810,10057,0,10963,10834,11495,0,0,0,10443,10528,10747,10646,0
10547,11054,10268,0,0,11817,0,10092,10494,10825,10988,0,11579,11045,10845,0,0,11403,10689,11437,0,10240,11705,0,0,10301,10380,0,10332,10969,10843,0,0,10864,0,0,10894,10560,11423,11131,11021,10384,0,10908,10379,11424,0,0,0,10294,10563,10861,10565,0
10736,11283,10288,0,0,12008,0,10182,10164,10375,11037,0,11605,11207,10898,0,0,11109,10534,11289,0,10399,11753,0,0,10337,10277,0,10353,11323,11418,0,0,10992,0,0,11323,10003,11669,11200,10810,10073,0,10544,10304,11598,0,0,0,10809,10985,11030,10639,0
10459,11073,10354,0,0,11516,0,9798.2,9800,10506,11428,0,11512,11233,10759,0,0,11233,10322,11289,0,10864,11573,0,0,10251,10179,0,10093,10979,11294,0,0,11062,0,0,11650,10174,11033,11198,10866,10173,0,10701,10650,10961,0,0,0,10162,10756,10817,10126,0
10515,10882,10225,0,0,11195,0,9939.6,10820,10314,10745,0,10966,10797,10577,0,0,10925,10351,11337,0,10863,11505,0,0,10225,10752,0,9997.8,11021,11336,0,0,10561,0,0,11424,10033,11108,10699,10625,9801.6,0,10358,9999.8,11381,0,0,0,10170,10029,10644,10109,0
10693,10760,9879.7,0,0,11355,0,9522.5,10575,10009,10712,0,11128,10866,10619,0,0,10984,10235,10890,0,10840,11348,0,0,9767.7,10021,0,9875.1,11080,10683,0,0,10754,0,0,11330,10279,11329,10856,10410,9964.8,0,10785,10132,10963,0,0,0,9993.8,10411,10640,10051,0
10580,10728,9940.2,0,0,11329,0,9561.7,9705.5,10031,10295,0,11234,10836,10993,0,0,11211,10162,10858,0,10528,11116,0,0,9723,10061,0,9677.4,10847,10564,0,0,10298,0,0,11289,9864.2,11297,10749,10592,10054,0,10234,10062,10925,0,0,0,10511,9847.5,10330,9864.9,0
