0,0,5270.8,8307.4,6015,5788.2,0,10190,6094.6,11731,5855.7,6326.1,8142.7,6498.9,7865.1,7044.6,0,6311.6,6100.7,8635.2,6505,8591.4,5835.5,8390.4,9031,8218.4,5877.4,0,5946.9,6848.4,7061.9,9553.3,7841.5,0,6184.7,0,0,0,0,0,0,6615.8,6682.9,7007.2,7555.8,6825.8,6670.4,5872.6,6911.9,0,0,7198.2,7720.8,0,0,0,6624.9,6934.5
0,5455.8,0,8153.5,6002,5562.6,0,10053,6053.8,11336,6385.2,6261,7974.5,6367.8,7878.4,7125.4,0,6151.3,6080,8939.8,6469.4,8353.3,5617.9,8500.9,8830,7638.3,5864.2,0,5895,6622.9,7151.8,8981.3,7937.3,0,6093.7,0,0,0,0,0,0,0,6420.6,7177.8,7687,6913,6484.5,5725.7,6661.7,0,0,7173.3,7678,0,0,0,6560.6,6892.4
0,0,7555.4,11338,8376.9,7889.2,0,13034,8552.2,11538,8032.2,8549.7,10845,8683.4,10611,9739,0,8509.3,8251.4,11477,8608.4,11040,7786,10848,11128,10163,7905.2,0,7959.2,9269.8,9254.2,11627,10562,0,7992.8,0,0,9294.8,0,0,0,0,8267.9,9313,9689.6,9117.5,9047.5,8086.2,8741.7,0,7336.8,9517.9,9582.1,0,0,0,8852.6,9064.8
0,9695.2,9402.2,12881,10453,9082.7,0,14398,10441,11399,8901.2,9685.8,13751,11419,13054,12028,0,11924,10055,13813,10973,13485,9673.3,13483,12916,13494,9756,10700,10711,11080,10287,12745,13356,10258,9275.1,0,0,10404,0,0,9136.9,0,9269.5,11907,11657,11345,11371,10284,10877,12429,8870.5,12888,12260,10820,9280.3,0,11312,12086
0,8657.5,9274,12850,9498.7,7807.9,0,13710,10133,10085,7353.3,7289.9,13297,10922,13396,12011,0,11817,9536.5,12502,10278,11831,9186.2,13298,14031,14205,8861.6,10331,9954.3,9976.7,8716.9,10910,11322,8985,8905.4,0,0,8467.1,0,0,8459.7,0,7889.7,11193,10649,11144,10984,9325.5,10348,10274,7801.1,11893,10051,9074.5,8597.8,0,11411,10733
0,7402.9,7676.3,11010,8014.3,7519.6,0,13000,8472.8,10023,6270.7,6770,10422,8960.3,11512,10998,0,9894,8186.6,11515,8250.2,10356,8161.5,10549,11110,12999,7979.9,7912.4,8074.3,8199.5,7521.9,9871.1,9875.3,8045.8,7415,0,0,7465.2,0,0,7437.9,0,6494.9,9670.2,10115,9153.1,9830.3,8379.5,8750.8,9239.8,6496.5,10130,8543.9,8262.7,7205.5,0,9669.1,9069.4
0,8713.6,8747.3,11506,9435.7,8594.3,0,12661,9253.9,11205,8279.5,8215.4,11705,9656.9,11136,11027,0,9904,9109.4,12513,9235.4,11953,9101.4,11401,11973,11808,8621.6,9381.9,9076,9581.1,8977.8,11481,11688,8768.9,8397,0,0,9267.1,0,0,8739.7,0,8335.1,10445,10160,9888.3,10359,8735.8,9827.1,10302,8088.2,10524,9487.6,9654.5,8366.3,0,9984.4,9361
0,0,9838.4,12887,10019,9175.6,0,13078,10543,10459,8655.2,8994.7,12556,11467,12458,11510,0,11919,10569,13860,10255,13297,9972.7,12102,12214,13175,9672.1,10304,10267,10908,10245,11268,11999,9938.6,9687.1,10893,0,9708.6,0,10935,9320.3,0,8806.8,11790,11991,12178,11682,10119,11295,10828,8630.2,11364,11177,10406,9138.9,0,10897,10951
0,0,8370,11962,9304.6,8619.5,0,14072,9135.3,9507.3,6780.7,7756.3,11895,9760.3,12685,11041,0,11098,9294.3,12972,9949.8,12140,8580.8,11461,12971,12986,7845,9066.6,8782.4,9560.6,8200,9414.6,11489,8438.7,8741.8,10266,0,8070.8,0,9706.8,8447,0,7040.5,10313,10064,10541,12194,9208.5,9672.1,10052,7614.2,10815,10539,8961,8035.5,0,10032,9717.8
0,0,7330.6,10360,7730.5,6901.4,0,12114,7805,8667.6,6196.6,7089.4,9555.7,8674.8,10125,10254,0,10785,7712.9,10654,8482.8,10116,7346.2,9257.7,10450,9896.6,6625.8,7953.6,7786.7,8150.6,7640.1,8702.7,9377,7449.7,7521.1,9690.9,0,7139.3,0,8309,7097.5,0,5970.8,7840.9,7937.8,9069.5,9293.8,7923.2,8694.4,8360,6582.9,9028.7,9029.7,7334.2,6774,0,8847.5,8729.6
