0,0,5333.2,7214.4,5499.7,5383,0,7935.9,5720.2,8398.8,6146.7,5745.5,7042.2,5881.4,6888.4,6181.6,0,5925.3,5721.3,7171.5,6024.5,7334.9,5357.5,7557.8,7502.3,7215.8,5464.8,0,5587.3,6405.5,5653,7330.2,6706.8,0,5688.6,0,0,0,0,0,0,6080.9,6244.8,6255.1,6620,6122.9,6088.7,5517.1,6288.9,0,0,6382.2,6489.4,0,0,0,5978.5,6456.9
0,5055.1,0,7059.5,5507.8,5222.4,0,7677.2,5592.4,7615.6,5480.7,5773.9,6863,5636.4,6621,6031.3,0,5617,5538.8,6907.1,5884.3,6915.5,5290.8,7010.4,7253.9,7025.2,5401.9,0,5458.9,6131.3,5553,6916.9,6675.9,0,5463.7,0,0,0,0,0,0,0,5690.8,6504.8,6515.8,6301.7,5831.1,5354.2,6180.9,0,0,6212.1,6415.3,0,0,0,5718.8,6281.4
0,0,7235.2,9323.7,7530.2,7302.3,0,9875,7617.6,8808.1,7502.8,7803.2,8741.6,7703.2,8752.7,8122.9,0,7612.1,7650.3,8983,7982.1,9166.4,7232.9,8745.1,9139.7,8500.1,7361.1,0,7299.9,7982,8114,9039.1,8664,0,7806,0,0,8187.7,0,0,0,0,7570.5,8241.4,8303.9,8022.2,7749.5,7389.8,7885.5,0,7093.5,8226,8197.6,0,0,0,7689.9,8130.7
0,8023.4,7965.1,9363.4,8404.5,7941.8,0,9953,8243.3,9139.7,7770.4,8267,9578.9,8573.6,9166.7,8939.5,0,8956.9,8207,10130,8307.1,9857.4,7698.2,9958.9,9313.9,9785,8364.3,8316.5,8296.8,8428.9,8360.9,9346.4,9517.3,8290.7,7719.4,0,0,9230.3,0,0,7786.8,0,8007.4,9273,8659.5,8715.8,8319.4,8396.8,8434,9288.1,7941.7,9522,9316.2,8723,7807.7,0,8692.5,9210.4
0,6912,7070.8,7989,7324.2,6323.5,0,8998.8,7075,7799.8,6417.8,6188.9,8225.4,7460.2,8108.9,7928.3,0,7931.3,6923.8,8152.5,7101.7,7610.1,6862,8308.4,8229.9,8404.6,6970.6,7379.3,7029.6,6896.3,6913.9,7606.6,7266.4,6973.7,6834,0,0,7660.1,0,0,6672,0,6329.6,7370.3,7404.9,7219.7,7232.8,7209,7084,6889.2,6614,7572.7,7193,6818.1,6762.9,0,7492.8,7272.2
0,5867,6257.8,7025.4,6168.1,6155.7,0,8190.3,6191.5,7773.3,5506,5803.2,6712.9,6304.5,7143.9,6973.9,0,6495.9,5970.1,7217.5,5888.1,6892.6,6149.2,7115,6878,7379.1,6194,6083.4,6060.7,5973.5,6090.8,6927.7,6401.4,6010.1,5890.1,0,0,6639.2,0,0,6187.1,0,5463.8,6590.8,6586.3,6243.1,6357,6303.5,6241.6,6257.4,5746.1,6547.1,6480,6149,5765.3,0,6642.9,6240.1
0,7426.5,7616.3,8691.9,7938.3,7413.1,0,9108,7499.9,9163.5,7374,7178.5,8635.5,7672.8,8517.9,8269,0,7745.1,7567.2,8728.4,7605.2,9047.7,7554.3,9044.2,8901.3,8127.8,7633,7492.5,7478.5,7855,7838.9,8692,8699,7463.2,7386.8,0,0,8363.3,0,0,7656.2,0,7546.6,8118.5,7990.2,8037.1,8216.4,7669.9,8001,7925.1,7600.8,8165.2,7907.8,7996.8,7512.4,0,7654.3,7712.7
0,0,8324.3,9394.1,7956.6,7632,0,9245.8,8390.5,8487.5,7715.6,7606.6,9198.8,8511,8951.7,8654.4,0,8811,8068.8,9966.8,7986.3,9539.3,8089.5,9293.2,9097.5,9385.8,8234.9,8390.6,8365.1,8211.6,8245.6,8762.5,8794.6,8459.6,7996,8622.5,0,9034.1,0,8677.8,8052.1,0,7585.7,8796.6,9115.4,8674.3,8519.1,8496.6,8650,8075.7,7726.8,8594.3,9037.6,8610.6,8078.7,0,8617.1,8592.5
0,0,6675,7598.9,6899.3,6715.9,0,8431.1,6761.2,7326.3,5980.2,6428.3,7596.8,7288.3,7831.1,7285,0,7370.5,6737.1,8248.5,6934,7432.7,6718.5,7465.7,8174.5,8036.1,6422.7,6946.8,6791.2,6745.7,6419.6,6815.7,7479.2,6557.2,6826.5,7467.9,0,7380.9,0,6969,6413.6,0,6060.6,7252,7035.6,7242.1,7545.6,6970.3,6826.8,7690.1,6373.5,7451.3,7308.9,6806.7,6546.1,0,7261.1,7019
0,0,5770.5,6496.7,5996.7,5573.5,0,7507.9,6051.5,6822.9,5248.6,5789.2,6321.2,6610.4,6476.8,6411.4,0,6836.6,5703.7,6854.9,6241.6,6685.4,5830.1,6462.5,6517.2,6260.9,5429.6,6453.3,6131.5,5928.2,5940.7,6168.5,6173,6201.6,5890.3,6459.6,0,6243.6,0,6013.4,5761.1,0,5156.7,5582.3,5632.8,6025.2,6146.4,5758.5,6052.2,6269.8,5605.6,6277.6,6317.9,5663.8,5454.7,0,6101.1,6262.1
