10926,0,5803.4,6753.6,6753.6,11963,6638.6,0,0,14227,0,7990.5,0,7360.9,8725.7,7876.6,10796,5859.8,0,8127.9,10469,11259,13960,7832.4,6489.6,7207.3,5975.1,6553,5928.8,0,6557.3,7522.9,0
10110,0,5703.2,6553.5,6553.5,11329,6449.8,0,0,15046,0,8248.3,0,7004,8808.3,7828.7,10405,6029.1,0,8061.3,10230,10907,13270,7849.3,6425.1,7102.6,5920.4,6315.8,5820.6,0,6356.2,7469.3,0
10209,0,5931.6,6561.8,6561.8,11302,6449.2,0,0,14293,0,7994.8,0,6972,8342.1,7434.1,10748,5828.3,0,7854.8,10268,10793,12744,7368,6576,7079.3,5826.6,6210.2,5915.6,0,6381.2,7655.2,0
9851,0,5588.9,6400.4,6400.4,11005,6319.8,0,0,13458,0,7797.5,0,6654.4,8393,7352.1,10748,5860.1,0,7733.3,9827.3,10559,12597,7486.6,6332.6,6955.6,5671.4,6138.8,5653.3,0,6337.7,7256.7,0
13077,0,7693.3,8409.3,8409.3,11496,8074.6,0,0,15334,0,9670.8,0,8227,10568,9160.5,13427,8061.8,0,10171,12454,13497,15123,9030.5,7823.3,8067,7308.8,8158.8,7573.1,0,8037.7,9043.2,0
14789,0,9995.7,11527,11527,11233,9772.5,0,0,14654,0,10274,0,9190.2,13200,11506,14091,8958.9,0,11853,14142,14583,15566,10562,8831.8,8902.1,9026.1,10515,9262,0,9813,11289,0
15445,0,10021,11479,11479,10175,8901.2,0,0,15260,0,9112.1,0,8022.9,11630,11197,13052,8357.2,0,11488,13483,15101,15575,9874.2,7657.2,7639.5,8450.7,10683,8824.7,0,9316.8,10372,0
14316,0,7682.9,9745.3,9745.3,9988.4,7542.9,0,0,14827,0,8024.8,0,7239.1,9904.4,9403.6,11214,6566.6,0,9130.3,10397,13316,14986,8168.3,6770.3,6738.8,5856.3,8501,7694.3,0,7844.6,7690.3,0
11439,0,6315,7456.1,7456.1,9673.8,6036.6,0,0,14433,0,7039.9,0,6501.5,9124.2,7863.2,10268,5639.5,0,7634.4,9650.9,11613,13855,7425.3,6521.8,6378.2,5495,6731.8,6372.6,0,6435.4,6812.7,0
9738.1,0,5412.3,6618.4,6618.4,9887.8,5905.8,0,0,12778,0,7084.8,0,6262,7954.5,6976.2,9449.3,5256.8,0,7101.2,9476.8,10535,12743,6826.4,6051.1,6130.5,5224.8,6237.3,5739.8,0,5917,7085.7,0
9202.6,0,5131.2,5858.9,5858.9,9750,5503.4,0,0,12382,0,6823.7,0,6021.2,7085,6463.1,8749.8,5211.3,0,6854.8,8666.3,9116.4,11284,6547.3,5571.5,6062,5145.9,5735.5,5342.2,0,5681.8,6140.6,0
8172.3,0,5045.3,5642.8,5642.8,9624.8,5358.3,0,0,12585,0,6555.2,0,5738,6980.4,6088.3,8440,5079.3,0,6495.9,7989.8,8777.1,11068,6346.3,5415.3,5836.3,5145.7,5526.8,5196.2,0,5396.2,6099.3,0
8105.6,0,4866.4,5599.6,5599.6,9659.4,5517,0,0,11784,0,6509.7,0,5558.9,6874.4,5869.5,8242.9,4963.4,0,6218,7923.3,8231.3,10405,6234.1,5307.1,5856.8,5068.3,5289.1,4937.8,0,5553.8,6194.6,0
7768,0,4604.8,5427.2,5427.2,9431.6,5245.2,0,0,10887,0,6473.7,0,5496.4,6469.3,5829,7894.7,4783.7,0,6189.5,7556,7913.9,9989.5,5858.8,5142.5,5567.8,4848.7,5001,4839.2,0,5404.4,5897,0
7306.6,0,4634.2,5238.4,5238.4,9318.2,5283.9,0,0,10614,0,6232.2,0,5549.9,6406.1,5627.2,7761.6,4713.4,0,6035.4,7372,7720.2,9878.7,5824.4,5158.6,5709,4945.6,4964.8,4821.7,0,5422.3,5806.1,0
7207.2,0,4435.7,5084.3,5084.3,9310,5105.1,0,0,10685,0,6177.7,0,5533.9,6319.3,5550.5,8062.3,4560.7,0,5868.9,7037,7588.6,9405.3,5896.1,4908.1,5789.8,4949.7,4772.8,4782.4,0,5195.8,5707,0
7135.5,0,4457.4,5036.6,5036.6,8916.1,4961.9,0,0,10279,0,6041.4,0,5349,6013.1,5412.3,7396.6,4643.2,0,5812.7,7225.4,7462.4,9449.7,5513.5,4912.1,5313.8,4713.6,4829.3,4629.4,0,5167.1,5598.3,0
6957.2,0,4480.2,4830.1,4830.1,8930.9,4954.9,0,0,10085,0,5988.1,0,5415.2,6014.7,5411.8,7390.4,4661.9,0,5836.3,6955.7,7293.8,9284.7,5540.2,4898,5424.9,4557.5,4583.4,4704.1,0,5009.1,5605.1,0
9349.6,0,6389.9,6681.9,6681.9,10240,6916.6,0,0,13821,0,7760.5,0,6842.3,7938,7115,10341,6533.2,0,7808.6,9775.3,9795.7,11182,7117.1,6691.7,6772.8,6579.6,6616.9,6434.2,0,6926.9,7175.4,0
12743,0,8098.9,9033.9,9033.9,9698,8677.5,0,0,14607,0,8502.1,7634.9,7732.2,10659,9649.3,13093,7427.3,8258.6,9930.9,11616,12734,14527,8475.1,8101.2,7603.4,7534.4,9397.9,7515.3,0,8223.2,9010.4,0
12187,0,7427,8751.8,8751.8,8809.5,7568.7,0,0,14929,0,7737.8,6654.5,6834.4,9145.3,8295,12223,6283.1,7692.8,8432.4,9775.2,12282,14865,7483.8,7360.3,6317.1,6222.1,7529.2,6967.2,0,7159.7,7646.3,0
9278.9,0,6002.8,7196.1,7196.1,8539.1,6786.8,0,0,12813,0,6317.1,5537.8,6087.9,8148.4,6925.2,8605.3,5079.5,6236.1,7129.8,8129.1,9597.1,12899,6647.5,6020.8,5790.8,5234,6309.7,5775.2,0,6703.7,6437.9,0
7748.6,0,4879.6,5934.7,5934.7,8660.7,5665.7,0,0,10886,0,5860.5,5147.8,5127.7,6873.6,5634.6,8266.6,4666.3,5327.6,5995.1,7476.2,8783,10827,5743,5299.7,5470.3,4841.7,5360.2,5022.5,0,5464.4,5649.2,0
6834.5,0,4545.1,5135.8,5135.8,8525,4940.2,0,0,10454,0,5490.1,4856.4,5051,6507.5,5368.1,7066.7,4452.4,4947.2,5639.1,6967.7,7885.9,9400.1,5300.6,5022.1,5098.3,4634.5,4686.5,4800.8,0,4982,5306.8,0
6676.7,0,4467.9,4906.7,4906.7,8574.4,4728,0,0,9498.4,0,5243.5,4726,4953.9,5743.8,5226.7,6844,4522.2,4869.4,5473.5,6478.1,7279,9040,5039.9,4701.4,5141.3,4660.7,4481.5,4654.5,0,4867.7,4996.3,0
6251.7,0,4256.3,4685.8,4685.8,8237.6,4699.3,0,0,9331.4,0,5368.6,4716.9,4821.7,5598.3,5067,6796.9,4297.3,4740.4,5383.8,6481.8,6893.1,8298.9,4974.3,4516.5,5003.9,4335,4429.6,4419.8,0,4649,5060.2,0
5971.2,0,4124.7,4678,4678,8393.5,4615.2,0,0,9757.4,0,5545.5,4594.6,4795.6,5597.3,4900,6735.5,4327.6,4729.8,5289.2,6333.4,6708.5,8024.3,5020.4,4421.5,5075,4299.5,4410.1,4272.4,0,4900.5,4991.9,0
5847,0,4196.6,4490.2,4490.2,8179.6,4557.8,0,0,8822.3,0,5429.4,4601.4,4687.3,5537.8,4898.6,6554.8,4289.2,4707.6,5203.5,6467.2,6540.3,8012.5,4966.1,4457.4,4901.8,4361.4,4410.3,4324.1,0,4505.6,4952,0
