0,0,0,0,0,0,0,4024.6,0,0,0,0,3727.8,4235.2,4252.2,0,4266.2,0,0,0,0,0,0,0,0,4737.1,0,0,4523.5,0,4581,0,0,0,0,0,0,4623.7,0,0,4126.1,0,0,0,4396.3,4693.6,4238.2,0,3908.4,0,4708.2,5078.1,4830.2,0,0,4509.1,4746.6,4888.2,0,5055.1,4477.7,4350.6,4772.1,4227.2,0,0,0,0,5198.8,0,4805,0,0,0,0,4569.9,0,0,4232.1,4149.7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3934.4,0,0,0,0,0,4280.3,4156.3,0,4240.5,0,0,0,0,0,0,0,0,4472.4,0,0,4497.8,0,4541,0,0,0,0,0,0,4506.5,0,0,3998.6,0,0,0,4394.5,4643.3,4169.6,0,3820.9,0,4564.4,4973.2,4781.4,0,0,4443.3,4663.9,4835.4,0,4932.2,4455.8,4373.5,4711.7,4184.9,0,0,0,0,5033.4,0,4862.1,0,0,0,0,4535.9,0,0,4021.5,4300.1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5320.1,0,0,0,0,0,5370.6,5455.1,0,5580.7,0,0,0,0,0,0,0,0,5755.4,0,0,5717.4,0,5361.6,0,0,0,0,0,0,5791.7,0,0,5173.1,0,0,0,5533.5,5941.4,5423.9,0,5173.4,0,5980.2,6328.6,6126.8,0,0,5789.8,6010.7,6101.7,0,6260.8,6076.2,5563.2,5831,5394.8,0,0,0,0,6292.5,0,5764.2,5332.6,0,0,0,5638,0,0,5374.3,5446.3,0,0,0,0,0,0,0
0,0,0,0,0,5836,0,5653.1,0,0,0,0,0,5773.3,5820.3,0,6198,0,0,0,0,0,0,0,5926.3,5999,0,6443.3,5775.8,6286.1,5597.8,0,0,5609.6,0,0,0,6298,0,0,5658,0,0,0,5888.4,6161.8,5637.4,5996.2,5658.3,0,6475.4,6525.3,6536.9,0,0,5889.9,6406.3,6487.8,0,6902.1,6369.4,5693.3,6007.8,5644.7,0,0,5779,0,6957.3,0,5894.9,5668.9,0,0,0,6270.1,0,0,5513.4,5810.2,0,0,0,0,0,0,0
0,0,0,0,0,4883.6,0,4523.3,0,0,0,0,0,5096.2,4955.6,0,4987.5,0,0,0,0,0,0,0,5197.7,5154,0,5245.5,4492,5267,5072.9,0,0,4829,0,0,0,5397.7,0,0,5066.9,0,0,0,5088.3,5363.5,4997.6,5227.3,4759.2,0,5639,5662.3,5524.9,0,0,5200.5,5482,5600.3,0,5872.3,5437.9,4520,4902.5,4656.7,0,0,4736,0,6050.5,0,5308.4,4845.7,0,0,0,5547.1,0,0,4926.8,5034.7,0,0,0,0,0,0,0
0,0,0,0,0,4585.2,0,4489.7,0,0,0,0,0,4609.7,4645.1,0,4430.8,0,0,0,0,0,0,0,4699.3,4553.1,0,4871.1,4266.1,5036.7,4865.7,0,0,4421.8,0,0,0,4941,0,0,4596.7,0,0,0,4452,4777,4418.6,4685.5,4506.7,0,5030.1,5062.8,5148,0,0,4667.6,4879.6,5065.1,0,5386.7,4483,4460.5,4758.9,4324,0,0,4128.9,0,5543.3,0,4979.9,4391.9,0,0,0,5079.7,0,0,4410.4,4444.4,0,0,0,0,0,0,0
0,0,0,0,0,5475.9,0,5397.9,0,0,0,0,0,5486.4,5698.2,0,5520.9,0,0,0,0,0,0,0,5667.6,5641.8,0,5918,5688.7,5817.1,5336,0,0,5224.1,5905.9,0,0,6132.4,0,0,5432.8,0,0,0,5579.2,5872.3,5426.4,5833.2,5371.1,0,6302.8,5988.7,6249,0,0,5592.8,6019,6008.3,0,6346.9,5884.5,5520.7,5736.7,5400.8,0,0,5129,0,6479.8,0,5916.7,5295.2,0,0,0,5665.5,0,0,5269.2,5539,0,0,0,0,0,0,0
0,0,0,0,0,6061.8,0,5959.7,0,0,0,0,0,5844.1,5908,0,6051.5,0,0,0,0,0,0,0,6445.1,6283.3,0,6319.2,6092.3,6436.4,5905.9,0,0,5693.4,6400.6,0,0,6603.2,0,0,5856,0,0,0,5894.8,6176.8,5848.2,6258.3,5739.9,0,6648,6372.2,6540.7,0,0,5879.9,6264.4,6278.1,0,6908,6201.6,5679.8,6136.6,6002.2,0,0,5631.3,0,6831.9,0,5985.6,5745.7,0,0,0,6395.6,0,0,5759.2,6053.1,0,0,0,0,0,0,0
0,0,0,0,0,4906.1,0,4735.6,0,0,0,0,0,4963.9,5114.6,0,4952.6,0,0,0,0,0,0,0,5397.8,5424.1,0,5425.7,4757.1,5361.4,4732.3,0,0,4842.8,5438.3,0,0,5382.5,0,0,4969.3,0,0,0,5229.8,5183.7,4674.7,5227.7,4766.4,0,5774.7,5521.4,5187.4,0,0,5132.7,5263.1,5445.2,0,5867.6,5290.8,4538.5,5062.7,4829.8,0,0,4515.3,0,6103.2,0,5339.3,4923.7,0,0,0,5726,0,0,4714.2,5043.3,0,0,0,0,0,0,0
0,0,0,0,0,4316.1,0,4328.6,0,0,0,0,0,4469.9,4373,0,4360.9,0,0,0,0,0,0,0,4618.3,4833,0,4817,4322.6,5142.4,4549.3,0,0,4324.4,4517.2,0,0,4932.7,0,0,4442.5,0,0,0,4734.5,4610.6,4380.1,4531.4,4418.8,0,5404.7,4905.2,4882.2,0,0,4528.4,4665.4,4994.7,0,5087.4,4472.8,4385.1,4485.3,4306.8,0,0,4586.5,0,5306.4,0,4671.1,4188.4,0,0,0,4711.3,0,0,4034.5,4431.1,0,0,0,0,0,0,0
