12890,13385,11845,0,0,14146,0,0,11361,13330,12086,0,12577,12536,12968,0,0,13145,11833,15104,0,12396,15169,0,0,10089,10632,0,11516,13552,12937,0,0,13032,0,0,14451,10270,11606,13238,13708,11239,0,11520,12109,13955,0,0,0,9971,10934,12109,10214,0
12347,12837,11700,0,0,14007,0,0,11111,13430,11642,0,12719,11871,12686,0,0,13137,11536,14585,0,12250,15001,0,0,10018,10377,0,11429,13260,12386,0,0,13381,0,0,13841,9900.1,11631,13123,12870,11190,0,11479,12340,13910,0,0,0,9924.6,10859,11773,10177,0
14689,14859,13478,0,0,15855,0,0,12815,14540,14050,0,14586,13442,14719,0,0,14721,14171,15639,0,13898,15369,0,0,12453,12855,0,13279,15167,14559,0,0,14498,0,0,15202,12660,14083,14884,14424,12972,0,13198,13840,15310,0,0,0,12460,13328,14508,12232,0
14844,14986,14000,0,0,15464,0,0,13890,14538,14748,0,14815,13893,15201,0,0,14808,14568,15193,0,14506,15125,0,0,13662,13829,0,14525,15084,12826,0,0,15043,0,0,14775,12839,15202,14895,14515,14388,0,14272,14284,15150,0,0,0,14442,14843,14628,14861,0
14637,14885,14037,0,0,15098,0,0,13981,14386,14376,0,15138,14104,15020,0,0,14581,14475,14979,0,14522,15205,0,0,13510,13501,0,13964,14915,12332,0,0,14505,0,0,14447,12518,14502,14726,14477,14478,0,14092,14139,15334,0,0,0,14022,14609,14653,14566,0
14464,14883,13892,0,0,15348,0,0,14193,14116,14705,0,14260,13545,15072,0,0,14621,14364,15438,0,14515,15224,0,0,13681,13907,0,14011,14797,13053,0,0,15303,0,0,14305,12858,14843,14476,14287,14098,0,13703,14073,15077,0,0,0,13943,14409,14737,14599,0
14429,14738,14026,0,0,14945,0,12634,13907,14138,14912,0,14245,13681,14962,0,0,14717,14305,14980,0,14640,14976,0,0,13423,13454,0,13547,14755,13079,0,0,14975,0,0,14210,13156,14486,14367,14376,13663,0,13796,14237,14843,0,0,0,14151,14564,14215,14705,0
14486,14634,13863,0,0,15034,0,0,13788,14229,14939,0,14441,13489,15102,0,0,14503,14101,14788,0,14175,14974,0,0,13351,13246,0,13698,14886,12682,0,0,14555,0,0,14395,12870,14828,14920,14537,13775,0,13885,13982,14696,0,0,0,13842,14720,14283,14295,0
14404,14180,13770,0,0,15560,0,12230,13619,13867,14270,0,14051,13269,14031,0,0,14202,14030,14674,0,14249,14922,0,0,12842,13013,0,13815,14772,12613,0,0,15018,0,0,14426,13506,14487,14353,14092,13607,0,13576,13694,14903,0,0,0,14002,14489,14332,14050,0
14110,14505,13652,0,0,15387,0,12456,13585,13871,14244,0,14500,13141,14216,0,0,14264,13935,14582,0,14348,14711,0,0,12324,13255,0,13563,14180,12857,0,0,14669,0,0,14221,12609,14250,14539,13802,13724,0,13758,14005,14752,0,0,0,14295,13685,14072,14181,0
