0,0,0,0,0,7319.3,0,0,0,0,8519,8670.4,0,8885,7664.8,0,0,6601.5,0,7057,7092.1,7092.1,0,8450.9,7419.4,0,7419.4,0,8183.8,8399.3,0,0,0,0,7114.1,0,0,0,0,7706.1,7706.1,0,0,0,0
0,0,0,0,0,7420,0,0,0,0,8834.1,8253.5,0,8773.6,7425.3,0,0,6564.9,0,6936.8,7097.3,7097.3,0,8118.4,7377.9,0,7377.9,0,7937.4,8485.6,0,0,0,0,6875.8,0,0,0,0,7376.4,7376.4,0,0,0,0
0,9787.9,0,0,0,10261,0,0,0,0,9649.7,11218,0,11832,9548.3,0,0,9126.9,0,8963.8,9179.6,9179.6,0,10971,9884.5,0,9884.5,0,10659,11170,0,0,0,0,8981.3,0,0,0,0,10689,10689,0,0,0,0
0,14150,12695,14402,0,13239,12311,0,0,10864,11767,13827,13071,13579,13196,0,13606,12933,0,10040,13457,13457,0,14430,13076,15268,13076,0,12611,13315,14630,0,0,12089,13889,14114,13471,0,0,13792,13792,13382,12988,10131,0
0,14394,13674,14769,0,14261,13359,0,0,11009,11772,14367,13380,14736,12611,0,13952,12651,0,9923.5,13567,13567,0,14768,12733,15145,12733,0,13446,13025,14065,0,0,12545,14926,14339,13216,0,0,12854,12854,14092,13771,10126,0
0,14450,13198,14098,0,14234,13052,0,0,11511,11272,14429,12578,14335,13217,0,13754,13164,0,9871.2,14017,14017,0,14509,12779,15124,12779,0,13638,13188,13899,10398,13495,13019,15065,14221,13312,0,0,12348,12348,14210,13208,10293,0
0,13200,12800,14279,0,14398,14061,0,0,11530,11456,13511,13528,14080,12123,0,13215,12401,0,9738,13196,13196,0,14781,14117,15666,14117,0,13544,13890,13887,10192,12799,12471,13191,14828,13385,0,0,13082,13082,13690,12544,10324,0
0,13958,12337,14017,0,13752,13254,0,0,11892,11130,13878,13254,13989,11609,0,12554,12071,0,9321.7,13901,13901,0,15082,13191,15522,13191,0,13040,13590,14184,10266,12468,12404,13237,14131,13005,0,0,12649,12649,13446,12872,9635.3,0
0,13962,12729,13535,0,13491,12926,0,0,11838,11491,13766,12071,13333,11254,0,12857,12021,0,9390.9,13703,13703,0,14769,13224,14977,13224,0,13374,14133,13296,10676,11958,12828,13885,14792,12449,0,0,13267,13267,14030,13012,9571.2,0
0,12595,11886,13512,0,14365,12503,0,0,11784,10589,13277,12545,13122,10858,0,12367,11959,0,9120.8,13015,13015,0,14766,12932,14423,12932,0,13087,13539,14110,10567,11783,12573,14192,13981,13032,0,0,12781,12781,13721,13105,9476.3,0
0,13493,11917,13407,0,14092,12067,0,0,11404,10485,13063,11622,13762,10608,0,12587,12117,0,9082.1,12935,12935,0,14331,12987,13970,12987,0,13539,14515,12975,10549,10788,12915,14182,14296,12986,0,0,12139,12139,14268,12540,9702,0
