0,6873.1,0,0,7647.2,8432.1,0,0,7183.8,0,0,0,7415.3,7932,0,0,0,8541.8,7459.7,8040.1,0,0,9395.6,0,9142.7,0,0,0,7501.6,7541.3,9104.3,0,7137.9,7233,0,0,0,0,0,7930.8,6685.2,0,0,0,8275.5,8009,0,7464.3,6365.7,6948.5,8837.3,7099.4,0,0,0,0,0
0,6771.5,0,0,7484.1,8142.1,0,0,7020.2,0,0,0,7270.6,7940.3,0,0,0,8359.7,7277.5,7838.1,0,0,9396.5,0,8818.4,0,0,0,7401.9,7584.2,9130.2,0,7038.1,7138.1,0,0,0,0,0,7794.1,6665.9,0,0,0,8232.5,7959.6,0,7456.6,6362,6807,8817.1,7196.8,0,0,0,0,0
0,9470.6,0,0,9424.4,10258,0,0,10033,0,0,0,9257.9,9689.2,0,10479,0,10495,10040,10590,0,0,10847,0,11074,0,0,0,10222,10378,10260,9130.3,9925.8,9415.1,0,0,0,0,0,10519,8844.8,0,9805.5,0,10275,9979.6,0,9703.1,8676.3,9434.4,10253,9620.6,0,0,0,0,0
0,10916,0,0,9846.2,10031,0,0,11353,0,0,0,9554.3,10579,0,10923,0,9982.6,11500,11535,0,0,10426,0,11008,0,0,0,10845,11059,10172,11151,10063,10003,0,0,0,0,0,10837,9346.9,0,11763,0,10265,10309,0,9715.7,9961.5,10539,10134,11305,0,0,0,0,0
0,10923,0,0,9863.8,10118,0,0,11404,0,0,0,10199,10990,0,11307,0,10207,11047,10957,0,0,10153,0,11022,0,0,0,11267,11361,10026,10793,10436,10728,0,0,0,0,0,10307,9354.3,0,11498,0,10507,10651,0,9718.9,10270,10867,9841,10820,0,0,0,0,0
0,10935,0,0,9767.2,10318,0,0,11171,0,0,0,10331,10476,0,10830,0,10466,11093,11274,0,0,10507,0,10939,0,0,0,10790,10739,10006,11014,10151,9938.4,0,0,0,0,0,10826,9558.2,0,11583,0,10127,10904,0,9798.8,9738,11018,9690.2,10145,0,0,11013,0,0
0,11678,0,0,9868.9,10340,0,0,10893,0,0,0,11392,10574,0,10618,0,10082,10947,11233,0,0,10344,0,10930,0,0,0,11312,11022,10135,11009,10066,10089,0,0,0,0,0,10755,9907.5,0,11140,0,10030,10690,0,10265,10120,10699,10131,10265,0,0,0,0,0
0,10489,0,0,9314.7,10528,0,0,11335,0,0,0,10237,10708,0,10173,0,10207,10767,11061,0,0,10035,0,11440,0,0,0,10591,10538,10216,10318,9996.7,10292,0,0,0,0,0,11315,10171,0,11104,0,9674.3,11057,0,10247,10184,10949,10178,9683.8,0,0,10309,0,10691
0,10292,0,0,9223.7,10402,0,0,10991,0,0,0,10645,10771,0,10410,0,10514,9950.5,10774,0,0,9943.5,0,11271,0,0,0,11067,10213,10099,9978,9724.1,10169,0,0,0,0,0,10821,9632.8,0,10949,0,9487.3,10594,8416.7,11027,9553.5,10376,11291,10552,0,0,10550,0,11330
0,10358,0,0,9249.3,10639,0,0,11202,0,0,0,10152,10291,0,10479,0,10895,10302,10695,0,0,9680.2,0,10921,0,0,0,10882,10349,10026,9792.9,9835.1,10063,0,0,0,0,0,10751,9308.1,0,11347,0,9705.7,10325,8536,10260,8960.2,10017,10977,10017,0,0,10239,10232,10840
0,9118.6,0,0,7390,8235.9,0,0,9573,0,0,0,8091.2,8493.7,0,7784.5,0,9053.8,8252.8,7930.5,0,0,7488.9,0,8806.1,0,0,7007.6,8936.3,8416.4,8470.1,8148.6,6843.5,7340.9,0,0,0,0,0,8526.1,7394.1,6237.8,9146.3,0,7516.5,8220.5,6338.7,8824.6,6904.6,8153,9577,8274.9,0,0,7879.2,7491.4,8628.1
0,6128.2,5315.6,0,6101.1,6366.6,0,0,6715.5,0,0,0,6542.1,6888.9,0,6250.6,0,6937.1,6797.9,6730.7,0,0,6947.1,0,7552.6,0,0,6908.3,6646.4,6922.1,7621.3,6736.8,5916.6,5859,0,0,0,0,0,7030.8,5576,6188,6282.6,0,6941.3,6910.8,5695.5,7202.2,5615.2,6519.8,7121.6,5946.1,0,0,6535.4,6833.5,6502.9
0,5806.8,5435.4,0,6113.3,6114.1,0,0,6187.3,0,0,7151.8,6007.3,6409.5,0,6029.8,0,6704.1,6275.3,6495.8,0,0,6887.6,0,7191,0,0,6647.6,6155.3,6590.3,7420.7,6290.4,5893.1,5979.1,0,0,0,0,0,6865.8,5517.2,6386.2,5761.8,0,6636.1,6837.4,5831.7,6752.2,5302.6,5933.7,6753.1,5475.3,0,0,5713.3,6815.6,5853.3
0,5656.9,5513.9,0,5939.7,6188.8,0,0,5748.8,0,0,7134.6,5716.4,6160.8,0,5866.8,0,6363.5,6082.3,6331,0,0,6787.7,0,6977.6,0,0,6683.3,5885.8,6218.5,7220.6,5854.6,5651,5945.1,0,0,0,0,0,5777.6,5498.1,6479.8,5558.5,0,6556.2,6707.6,5886.5,6258,5352,5750.2,6625,5554.8,0,0,5482.3,6883.5,5685
0,5620.6,5285.1,0,5965.5,6175.6,0,6094.6,5660.7,0,0,6948.6,5482.6,6114.9,0,5779.4,0,6350,6100.9,6274,0,0,6819.3,0,6946.8,0,0,6709.3,5778.2,6105.7,7057.8,5753.4,5659.3,5933.7,0,0,0,0,0,6358,5348.4,6071.9,5617.1,0,6310.8,6637.8,5945.6,6002.8,5334.1,5665.9,6416.3,5536.6,0,0,5425.5,6485.1,5673.5
0,5513.5,5194.2,5222.2,5889.9,6253.3,0,6011.9,5603.2,0,0,6929.4,5437.6,6073.6,0,5762.5,0,6185.9,5977.6,6122.2,0,0,6705.1,0,6785.2,0,0,6714.4,5699.9,5917.4,6961.2,5726.6,5606,5592.3,0,0,0,0,0,6132.3,5277.6,6015.7,5375.2,0,6276.6,6505.7,5679,5831.2,5334.8,5635.3,6323.4,5538.8,0,0,5483.7,6622.9,5544.1
0,5596,5427,5165.9,5877.8,6094.7,0,5751.8,5612.9,0,0,7015.5,5357.6,5919.9,0,5693.6,0,6168.9,5885.2,6113.7,5998.1,0,6569.2,0,6894.4,0,0,6404.6,5709.5,5953.4,6922.5,5642.2,5677.2,5815.9,0,0,0,0,0,6074.1,5294.5,6013.5,5467.1,0,6309.2,6477.3,5862.5,5771,5405.8,5607.9,6282.1,5501.3,0,0,5415.2,6581.5,5632.7
0,5415.5,5192.1,5299.6,5859.7,5905.4,0,5561.7,5373.3,0,0,6725.4,5224,5748.7,0,5532.3,0,6062.3,5818.5,6011.1,5767.3,0,6507.5,0,6659,0,0,6381.4,5582.3,5745.6,6851.9,5516.3,5406.8,5492.9,0,0,0,0,0,5990.5,5185.8,5760.9,5336.8,0,6155.5,6241.4,5693.4,5505.8,5206.4,5416.3,6216.3,5370.1,0,0,5274.6,6394,5543.4
0,5309.6,5223.2,5346.2,5610.9,5849.8,0,5473.2,5177.9,0,0,6684.6,5148,5681,0,5462.5,0,5951.1,5697.5,5816.6,5511.6,0,6312.2,0,6388.4,0,0,6316.7,5600,5701.2,6663.8,5460.6,5313.7,5393.9,0,0,0,0,0,5595.3,4997,5671.6,5273.4,0,5965.4,6154.4,5670.8,5591.1,5201.9,5378.3,6128,5300.7,0,0,5305.7,6255.7,5425.3
0,5238.6,4814.3,5172.3,5630.6,5587.1,0,5365.4,5174.7,0,0,6660,4981,5631.3,0,5412.4,0,5837.9,5589.1,5671.5,5576.9,0,6210.3,0,6277.1,0,0,5951.4,5515,5580.8,6672.5,5294.7,5299,5282.6,0,0,0,0,0,5512.7,4934.6,5603.5,5226.9,0,5904.8,6021.4,5455.4,5329.1,5103,5293.6,6012,5229.7,0,0,5192,6183.8,5241.6
0,5165.4,4860.8,4769.6,5519.8,5578.4,0,5301.1,5162,0,0,6665.8,4991.8,5610.9,0,5334.6,0,5865,5427.9,5543.1,5489.4,0,6011.4,0,6358.6,0,0,6096.2,5442.9,5568.5,6490.3,5197.3,5270.5,5290.2,0,0,0,0,0,5505.6,4938.4,5583.1,5096.8,0,5822.9,5975.8,5437.6,5318.9,5083.8,5224.8,6007.2,5105.9,0,0,5121.8,6064.1,5314.7
0,5058.9,4658.5,4934.5,5436.9,5528.9,0,5291,5162.5,0,0,6223.9,5012.3,5631.4,0,5244.7,0,5719.1,5324.9,5483,5481.4,0,5930,0,6212.3,0,0,5816.2,5247.7,5554.4,6292.4,5257.4,5203.5,5193.2,0,0,0,0,0,5416.3,4900.1,5608.9,5151,0,5781.2,5916.6,5410.8,5186.7,4980.5,5136.5,5796.3,5162.9,0,0,5091,5976.7,5312.8
0,0,4853,5095,5483.5,5376,0,5238.2,5033.4,0,0,6488.8,4882.4,5441.6,0,5132,0,5762.6,5433.8,5546.2,5378,0,5972.8,0,6213.3,0,0,5815.3,5309.7,5453.2,6434.9,5136.8,5197.3,5167.2,0,0,0,0,0,5416.2,4890.4,5640.2,5028.9,0,5673.5,5760.1,5476.9,5194.6,5012.2,5134.8,5890.1,5187.6,0,0,5060.8,6026.8,5278.6
0,0,4857,4935.9,5359.1,5257.5,0,5121.1,5008.8,0,0,6187.6,4949.3,5373.6,0,5137.3,0,5711.2,5331.6,5500.2,5341.1,0,5993.8,0,6022.5,0,0,5773.4,5279.2,5392.5,6207.2,5144.3,5172.3,5049.3,0,0,0,0,0,5360.8,4816.6,5457.3,5056.7,0,5459,5819,5419.9,5332,4879.4,5062.1,5629.2,4981.1,0,0,4940.6,5874.1,5212.9
0,4996.9,4681.9,4841.5,5284.4,5509.7,0,5120,4853.4,0,0,6051.2,4804.3,5289.7,0,5078.8,0,5655.1,5282,5477.8,5372.2,0,5857,0,5907.7,0,0,5740.8,5296.9,5355.5,6190.6,5125,5149.7,4957.1,0,0,0,0,0,5313.3,4754.3,5562.8,4937.3,0,5602.7,5658.3,5360.5,5082.2,4874.3,5164.4,5805.3,4809.7,0,0,4976.9,6023.2,5073.7
0,4975.7,4620.7,4790.2,5235.6,5313.9,0,5133.3,4904.1,0,0,5944.7,4670.6,5268.6,0,5016.3,0,5611.7,5295.8,5334.3,5215.5,0,5766.8,0,5999.3,0,0,5628.8,5119.6,5274.3,6110.2,5014.1,5045,4974.3,0,0,0,0,0,5393.2,4809.7,5348.4,4888.6,0,5406.7,5616.7,5290.5,5057.5,4835.7,5057.4,5789.8,4935.7,0,0,4964.7,5896.3,5069.6
0,4929.5,4457.8,4754.1,5231.7,5295.3,0,5139.4,4953.1,0,0,5821.3,4752.6,5267.7,0,5013.6,0,5568.4,5230.8,5367.5,5212.9,0,5729.3,0,5727.2,0,0,5663.3,5129.3,5264.4,6040.2,5029.8,4997,4979.9,0,0,0,0,0,5247.6,4754.8,5330.7,4898.4,0,5573.9,5507.4,5297.3,5008.3,4814.7,4941.9,5637.7,4880.5,0,0,4954.8,5817.7,5059.6
0,4909.9,4617.7,4540.9,5154.3,5318.1,0,4915.6,4780.6,0,0,6128,4606.8,5207.7,0,4909.1,0,5603.8,5179.1,5305.8,5115.6,0,5692.7,0,5764.1,0,0,5492.6,5006,5210.5,6020.2,4895.7,4942.5,4958.8,0,0,0,0,0,5260.8,4656,5432.8,4875.6,0,5578.4,5489.6,5320.6,5024.1,4722.1,4906.5,5467.3,4854.7,0,0,4758.9,5726.3,5061.3
0,0,4557.7,4485.5,5089.3,5150.3,0,4914,4716.2,0,0,5645.4,4681.8,5132.3,0,4913,0,5425.5,5079.9,5185.1,5026.8,0,5547.8,0,5777.5,0,0,5421.2,4995.9,5075.7,6073.3,4820.9,4756.4,4955.3,0,0,0,0,0,5147.6,4639.1,5131.5,4739.5,0,5373.2,5401.1,5128.3,4836,4668.6,4831.8,5419.3,4615.5,0,0,4772.9,5715.8,5003.7
