0,7147.8,6595.5,8791.4,6900.4,0,7015.5,7841,0,0,0,0,6995.4,0,0,6199.2,6202.6,6199.2,0,0,0,0,0,6938.8,0,0,6357.3,0,0,0,0,0,0,0,0,0,7257.3,7321.1,6929.2,0,6755,0,0,0,0,0,0,0,0,0
0,6997.3,6498.8,8736.7,6635.3,0,6794.7,7637.8,0,0,0,0,7163.1,0,0,6020.9,5915.2,6020.9,0,0,0,0,0,6903.4,0,0,6254.6,0,0,0,0,0,0,0,0,0,7107.3,7173.8,6854.8,0,6567.6,0,0,0,0,0,0,0,0,0
8447.7,9185.6,9489.8,11053,9133.5,0,9031.3,9791.3,0,10393,9145.6,0,10328,0,0,9141.3,9176.4,9141.3,0,8712.3,0,9383.1,0,10475,0,0,9915,0,0,9210.1,0,9582.2,0,9091.2,0,9091.2,10152,9761.6,8961.7,0,10080,9548.5,9148.9,9065,9113.1,0,8416.4,0,0,0
8028.9,9629.5,10258,11423,11285,0,10187,10496,0,11625,10279,0,10793,0,0,10443,10960,10443,0,10120,0,9997.1,0,11365,0,0,10590,0,0,10067,0,10500,0,10107,0,10107,10691,10897,10073,0,11081,10601,10592,9644.1,10490,0,8866.3,0,0,0
8242.7,9789.6,9967.3,11403,11419,0,10587,11300,0,10233,10668,0,10547,0,0,10015,10448,10015,0,10386,0,10233,0,11052,0,0,10882,0,0,10849,0,9740,0,10759,0,10759,10398,11666,10960,0,11102,10492,10245,9953.8,10858,0,9229.4,0,0,0
8268.1,9839.3,10389,11331,10871,0,10367,11004,0,10835,10849,0,10111,0,0,10499,10985,10499,0,10336,0,10461,0,11243,0,0,10267,0,0,10738,0,9887,0,10918,0,10918,10751,11261,10573,0,11043,10530,10613,9425.5,10875,0,9069.5,0,0,0
6139.6,6834.3,8147.4,9131.2,9023.1,0,8215.6,8974.7,0,8194.9,8369,0,8111,0,0,8516.4,8814,8516.4,0,8074.7,0,7434.5,0,8848.4,0,0,8187.8,0,0,9151.6,0,8011.8,0,8490.7,0,8490.7,7898.6,9157.6,8465.9,0,8875.4,8037.9,8025.9,7388.8,9189.9,0,6960.3,0,0,0
5692.6,6219.7,6341.3,7966.7,6556.4,5245.6,6154.4,7055.7,5382.5,6336.3,5483.6,0,6236.7,0,5000.6,6333.7,6358.1,6230.4,0,6236.5,0,5973.9,0,6632.6,5174.2,0,6238.5,0,0,6792,0,5717.1,0,6586.8,0,6586.8,6599.5,6915.7,6052.4,0,5859.4,6607.8,6093.3,5681.6,6649.3,4858.1,5671.9,0,0,0
5756.3,6168.6,6038.8,7697.9,5901.3,4933.8,5939.8,6894.6,5249.6,6369.7,5624,0,6108.8,0,5185.6,5435.7,5552.9,6011.1,0,5568.3,0,5834.6,0,5995.2,5177.9,0,5845.9,0,0,5596.9,0,5303.1,0,5976.3,0,5976.3,6362.6,6535.7,6165.7,0,5790.1,5982.8,5590.3,5469.2,5828.1,4971.1,5414,0,0,0
5875,6194,5799.5,7445.2,6168.7,5087.4,5995.4,6913.8,5603.2,6325.7,5609.5,0,6028.4,0,5293,5188.4,5492.6,5462.8,0,5377.5,0,5734.8,0,5967.5,5422.2,0,5557.2,0,0,5355.3,0,5093.3,0,5718.2,0,5718.2,6100.7,6424,6139.3,0,5650.3,5400.6,5070,5118.7,5643.6,5152.1,5534,0,0,0
