1.661139896,1.612698413,1.586813187,1.693478261,1.616042781,2.049101796,2.085380117,2.071676301,2.058959538,2.028070175,1.915789474,1.6,1.593142857,,,,,,,,,,,,,,,,,
1.52173913,1.622580645,1.602185792,1.64640884,1.522222222,1.913294798,1.834090909,1.955294118,1.867052023,1.825581395,1.839766082,1.829239766,1.556571429,,,,,,,,,,,,,,,,,
1.523502304,1.448181818,1.554716981,1.511520737,1.568571429,1.820952381,2.094527363,2.082178218,1.933009709,1.978217822,2.097,1.925123153,1.573786408,1.602970297,,,,,,,,,,,,,,,,
1.662882096,1.666972477,1.565137615,1.556682028,1.583710407,2.076699029,2.036893204,1.923076923,1.844230769,1.801932367,1.702392344,1.633333333,,,,,,,,,,,,,,,,,,
1.662882096,1.679824561,1.659360731,1.57235023,1.549541284,1.500892857,1.576576577,1.930516432,1.868867925,2.076699029,2.017307692,1.923076923,1.844230769,1.793269231,1.702392344,1.601923077,,,,,,,,,,,,,,
1.464655172,1.631168831,1.538135593,1.552888889,1.631858407,1.575438596,1.683035714,1.637788018,1.671232877,1.749767442,1.951627907,1.757272727,1.720183486,,,,,,,,,,,,,,,,,
1.582089552,1.630851064,1.581443299,1.486910995,1.566666667,1.615706806,1.609230769,1.756382979,2.043386243,2.061878453,1.908108108,2.070652174,1.872727273,1.612834225,,,,,,,,,,,,,,,,
1.503317536,1.551627907,1.581818182,1.586341463,1.694581281,1.834693878,1.710344828,1.974619289,1.83880597,1.751515152,1.706122449,1.601980198,,,,,,,,,,,,,,,,,,
1.553703704,1.594520548,1.572093023,1.629107981,1.556730769,1.518660287,2.002941176,2.102020202,2.027,2.003,2.144444444,2.035416667,1.858,1.614778325,1.617910448,,,,,,,,,,,,,,,
1.513392857,1.567857143,1.511312217,1.57918552,1.514678899,1.575586854,1.550458716,1.763546798,1.916831683,1.943137255,1.579245283,1.782692308,1.674757282,,,,,,,,,,,,,,,,,
1.620095694,1.618009479,1.627358491,1.600930233,1.714563107,1.624038462,1.723152709,1.662200957,1.926732673,1.959,1.694230769,1.834653465,1.922222222,1.720197044,1.704522613,,,,,,,,,,,,,,,
1.689473684,1.647120419,1.722162162,1.623404255,1.722162162,1.886486486,1.945251397,1.876404494,1.931460674,2.098876404,1.931460674,1.849717514,,,,,,,,,,,,,,,,,,
1.566666667,1.533913043,1.540707965,1.611353712,1.63963964,1.550877193,2.139726027,2.148148148,2.180733945,2.123943662,2.02293578,2.214150943,1.898564593,1.819626168,,,,,,,,,,,,,,,,
1.523671498,1.694416244,1.654,1.592820513,1.61025641,2.034375,1.992631579,2.017582418,2.001041667,2.099465241,2.099459459,1.953684211,1.632804233,1.697326203,,,,,,,,,,,,,,,,
1.647368421,1.703867403,1.59010989,1.694318182,1.584530387,1.846590909,2.194285714,2.386440678,2.250847458,1.919553073,1.774712644,1.71396648,,,,,,,,,,,,,,,,,,
1.671111111,1.593406593,1.709392265,1.641530055,1.592222222,1.644198895,1.738547486,1.972254335,1.865116279,1.921637427,1.977272727,1.945251397,2.055491329,1.824137931,,,,,,,,,,,,,,,,
1.695566502,1.516190476,1.612962963,1.56952381,1.516346154,1.80201005,1.868020305,1.786,1.754455446,1.88,1.916326531,1.578461538,,,,,,,,,,,,,,,,,,
1.657608696,1.605347594,1.698395722,1.641340782,1.627322404,1.720224719,1.649710983,1.947727273,1.873255814,1.937078652,2.132571429,2.055681818,1.854237288,1.791111111,,,,,,,,,,,,,,,,
1.549206349,1.532291667,1.532631579,1.481081081,1.655737705,1.642162162,1.852808989,1.9,1.716571429,1.844067797,1.661111111,1.567231638,1.530337079,,,,,,,,,,,,,,,,,
1.636538462,1.686294416,1.532380952,1.52195122,1.558415842,1.830927835,2.027368421,1.969948187,2.181914894,2.032085561,1.81875,1.939037433,1.838341969,1.692708333,,,,,,,,,,,,,,,,
1.613065327,1.579899497,1.637254902,1.580099502,1.479411765,1.764646465,1.941116751,1.852849741,1.715577889,1.742857143,1.869791667,1.739267016,1.472081218,1.583157895,,,,,,,,,,,,,,,,
1.540314136,1.568041237,1.641269841,1.55483871,1.761904762,1.732972973,1.731491713,1.882608696,1.691489362,1.807692308,1.6,1.62826087,,,,,,,,,,,,,,,,,,
1.633333333,1.640425532,1.526530612,1.724324324,1.530890052,1.640217391,2.228070175,2.355555556,2.511904762,2.274285714,2.351764706,2.349112426,2.231578947,1.797752809,1.746153846,1.57877095,1.637362637,,,,,,,,,,,,,
1.628070175,1.562068966,1.621621622,1.669333333,1.610666667,1.626244344,1.598190045,1.84537037,2.070046083,1.943518519,1.977981651,1.918721461,1.960930233,1.757077626,1.807373272,1.714953271,1.726760563,1.619811321,1.587850467,,,,,,,,,,,
1.692146597,1.801052632,1.626804124,1.657894737,1.557512953,1.580104712,1.647058824,1.966666667,1.92967033,1.886338798,1.783516484,1.827027027,1.994350282,1.820652174,1.682608696,1.670652174,1.635483871,1.518918919,1.614130435,,,,,,,,,,,
1.589558233,1.486507937,1.52704918,1.423622047,1.629508197,1.549794239,1.496137339,1.979220779,2.085714286,2.103636364,2.358035714,2.201769912,2.230973451,1.988288288,1.753982301,1.655021834,1.578475336,1.672246696,1.91,1.991743119,2.16199095,2.170232558,2.107906977,,,,,,,
