11513,11760,0,12888,11590,11536,13104,12349,12471,12418,13612,12338,10926,0,11392,12645,11617,12402,0,12850,10943,0,0,12305,9782.7,12162,11500,0,0,12870,12440,13216,12000,11455,0,0,12457,0,11213,0,9787.7,0,0,11824
11150,11281,0,12488,11407,11029,12823,11918,11981,11941,13090,12242,10559,0,11289,11695,11930,11922,0,12761,10739,0,0,11806,9395.8,11593,11379,0,0,12369,12461,12672,11745,11422,0,0,12433,0,11088,0,9672.9,0,0,11450
12671,12357,0,13503,12721,12013,13584,12238,13362,12480,13906,13216,12580,0,12453,13084,13212,13159,0,13548,12612,0,0,13584,11535,12623,12720,12353,13455,13017,12767,13233,12835,13044,0,0,13130,0,12521,0,11344,0,0,12603
13371,12035,0,13218,13087,12124,13293,11562,13303,12118,13720,12807,12218,0,12061,13103,13142,12779,0,12957,13001,0,0,13177,11534,12724,12405,11890,12903,13079,12654,12660,12779,12765,0,0,13093,0,12286,0,11704,0,0,12368
12562,12117,0,13117,12742,12139,12982,11225,13181,12379,13502,12925,12064,0,11826,12654,13070,12428,0,12288,12327,0,0,12793,11197,12359,12712,12321,12786,12839,13184,12642,12867,12356,0,0,12821,0,12217,0,11840,0,0,12605
13093,11929,0,12843,12286,11548,12953,11215,12941,12034,13463,12759,12258,0,11531,12562,13338,12968,0,12431,12520,0,12243,12931,11124,12301,12468,12280,12842,12817,12705,12710,12439,12738,0,0,13010,0,11804,0,11494,0,0,12512
12227,11741,0,12991,12784,11899,12900,10742,12678,11866,13474,13078,11859,0,11640,12637,12473,12628,0,12501,11521,0,12223,12539,11335,12638,12226,12171,12368,12571,12856,12819,12671,12718,0,0,12749,0,11619,0,11178,0,0,12470
12593,11688,0,13084,12257,11583,12933,10898,12935,12183,13261,12650,11663,0,11574,12329,12118,12250,0,12414,11962,0,12246,12290,11256,12054,12504,12144,12388,12337,12821,12850,12834,12423,0,0,12584,0,12428,0,11372,0,0,12530
11929,12468,0,12112,12657,11164,12923,10698,12341,11948,12967,12556,11497,11203,11509,12166,12289,12372,0,12247,11938,0,11688,12008,10830,11878,12199,12547,12432,11977,12516,12410,12025,12256,0,0,12188,0,11754,0,11224,0,0,12359
12333,12137,0,12270,12285,11482,12605,10778,12478,12022,12820,12505,10968,10227,11304,11902,12546,11994,0,12154,12309,0,11470,11961,10639,11596,11201,11959,11968,12045,12539,12274,12706,12539,0,0,12348,0,11853,0,11216,0,0,12256
12394,12626,0,12336,12130,10815,12128,10411,12212,11588,12758,12463,11052,10888,11088,12021,12121,12002,0,12035,11497,0,11518,12124,11047,11530,11980,11556,11676,12017,12398,12371,12421,12660,0,0,12699,0,12150,0,11490,0,0,12223
11477,11830,0,11929,11848,11054,12169,10339,12123,11605,12646,12647,11276,10337,10971,11771,12187,12415,10859,11679,11465,0,11275,11764,11158,11897,12026,11658,11496,11918,12505,12133,12369,11805,0,0,12021,0,11312,0,11385,0,0,12089
11707,11929,0,11868,12007,11163,11886,10460,11788,11242,12407,12005,10652,10710,10792,11425,12050,11629,10405,11610,10870,0,11365,11434,10522,11497,11346,11489,11561,11167,12283,11787,12191,11697,0,0,12549,0,11955,0,10988,0,0,11845
11769,11673,0,11744,11609,11069,11838,10491,11934,11287,12161,11744,10390,10231,10714,11410,11748,11617,10548,11605,10598,0,11135,11522,9974.1,11154,11220,11780,11205,11939,12410,11560,11594,11694,0,0,11768,0,11629,0,10776,0,0,11783
11350,11981,0,11521,11242,11627,12117,10164,11914,11140,12256,12003,10864,10504,11091,11542,11389,11192,10613,11282,11085,0,11270,11454,10797,11039,11318,11200,11628,11445,12551,11877,11218,11745,0,0,11815,0,11138,0,10461,0,0,11619
11518,11478,0,11864,11631,10316,11806,9911.8,11615,11010,12074,11593,10632,10673,11241,11328,11431,12188,10577,11222,10748,0,11151,11191,11039,11349,11239,11310,11229,11694,12355,11362,12078,11852,0,0,11737,0,11606,0,10537,0,0,11168
11505,11638,0,11475,12177,11217,11764,10205,11688,11550,12139,11703,10546,10234,11023,11112,11902,11539,10351,11360,11258,0,11399,11521,10344,10841,10876,11222,11016,11419,12394,11399,11429,12020,0,0,11230,0,11559,0,10379,0,0,11520
11095,11240,0,11676,11368,10504,11501,10090,11477,10797,11925,11831,10272,9570.2,10781,11049,11110,11739,10300,10983,11465,0,10950,11102,10219,11105,10948,11008,11306,11738,11981,11215,11068,11981,0,0,12050,0,11419,0,10062,0,0,11235
11284,10851,0,11553,11344,10487,11383,10083,11588,10984,11930,11650,10041,9920.2,10769,11323,11121,11813,10412,10738,10762,0,10848,11198,10788,10852,10960,11218,11053,11523,12325,11126,11284,11437,0,0,11042,0,11185,0,10315,0,0,11305
11358,11242,0,11497,10985,10595,11027,9766.4,11590,11133,12190,11642,10285,10155,10550,11120,11151,10956,10046,11071,10414,0,10647,11273,10410,11037,10677,10902,10726,11472,12078,10935,11275,11474,0,0,11063,0,11364,0,10040,0,0,10992
11118,10829,0,11415,10759,9826,11752,9694.6,11347,11099,11889,11171,10117,9965.7,10540,10652,11204,11503,10228,10815,10642,0,10497,11080,10045,10670,10449,10461,11217,11085,12179,11023,11622,11040,0,0,11700,0,11163,0,10685,0,0,10990
11418,10598,0,11447,10945,9913.8,10974,9700.6,11103,10751,12033,11119,9963.2,9973.9,10526,10968,11214,11283,9749.7,10737,10750,0,10695,10908,9910.2,10806,10462,10759,10784,10837,11492,10708,11643,10824,0,0,11231,0,10568,0,10158,0,0,11260
10807,10918,0,11133,10916,9677.3,11144,9859.6,11056,10876,11647,11208,9984.8,9895.3,10158,11400,11275,11307,9914.1,10763,10765,0,10452,10602,10179,10445,10382,10836,11014,11180,11617,11104,10539,11084,0,0,11312,0,10861,0,10571,0,0,11410
10928,10753,0,11132,10439,10293,10917,9774.6,10960,11076,11469,11337,9958.5,9753.2,9946.4,10605,11309,11232,10283,10802,10251,0,10982,10737,9824.7,10210,10317,10544,11063,11040,11154,10907,10577,10448,0,0,11304,0,11239,0,9868.1,0,0,10839
11249,10771,0,10910,10752,10564,11035,9743.1,11039,10880,11565,11093,9740.3,9884.2,10375,10921,10434,11427,10157,10507,10330,0,10263,10497,9922.5,10417,10226,10452,10904,10878,11386,10567,10788,10924,0,0,11199,0,11053,0,9515.9,0,0,10914
11057,10675,0,10982,10354,10120,11110,9547.6,10775,10661,11462,10939,9700.1,9638.9,9594.2,10238,10670,11003,9786.6,10294,11146,0,10477,10872,9711.6,9970.6,9835.5,11017,10152,10346,10911,10542,10928,10643,0,0,11108,0,10709,0,9797.1,0,0,10897
10810,10815,0,10735,10595,9898.2,10453,9337.5,10839,10916,11325,10961,9716.6,9468,9883.3,10583,10523,10879,9620.3,10461,10927,0,10333,10253,9864,10528,10264,10279,10327,10379,10975,10643,10799,11168,0,0,10916,0,10750,0,9494.7,0,0,10786
10754,10625,0,10799,10394,10028,10791,9579.6,10486,10519,11427,11123,9619.3,9580.4,9884.8,11061,10369,11183,10171,10321,10715,0,10081,10727,9255.9,10175,10375,10226,10336,10638,11092,10460,10617,10290,0,0,11036,0,10988,0,9956.8,0,0,10820
10801,10484,0,10454,10676,9574,10221,9504.8,10340,10525,11183,11187,9684.2,9582.6,9872.4,10346,10287,10749,9915.6,10263,10344,0,10103,10258,9206.5,9920,10348,10103,10595,10607,10656,10419,10586,10645,0,0,10824,0,10642,0,10248,0,0,10527
10294,10497,0,10280,10610,9754.9,10370,9757.9,10518,10504,11021,11034,9536.6,9853.8,9972.4,10427,10998,10812,10021,10121,10083,0,9959.7,10417,9275.5,9950.3,9631.7,10230,10258,10390,11073,10371,10483,9977.3,0,0,10382,0,10428,0,9831.4,0,0,10473
10540,10410,0,10231,10755,9806.6,10203,9837.3,10428,10470,11078,10669,9554,9661.9,9741,10502,11174,10957,9914.6,10457,10339,0,9863.2,10430,9410.4,9786.6,9879.6,10203,10238,10101,11292,10415,10701,10168,0,0,10652,0,10420,0,10162,0,0,10608
10361,10318,0,9812.7,10196,9882.8,10237,9796,10765,9893.7,11259,10966,9552.6,9794.4,10024,10331,10950,10755,9955.2,10805,10388,0,10231,10450,8946.6,10071,10016,10258,10229,10189,10598,10664,10569,10222,0,0,11004,0,10928,0,10344,0,0,10558
0,10368,0,10234,10170,9436.2,10453,9906.5,10541,9723.3,10817,10807,9471.3,9319.8,9910.7,10841,10312,10550,10002,10254,9739.3,0,10144,10178,9824.3,10272,9714.8,10125,10111,10028,10590,10385,10536,10567,0,0,11261,0,10681,0,9996,0,0,10516
0,10382,0,9848.1,9882.8,9428.2,10348,9316.1,10280,10180,10996,10541,9433.6,9587.3,9786.4,10492,10332,10737,10117,10120,10046,0,10216,10123,9699.5,9865.9,9879.7,9813.4,10090,10087,10339,10332,10058,10061,0,0,10986,0,10662,0,9994.4,0,0,10457
0,10207,0,9768.2,9888.5,9253.6,10021,9420.3,10170,10254,10817,10663,9633.4,9545.7,9484.8,10730,10275,10296,10214,10144,9819.3,0,9945.6,10288,9236.7,9776.7,9804.9,10245,10284,9896.5,10587,10185,10017,10658,0,0,11092,0,10237,0,10054,0,0,10446
0,9953.6,0,9935.4,10044,9319.8,10208,9336.3,10129,9685,10684,10504,9405.7,9719.2,9920.3,10102,10093,10362,9883.7,10117,9874.3,0,10368,10228,9154.3,9545.1,9967.3,9850,9972.5,9798.9,10317,10233,10158,10714,0,0,10731,0,10543,0,9444.1,0,0,10396
0,10104,0,9727.2,9942.9,9601.1,10090,9619.3,10194,10066,10791,10722,9537.8,9331.4,9660.9,10666,10305,10139,10094,10289,10429,0,10178,9986.7,9291.3,9664,9795.2,9877.1,10119,9930.1,10569,10421,10186,10327,0,0,10587,0,10165,0,9337.3,0,0,10176
0,10135,0,9770.9,9635.2,9385.9,9874.7,9451.4,10021,9846.5,10709,10380,9536.1,9205.1,9337.3,9983.7,10268,10508,9692.6,10017,9879.1,0,9630.4,9942.8,8999.1,9806,9591.9,9695.7,9839.8,10059,10199,10200,10379,10731,0,0,10548,0,10076,0,9428.2,0,0,9753.9
0,10073,0,9624.9,9344.5,9105.7,10203,9254.3,9843.7,9659.3,10512,10331,9314.4,9053.4,9307,10043,10338,10571,9871.5,10001,9890.6,0,9709.5,9983,8893.5,9506.4,9186.3,9828.8,9840,9947.8,10179,10265,10005,10147,0,0,10527,0,9861.2,0,9773.5,0,0,9675.8
0,9745.7,0,9755,9732.8,8877,9954.1,9487.8,10016,9315.8,10497,9968.9,9558.8,9015.5,9945.7,10045,9989.9,9854.1,10106,9943.4,10133,0,9759.2,10086,9100.7,9512,9317,9771.8,9828.1,9721.8,9981.8,9949.5,9448.7,10051,0,0,9939.6,0,9795.6,0,9010.3,0,0,9595.8
0,9705.5,0,9363.6,9698.9,8779.3,9753,9335,9764.5,9479.1,10346,10033,9210.4,9599.4,9182.4,9887.1,9771,10120,10037,9797.4,10003,0,9621.4,9764.2,9079.8,9465.4,9263.7,9831.3,9699.8,9965.9,9992.6,9831.4,9483.4,9991.4,0,0,10146,0,9660.1,0,9607.3,0,0,9171.8
0,9502.8,0,9486.7,9388.9,8960.3,9576.3,9573.8,9714.6,9706.1,10310,9842.6,9265.8,9419.9,9357.5,9836.6,9893.7,10282,9975.1,9805.6,9448,0,9721.6,9698.9,9099.8,9376.5,9233.8,9740.4,9638,9685.2,9799.8,9935.4,9568,9759.1,9955,0,10399,0,9768.1,0,9046.2,0,0,9523.2
0,9526.2,0,9293.1,9107.4,8691.3,9472.1,9388.5,9676.7,9168.4,10068,9768.6,8867.7,8959.4,8948.4,9749.2,9753.4,9954.9,9713.2,9544.1,9886.1,0,9515.7,9713.4,9106.5,9039.1,9210.7,9453,10275,9962,9882.8,9912.7,9568.7,9854.8,9481,0,10390,0,9583.4,0,9087.2,0,0,9247.8
0,9515.3,0,9288.2,9303.8,9132.9,9525.9,9733.9,9743.3,9465.3,10297,9772.5,8892.4,9289.8,9320.6,9802.6,9915.6,10188,9972.8,9423.7,9338,0,9495.7,9757.2,9220.5,9235.9,9222.5,9398.9,9665.3,9612,9806.5,9721.4,9998.6,9619.1,9723.9,0,10251,0,9835.3,0,9650.8,0,0,9410
0,9425.1,0,9204.1,9426.4,9007.6,9665.7,9226.1,9431.4,9198,10190,10093,9258.1,9144.7,9632.3,9715,9790.7,10383,9834.1,9724.2,9597,0,9707.5,9617.8,9057.4,9473.7,9176.3,9538,9778,9876.2,9827.9,9862.3,9633.2,10275,9714.7,0,10122,0,9995.8,0,9288.3,0,0,9563.2
