0,0,0,0,0,6238.4,0,0,0,0,6700.6,7020.8,0,7658.2,6602.3,0,0,5939.6,0,6089.9,6397.4,6397.4,0,7246.7,6572.6,0,6572.6,0,7174,7407.9,0,0,0,0,6006.6,0,0,0,0,6602,6602,0,0,0,0
0,0,0,0,0,6267.5,0,0,0,0,6634.5,7083.8,0,7522.3,6446.7,0,0,6040.7,0,6143.3,6393.6,6393.6,0,7248.9,6367,0,6367,0,7381.2,7227.6,0,0,0,0,5910.3,0,0,0,0,6467.2,6467.2,0,0,0,0
0,7993.2,0,0,0,8202.8,0,0,0,0,8831.8,8760.6,0,8863.2,8062.8,0,0,7741.9,0,7549,7814,7814,0,8846.3,8396.3,0,8396.3,0,8706.6,8529,0,0,0,0,7671.6,0,0,0,0,8409.6,8409.6,0,0,0,0
0,9858.8,9162.8,10355,0,9545.2,9340,0,0,9170.4,9885.8,10175,9379.1,9449.5,9608.9,0,10258,9241.3,0,8226.9,10074,10074,0,10407,9627.9,11015,9627.9,0,9239.7,9316.4,10255,0,0,9991.8,9998.8,10176,9787.5,0,0,9709.2,9709.2,9711.7,9804.1,8552.8,0
0,10982,10393,11066,0,10537,10296,0,0,8989.8,10099,10351,10260,10347,9688,0,10931,9518.1,0,8643.8,10497,10497,0,10538,9642.3,11450,9642.3,0,9658.1,9759.9,10348,0,0,9607.7,11245,10539,10446,0,0,9648,9648,10707,10250,8712.6,0
0,10415,10213,10414,0,10895,9803.8,0,0,9172.5,9602.9,10607,9680.9,10086,9896.7,0,10875,9638.5,0,8352.3,10651,10651,0,10534,10008,11300,10008,0,10022,9525.9,10240,9508.1,10684,9889.5,10813,10837,10127,0,0,9798.3,9798.3,10489,10025,9084.9,0
0,10104,9924.7,11088,0,10437,10203,0,0,9187.8,9646.3,9902,10352,9962.4,9656.1,0,10250,9318.6,0,8454.1,10082,10082,0,10850,10254,11547,10254,0,10089,9637,10012,8998.8,9712.9,9351.5,9774.8,10992,10267,0,0,9705.8,9705.8,10603,9916.7,9026,0
0,10474,9596.9,11034,0,10266,10070,0,0,9622.2,9651.6,10323,9985.8,9640.3,9094,0,9321.8,9439.6,0,8149.9,10467,10467,0,10504,10034,11645,10034,0,9390,9757.1,10152,8680,9637.7,9511.9,10155,10552,10155,0,0,9730.8,9730.8,10392,10064,8447.5,0
0,10022,9848.5,10158,0,10252,10100,0,0,9394.4,9592.2,10441,9320.9,9365.3,9420.8,0,9911,9112.8,0,8183.6,10263,10263,0,10937,10303,11203,10303,0,9695.8,10036,10010,9786.7,9957.1,9777.6,10181,10600,9677.8,0,0,9707.9,9707.9,10393,9647.1,8447.9,0
0,10053,8845.4,10618,0,10157,9562.8,0,0,9557.9,9365.8,9961.5,9637.1,9249.8,8941.3,0,9714.3,8937.1,0,8048.3,9888.9,9888.9,0,10673,10096,10890,10096,0,9533,10575,10026,9170.2,9722.2,9908.3,10315,10462,9845.9,0,0,9573,9573,10721,10386,8190.6,0
0,9921,9611.2,10461,0,10624,9273,0,0,9393.6,9289.8,10220,9459,9806.6,9029.8,0,10067,9263.3,0,8170.1,9809.2,9809.2,0,10278,9906,10825,9906,0,9976.1,9781.9,9566.2,8885.8,9136.1,10063,10311,10548,10027,0,0,9078.4,9078.4,10968,9663.5,8540.1,0
0,9522.1,9638.2,10039,0,10250,9602.2,0,0,9568.5,9090.1,10546,9189.7,9506.8,9191.2,0,10101,9053.2,0,7940.7,10048,10048,0,10587,9090.9,10580,9090.9,0,9496,8946,9865,9570.9,9286,9753.9,9516.8,10347,9608.6,0,0,9361.2,9361.2,10169,9491.6,8380.9,0
0,10303,9611.7,9840.7,0,9719.1,8811.6,0,0,8551.6,8853,9652.9,8689.3,8922.4,8746.2,0,9372,8719.4,0,7993.8,9090.4,9090.4,0,10744,9132.2,10186,9132.2,0,9935.2,9646.8,9506.5,8571.1,9310.3,9947.7,9223.4,9937.3,9320.5,0,0,9105.7,9105.7,10393,9029.8,7798.8,0
0,9902.9,9725.6,9662.7,0,9840.8,8987.5,0,0,8725.3,8997.5,10087,9175.6,9447.1,8533.3,0,8987,9129.9,0,7863.2,9237.4,9237.4,0,10100,9193.5,10559,9193.5,0,9521,10021,9377.6,8568.2,9366.7,9223,9787.1,10157,9687.5,0,0,9220.1,9220.1,10505,9330.6,8457.3,9415
