7706.7,0,0,0,0,0,7814.4,0,0,7722.6,0,0,7161.1,0,9046.3,0,0,0,0,0,0,0,0,8307.8,7842,0,0,0,7576,0,0,0,10088,8956.3,8205.2,0,7833.2,9494.2,0,9268.9,7581.3,9345.5,8615.1,0,0,0,0,7549.7,6582.4,6190.4,0,6226.7,0,0,8961.7,7291.1,0,0,0
7608.4,0,0,0,0,0,7349.8,0,0,7703.3,0,0,7219.4,0,8969.5,0,0,0,0,0,0,0,0,8194.6,7843.3,0,0,0,7537.2,0,0,0,10022,8634.7,8370.9,0,7591,9122.5,0,9210.1,7320.6,9391.3,8689.7,0,0,0,0,7418.3,6575.6,6465.1,0,6391.9,0,0,9181.8,6948,0,0,0
10544,0,0,11331,0,0,10893,0,0,9661.6,0,0,10464,0,11781,0,0,0,0,0,0,0,0,11411,10547,0,0,0,10084,0,0,0,12748,12847,11733,0,10901,11739,0,12338,10434,13118,12098,0,0,0,0,10696,9554.5,9293.3,0,8799.2,0,0,12670,10136,0,0,0
14351,0,14254,14825,0,0,13835,0,0,11642,0,0,14958,11285,14545,13992,0,0,0,14091,0,0,0,14712,13917,12505,0,0,14331,0,0,0,14723,14653,14069,0,13945,13971,0,14548,12911,15046,14186,0,0,0,0,12970,13020,13645,0,10810,12720,0,15125,15316,14610,0,0
14259,0,13611,14417,0,0,14215,0,0,12504,0,0,14951,11362,15397,13896,0,0,0,0,0,0,0,14656,14170,12152,0,0,14367,0,0,0,14378,14598,14521,0,13729,14311,0,14816,12839,14631,15314,0,0,0,0,13652,13933,12622,0,11655,12309,0,14939,15249,13890,0,0
15086,0,13732,14280,0,0,14052,0,0,12936,0,0,14143,11414,14824,14097,0,0,0,14828,0,0,0,14158,14490,11712,0,0,13876,0,0,0,14194,14239,14689,0,13568,14582,0,14993,12864,15442,14390,0,0,0,0,14125,12490,12148,0,11449,12021,0,15434,14531,13400,0,0
13714,0,13594,14933,0,0,13451,0,0,12624,0,0,13713,12170,14755,13329,0,0,0,0,0,0,0,14513,13784,11859,0,0,14331,0,0,0,14226,14333,14807,0,13667,14471,0,14755,12480,15451,14162,0,0,0,0,13255,12831,12762,0,11073,11806,0,14696,14892,14700,0,0
14106,0,12578,14375,0,0,14147,0,0,12408,0,0,14407,11949,15372,13324,0,0,0,14472,0,0,0,14382,13862,11836,0,0,13361,0,0,0,14399,15020,14762,0,13483,15172,0,14778,12338,15396,14510,0,0,0,0,13323,12555,12106,0,11393,11641,0,14713,14268,13511,0,0
13869,0,12581,14331,0,0,13201,0,0,11861,0,0,13524,11645,15081,13769,0,0,0,14279,0,0,0,14525,13685,12287,0,0,12947,0,0,0,14104,14025,14454,0,13612,13998,0,14579,11781,14768,13756,0,0,0,0,13522,12366,12339,0,11021,11505,0,15110,14898,14033,0,0
13855,0,13272,15637,0,0,13346,0,0,12102,0,0,13483,11864,15336,14251,0,0,0,12708,0,0,0,14336,15086,12434,0,0,12715,0,0,0,14208,14522,13358,0,13003,14150,0,14611,11364,14553,14014,0,0,0,0,13216,12305,11911,0,11465,11566,0,14879,13829,13766,0,0
13487,0,13665,14152,0,0,14137,0,0,12197,0,0,13602,12900,14620,14038,0,0,0,12143,0,0,0,14717,14149,11226,0,0,12601,0,0,0,13940,14082,13605,0,13681,13447,0,13943,11591,14452,13735,0,0,0,0,12967,11682,11086,0,10993,11732,0,14657,13398,13217,0,0
13058,0,13960,14578,0,0,13600,0,0,12942,0,0,13239,12916,14729,13879,0,0,0,12685,0,0,0,14014,13868,10959,0,0,11956,0,0,0,14068,14347,14242,0,12509,13815,0,14088,11043,14631,14196,0,0,0,0,12787,11269,11174,0,10697,11372,0,14609,14163,14023,0,0
12949,0,12789,14108,0,0,11788,0,0,11764,0,0,12028,11687,14201,12703,0,0,0,10355,0,0,0,13923,12571,9007.4,0,8044.4,9974.2,0,0,0,12917,13810,13023,0,10858,13009,0,14423,9613.7,14416,13098,0,0,0,0,10839,10308,9279.2,0,9079.3,10445,0,14038,12431,12396,0,0
7969.5,0,7891.7,8862,0,0,7316.8,0,0,9700.9,0,0,8318.6,7736.4,12279,7526.1,0,0,0,8892.6,0,0,5545.8,10660,10894,7209,0,6494.9,7265.8,0,4939.2,0,9954.6,11469,9319.1,4967.1,8466.2,10190,0,12448,6731.5,11324,9082.5,0,5321.3,0,0,7603.4,6658.1,6933.1,0,7121.8,7222.1,0,11207,9641.2,9333.3,0,0
6801.1,0,6764.2,6797.3,0,0,6334.1,0,0,8550.2,0,0,6217.4,7665.2,9368.3,6495.3,5389.2,0,0,7075,0,5046,5848.2,7767.8,8266.5,6397.4,0,5937,6401.6,0,5328,0,8247.2,8019.6,7377.5,5229.7,6893.2,9199,0,9533,6220.8,8970.7,7533.6,0,5601.7,0,0,6595,5735.3,5919.9,0,6357,6609.7,0,9230.8,7415,7863.4,0,0
6403.2,0,6600.9,6319,0,0,6065.3,0,0,8453.6,0,0,5990,7224.2,8568.3,5883.2,5689,0,0,6584.2,0,5226.1,5987.7,7094.3,6668.5,6380.4,0,5921.3,6069.5,0,5459.3,0,7230.9,7054.9,6806.2,5501.3,6318.8,8062.5,4951.6,7862.3,6337.3,8010.1,6891.9,0,5732.8,0,0,6274.7,5388.6,5534.9,0,5641.9,6217.9,0,8116.3,6478,7172.3,0,0
6052.2,0,6220.2,6103,0,0,5856.2,0,0,7833.4,0,0,5693,6562.8,7340.1,5719.8,5518.1,0,0,6190,0,5394.4,6006.1,6604.7,6447.4,6199.8,0,5852,5878.2,0,5496.7,0,7135,6617.6,6367.4,5966.6,6156.7,7551.9,5310.6,7481,6231.3,7749.5,6836.6,0,5665,0,0,5952.5,5158.5,5387.6,0,5433.4,6082.8,0,7698.8,6131.6,6580,0,0
5829.8,0,6052.1,5840.9,0,0,5576,0,0,7165.5,0,0,5497.2,6657.1,6809.8,5474.8,5564.9,0,0,5780.9,0,5306.1,5884.8,6119.8,5959.4,5987.8,0,5640.5,5737.8,0,5677,0,6811.6,6558.4,6308.3,5706.8,5804.6,7280.3,5033.9,6925.3,6242.2,7313.6,6299.3,0,5712.8,0,0,5977.7,5083.4,5405.7,0,5307.2,5963.9,0,7572.5,5899.6,6477.5,0,0
5609.5,0,5899.5,5922.4,0,0,5498.3,0,0,6943.6,0,0,5382,6391,6357.2,5427.6,5384.3,0,0,5854.1,0,5198.2,6059.7,5807.7,5683.7,5934.1,0,5647.6,5640.8,0,5469.6,0,6686.4,6445.9,6162.7,5570,5668.3,7390.9,5189.4,6801,6036.1,7495.2,6103.2,0,5594.3,0,0,5806,5095.3,5364.5,0,5189.6,6017.2,0,6967.9,5536.7,6316.9,0,5663.3
5893.7,0,5925.2,5846.8,0,0,5360.6,0,0,6736.5,0,0,5419.4,6333.8,6386,5479.7,5299.8,0,0,5659.4,0,5297,6007.4,5698.1,5555.8,5967.2,0,5394.4,5635.3,0,5468.7,0,6747.3,6336.4,6151.3,5560.1,5676.4,6834,4962.9,6554.3,5931.7,7308,6002.4,0,5613.5,0,0,5800.7,4950.4,5474.6,0,4996.5,5798.5,0,6874.6,5567.8,6237.7,0,5644.8
5706,0,5717.7,5618.6,0,0,5321.7,0,0,6207.9,0,0,5266.1,6680.4,6027.2,5398.5,4990.5,0,0,5684.7,0,5228.1,5841.6,5722.7,5571.1,5837,0,5411.7,5664.6,0,5643.8,0,6469.8,6283.1,5936.1,5503,5566.7,6581.6,5108.9,6389.4,5940.5,7098.8,6079.8,0,5530,0,0,5762.5,4829.6,5262,0,5065.5,5960.8,5241.5,6539.6,5623.9,6176,0,5726.6
