3752.2,4046.5,3950.8,3901.4,3900.1,0,3984.7,0,3759,3801,3823.8,3844.1,4210.3,3818.6,0,4103.2,4065,3668.5,3727.3,3957.2,3746.6,3744.2,3956.3,3790.6,0,3771.7
3721.9,4060.7,3915.9,3831.5,4078.2,0,4007.7,0,3714.9,3783.7,3726.4,3989.9,4164.1,3703.3,0,4367.5,4063.5,3685.8,3762.5,3915.3,3635.4,3763.1,3839.5,3721.3,0,3838.6
3706.2,3983.2,3872.2,3811.1,3968.5,0,3989.5,0,3766.5,3737,3723.7,3900,4091.7,3664,0,4178,4076.4,3666.7,3768.4,3994.5,3712.4,3708.9,3938.7,3682.8,0,3898.5
3641.9,3920.1,3843.9,3765,3929.2,0,3930.6,0,3686.4,3800,3563.7,3800.8,3957.7,3661.6,0,4086.5,4052.3,3627.5,3681.4,3792.8,3630.8,3685,3818,3654.6,0,3652.2
3726.4,3795,3811.1,3738.9,3879.4,0,3869.2,3788,3661.2,3658.9,3575,3743.9,3864.6,3595.9,0,3910.1,3999.7,3558.9,3613.4,3848.1,3507.7,3652.3,3746.6,3588.1,0,3720.3
3616.4,3857.3,3832.6,3689.6,3657.2,0,3800,3784,3691.6,3643.7,3569.3,3868.9,3903.7,3585.4,0,3935.3,3944.3,3535.4,3629.9,3851,3530.6,3486.1,3755.7,3719,0,3724.2
3643,3860.2,3856.5,3693.3,3980.5,3639.1,3820.3,3705.5,3684.2,3607.6,3573.1,3686.7,3914.4,3466.7,0,3876.9,4090.6,3571.4,3637.8,3738.2,3642.4,3659.5,3788.1,3782.8,0,3717.7
3649.9,3877.5,3832.5,3780.6,3962.4,3697.2,3885,3767.2,3663.4,3686,3682,3759.9,3921.9,3558.7,0,3838.5,3958.4,3610,3630.6,3797.9,3535,3749.3,3921.5,3698,0,3765.5
3760.3,3982.4,3696.3,3694.6,3856.8,3717.2,3884.2,3751.7,3646.7,3635.2,3648.4,3725.7,3952.8,3574.1,0,3773.5,3902.2,3574.2,3681.2,3741.6,3671.2,3783.6,3867,3609.1,0,3644.8
3632.8,3821.3,3827.6,3823.4,3802.3,3761.5,3892.7,3742.6,3716.3,3760.6,3624,3856.6,3884.6,3591.3,0,4114.3,4141.5,3582.4,3634,3845.5,3722.7,3748.3,3845.7,3697,0,3786.5
3638.4,3820.2,3798.8,3717.3,3840.8,3678,3873.2,3693.8,3648.9,3705.7,3590.4,3741.9,3922.9,3601.8,0,4070.5,4052.8,3611,3745.8,3866.2,3700.8,3677.3,3801.1,3597.5,0,3624
3587.1,3871.4,3719.3,3624.7,3725.4,3542.7,3874.6,3659.6,3604,3663.4,3622.1,3735,3852.4,3454.2,0,3820.5,3947.1,3509.4,3618.9,3819,3423.1,3630.7,3751.8,3622.8,0,3674.2
3556.8,3670.1,3654.6,3720.6,3719.1,3668.9,3795.6,3610.6,3627.9,3635.7,3534.5,3645.5,3912.1,3464.4,0,4001.1,3797,3563.9,3557.7,3721.5,3461.5,3688.7,3655.9,3627.1,0,3592.4
3656.5,3796,3720,3762.4,3866.1,3514.5,3789,3614.6,3622.9,3531.4,3598.4,3708.1,3974.8,3521,0,4035,3871.2,3480.2,3490.6,3693,3414,3597.8,3648.5,3582.8,0,3529.8
3505,3732.5,3776.5,3614,3739.4,3541.3,3758.4,3652.5,3547.8,3479.8,3515.9,3633,3756.1,3428.5,0,3922.5,3912.2,3441.2,3486.8,3678.9,3503.4,3452.9,3675.7,3577.2,0,3609.5
3502.9,3672.6,3737.4,3694,3694,3577.5,3764.9,3679.6,3448.2,3556.2,3502.7,3593.2,3813.8,3518.2,0,3889.9,3885.5,3500.5,3561.2,3694.7,3437.3,3528.6,3641.9,3574.8,3555.8,3595.1
3533.1,3771.8,3636.2,3800.1,3733.7,3620.1,3784.8,3637.5,3459.4,3528.2,3540.9,3513.4,3779.6,3576.8,0,3781.5,3940.8,3474.6,3597.7,3655.8,3492.4,3550.4,3680.1,3529.5,3552.8,3561.5
3645.2,3840,3743.2,3876,3711.2,3633.8,3853,3697.5,3563.7,3666.8,3555.9,3695.4,3934.6,3554.5,0,3687,3926.9,3531.6,3532.5,3732,3477.4,3554.9,3693.6,3639,3631.1,3542.8
3645.5,3831.1,3750.6,3928.8,3776.7,3621.6,3784.9,3791.9,3601.1,3619.1,3716.2,3768.2,3805.8,3680.5,0,3968.6,3909.6,3507.5,3554.1,3634,3515.8,3561.5,3668.7,3568.3,3601.6,3515.9
3623,3788.6,3866.3,3904.7,3689.7,3619.3,3850.1,3818.2,3578.8,3573.6,3693.1,3650.6,3825,3496,0,3682,3983.7,3527.6,3572.5,3723.4,3543.4,3702.5,3739.8,3577.6,3584,3583.8
