0,0,0,0,6021.9,0,0,6240.4,0,6310.2,0,0,0,5671.3,5716.9,6463.2,0,7457.8,6082.4,5590.4,5911.6,0,6262.8,0,6938.3,5856.6,6872,0
0,0,0,0,6270.2,0,0,6114.9,0,6014.6,0,0,0,5459.4,5455.8,6416.2,0,7284.8,6051.9,5581.2,5818.9,0,5994,0,6296,5782,6594.1,0
0,0,0,0,6347,0,0,6184.6,0,6163.9,0,0,0,5513,5420.9,6280.7,0,7183.1,5832.4,5521.9,5707.1,0,6055.6,0,6854.6,5731.1,6523.7,0
0,0,0,0,6010.5,0,0,6021.8,0,6080.8,0,0,0,5395.5,5379.1,6119.6,0,6990.3,5782.8,5486.7,5597.5,0,5974.1,0,6637.7,5737.7,6712.6,0
0,0,0,0,6012.6,0,0,5971.2,0,5984.3,0,0,0,5431.4,5530.7,5993.3,0,6769.4,5785.7,5362.2,5474.6,0,5772.6,0,6447.5,5622.8,6511.2,0
0,0,6651.8,0,7746.4,0,0,7902.3,0,7484.5,0,0,0,7105.7,7168.9,7856.3,0,8324,7157.1,6947.4,7500.7,0,7270.7,0,7627.6,7529.4,8121.7,0
0,0,7778.1,0,8054.1,0,0,8598.3,0,7868.4,0,0,0,7499,7670.8,8401.8,0,9151.2,7566.8,7615.7,8052.3,0,7747.4,0,7781.5,8072,8691.2,0
0,0,6578.4,0,6477.6,0,0,6810.8,0,6210.8,0,0,0,6387.1,5980.7,6792.6,0,7475.8,6063.4,6020,6540.1,0,6225.3,0,6617.8,6813.4,6886.5,0
0,0,5367.5,0,6095,0,0,5700.2,0,5557.1,0,0,0,5484,5524.2,6328.8,0,6623.2,5572.3,5550.5,5439.6,0,5350.6,0,6335.9,5986.6,6238.2,0
0,0,4839.6,0,5480,0,0,5333.5,0,5406.6,0,0,0,5086,5267.2,5579,0,6342.2,5167.4,5125.9,5358.7,0,5175,0,6027.8,5559.9,6071,0
0,0,4589.8,0,5489.5,0,0,5346.1,0,5250.6,0,0,0,5000.5,4881.2,5527.4,0,5971.1,5095.5,5078.3,5115.3,0,5153.2,0,5943.5,5310.3,5867.8,0
0,0,4611.2,0,5482.2,0,0,5374,0,5168,0,0,0,4936.8,4815.3,5527.4,0,5950.3,5174.7,5027.9,4960,0,5233.8,0,6041.7,5362,5912.4,0
0,0,4579.1,0,5351.7,0,0,5271.3,0,5161.4,0,0,0,4909.5,4901.3,5460.4,0,5716.2,4944.6,4854.7,4881.6,0,5069.9,0,5738.7,5176.9,5784,0
0,0,4636.5,0,5432.6,0,0,5349.1,0,5217.5,0,0,0,4891.9,4814.5,5364.1,0,5816.8,5034,4912.8,4983.4,0,5202.4,0,6175.7,5210.6,5792,0
0,0,4569.6,0,5206.4,0,0,5231.2,0,5135.1,0,0,0,4744.3,4781.8,5151.7,0,5757.1,4978.9,4973.4,4910.9,0,5099.5,0,5875.9,5128.7,5659.1,0
0,0,4453.1,0,5264.8,0,0,5124.7,0,5012,0,0,0,4655.5,4731.5,5224.3,4968.2,5394.6,5018,4934,4855.2,0,5053.6,0,5881.9,5070.3,5624.5,0
