0,9215.8,0,5960.3,6098.5,7994.3,6321.3,0,0,6851.8,0,0,7325.4,9454.4,0,0,8232.3,9691.9,8954.9,12707,9576.7,6698,8255.7,7129.3,8189.5,5412.3,5518.2,6629.2,6600.5,0,6442.1,8494.7,7613.4,0,0
0,9015.4,0,5900.1,5958,7982.6,6231.7,0,0,6677.5,0,0,7175.8,9223.5,0,0,8142.9,9453.5,8466.1,12445,9016.3,6673.4,7965.7,6944.7,7940.6,5329.7,5359.2,6226.2,6452.1,0,6494.3,8227.5,7345.6,0,0
0,8520.3,0,5511.9,5767.7,7447.8,5894.5,0,0,6355.1,0,0,7000,8793.9,0,0,7900,8985.4,8539.6,12095,8485.4,6309.2,7737.7,6595.5,8005.6,5234.5,5288.3,6011.1,6267.1,0,6109.5,7877.7,7240.3,0,0
0,9748.4,0,6409.6,6711.8,8386.4,6805.3,0,0,7065.1,0,0,7559.8,9844.9,0,0,8473.4,9564.4,8955.2,12426,8962.3,6812.7,8198.1,7605.4,8114.5,6108.2,6015.9,6971.3,7147.9,0,6899.9,8921.7,7876.4,0,0
0,11615,0,8575.6,8248.1,10339,7978.4,0,0,8004.8,0,0,10827,13390,0,0,11126,12404,14727,15000,9608.8,8601.3,8758.1,8598.4,10847,7455.2,8032.8,8491.8,7799.6,0,9177.2,11846,9196.1,0,0
0,11596,0,9731.6,8271.8,10927,7956.1,0,0,8797.4,0,0,11824,13850,0,0,11570,12944,14586,14245,8926.7,10723,8401.5,8637.2,12316,7967,8511.8,8849.3,7872.8,0,9575.3,12773,8426.6,0,0
0,10392,0,8667.7,7602.8,9036.3,7534.2,0,0,7148.7,0,0,9564.9,11878,0,0,10459,12703,14557,14336,8395.5,9803.9,6969.7,7677.8,11886,7447,7627.7,8136.8,6865.5,0,8121.6,10448,8145.8,0,0
0,8909,0,7453.1,6289.2,8707.5,6397.6,0,0,6606.3,0,0,7599.2,10350,0,6910.5,8531.2,9850.1,11814,12646,7615.1,7380.2,6622.8,6855.1,9510.2,6262.2,6143.9,7399.3,6471.8,0,7401.9,9250,7473.5,0,0
0,8313.4,0,6656.9,5591.7,7788.3,5968,0,0,6553.7,0,0,6797.4,9326.7,0,6449,7448.6,9046.8,9808.7,11563,7457.4,6438.4,6482.9,6380.2,8128.4,5282.2,5756.8,6080.6,6082.3,0,6438.8,7857.6,6722.2,0,0
0,8227.5,0,5986.2,5367.2,7291.7,5674,0,0,6211.8,0,0,6654.1,9103.1,0,6039.8,7471,8412.1,8863.6,11296,7293.3,6065.9,6303.4,6074.3,7584.3,5057.9,5291.4,5779.4,5843.9,0,6186.6,7637.5,6476,0,0
0,8406.5,0,5444.2,5131.1,6884.8,5336.4,0,0,6099.2,0,0,6414.7,8136.8,0,6203.8,6852.3,8334.9,7747.7,10607,7158.4,5810.3,5755.1,5982.6,6965.5,4868.2,5036.3,5392.5,5709.1,0,5747.9,7356.4,6412,0,0
0,8040.9,0,5092.4,5179.3,7001.6,5313.1,0,0,5918.7,0,0,6147.4,7567.8,0,6119.2,6766.2,7715.4,7345,10290,6968.3,5519,5873.8,5640.5,6457.2,4602,4788.4,5330.4,5676.9,0,5631.9,7116.1,6257.7,0,0
0,7907.5,0,4963.5,5082.9,6924.3,5226.4,5557.7,0,5794.3,0,0,6097.8,7595.1,0,5764.8,6717.4,8032.7,7342,9953.5,6967.3,5512.1,5627.4,5528.7,6495.2,4643.5,4755.4,5240.1,5572.4,0,5536.7,6963.3,6238.1,0,0
0,8427.9,0,5654.9,5737.4,7423.2,5943.2,6079.9,0,6214.4,0,0,6779,8278.1,0,6156.1,7373.4,8621.2,7805.8,10492,7664.8,6079.4,6637.6,6377.6,6748.2,5410.6,5514.4,5996.2,6158.7,0,6251.2,7784,6904.8,0,0
0,11088,6876.8,7140.3,6466.2,8971.6,6672.5,7280.4,0,7131.6,0,0,8710.7,10430,0,7125.6,9123.6,10357,12613,13984,8619.4,8185.8,7824.2,7146.8,10339,6241.3,6953,6880.6,6842.8,0,7886.8,10604,7696.5,0,6251.5
0,12463,6659.8,8441.4,6351.3,9551,6810.3,7292.9,0,7404,8118,0,9125.2,10454,0,6416.3,9107.6,11691,14198,14124,8112.8,8261.6,7706.3,7318,11500,6607.9,7153.4,7429.3,6474.1,0,8135,11651,7148,0,6225.4
0,10574,6152.4,7437.7,5766,8150.7,5960.4,6479.3,0,6125.9,6842.8,0,8108.9,9633.9,0,5758.7,7926.7,9577.7,11165,12290,7626.3,6384.9,6615.8,6453.1,9611.8,6094.9,6330.7,7032.5,5861.5,0,7042,9369.7,6488.3,0,5736.6
0,8460.6,5393.5,5805.2,5153.5,7007,5392.4,5822.2,0,5568.4,5482.4,0,6442.8,8375.7,0,5230.4,7015.5,8934.5,9112.8,10889,7090.3,5607.7,6207,5820.3,7662.2,5620,5498.9,6278.9,5414.3,0,6206.2,7882.4,5897.2,0,4837.4
0,7579,4863.5,4991.2,4937.9,6386.8,5107,5303.1,0,5439.5,4982.4,0,6015.4,7449.9,0,5196.2,6284.6,8131.8,7668.4,9991.4,6915.2,5217.8,5636.2,5455.8,6743.1,4653.4,4880.9,5246.2,5272.6,0,5458.9,7176.6,5786.3,0,4549.4
0,7389.3,4489.1,4537.8,4635.8,6234,4774.4,4909.8,5040.3,5158.6,4793.8,0,5537.7,6773.9,0,5169.1,5888.7,7204.3,7014.1,9223.7,6353.1,4901.6,5328.4,5154.9,6083.4,4372.9,4477.9,4951.3,4972.7,4428.3,5173.9,6386.5,5564.5,0,4351.5
