5868,0,0,0,5686.7,0,0,0,0,0,0,0,0,0,0,0,5951.8,0,0,0,5522.6,0,0,0,0,0,6141.6,0,0,0,0,5841,5590.7,0,0,0,0,0,0,0,0,0,0,0,6555.7,0,0,0,7476
5834.7,0,0,0,5687.6,0,0,0,0,0,0,0,0,0,0,0,6100.6,0,0,0,5656.2,0,0,0,0,0,6020.2,0,0,0,0,5711.2,5484.2,0,0,0,0,0,0,0,0,0,0,0,6532.7,0,0,0,7514.6
7512.4,0,0,0,7181.1,0,0,0,0,0,0,0,0,0,0,0,7765.6,0,0,0,7648.9,0,0,0,0,0,7714.6,0,0,0,0,7394.2,6917.9,0,0,0,0,0,0,0,0,0,7302.5,0,8303.7,0,0,0,9006.4
8658.7,9528.7,0,10312,9905.7,0,10374,9658.2,10188,9373.8,0,0,0,0,9250,0,9326.5,9788.4,0,9763,9510,0,9966,0,0,0,9689.3,0,0,0,9922.7,10046,8708.5,0,0,9246.8,0,0,8513,0,0,10361,9225.3,0,10064,9161.7,8867.9,8867.9,9585.9
7557.5,9516.4,0,10106,9778.5,0,9645.5,8985.1,10112,8526,0,0,0,0,9146.7,0,9430.9,9128.5,10158,9583.2,10340,0,10143,0,8209.1,0,9305.8,9054.2,9356.3,0,9395.5,10099,8083.1,0,0,9195.3,0,0,8494.8,0,0,10137,8483.9,0,8816.9,8725.7,8983.4,8983.4,9725.2
6596.5,6780.2,5635.9,6685.5,6632.6,0,6645.8,6591.8,7597,6757,0,0,0,0,7431,0,6120.3,6652.9,7538.2,7325.6,8352.8,0,6832.6,0,6167.8,0,6258.1,6976.8,6068.8,0,6889.1,7597,5766.6,0,0,6538.4,0,0,6308.2,0,0,7029.8,6686.2,5711.2,6731.9,6214.1,6656.1,6656.1,7779.3
5765.7,6001.4,5691.6,6179.4,5390.8,0,5754.8,5386.5,5423.4,6300.8,0,0,0,0,5438.1,0,5893.4,5713.5,6480.1,5743.4,5759.4,0,6586.5,0,6055,0,5770.6,5643,5795.9,0,6093.5,6026.7,5296.3,4928.5,0,5264.8,0,0,5896.3,0,4940.3,5453.3,5673.1,5224.7,6244.7,5654.8,5945.6,5945.6,6898.9
5528.8,5835.9,5526.9,6001.9,5167.2,0,5595.2,5308.4,5237.6,6122.1,0,0,0,0,5053.2,0,5794.6,5451,6239.7,5449,5509.5,0,6084.7,0,5885.7,0,5551.5,5506.9,5627.1,0,5999.7,5447.3,5285.8,4683,0,5114.9,0,0,5546.8,4925.5,4922.5,5221.8,5481.3,5239.8,6120.4,5493.1,5596.7,5596.7,6631.1
5563.1,5819,5531.4,6165.6,4965.7,0,5494.3,5117.5,5281.3,6076.7,0,0,0,0,5149.9,0,5736.3,5474.6,6019.7,5300.6,5422,0,6095,0,6003.4,0,5694.8,5402.5,5482.9,0,5874.3,5374.8,5296.9,5258.7,0,4947.2,0,5143.4,5466.8,5045.3,4817.1,5096.2,5251.1,5199.5,5969.8,5292.8,5615.8,5615.8,6338.3
5479.2,5661.9,5548.9,5964.4,4959.6,0,5403.5,5074.7,5185.1,5814.8,0,0,0,0,4960.5,0,5612.6,5404.3,5971.1,5316.6,5198,0,6077.7,0,5786.8,0,5567.1,5482.8,5494.8,0,5694.2,5170.1,5082.4,4749.1,0,4825.7,0,5516.8,5324.8,4994.3,4749.9,5128,5288.1,5243.1,5876.2,5463,5485.6,5485.6,6304.1
5459.7,5654.8,5416,5982.9,4992.3,0,5373.7,5106.6,5104.1,5754,0,0,0,0,5018.8,0,5425.7,5478,5856.9,5211,5150.2,0,5987.6,0,5778.6,0,5503.3,5263,5334.7,0,5707.5,5123.7,5076.5,4842.5,0,5001.4,0,5079.6,5276.1,4909,4768.2,4949.1,5165,5406.6,5703.1,5300.7,5419.9,5419.9,6038.5
5446,5707.2,5368.9,5980,4751.8,0,5403.9,4979.1,5048.2,5817.5,0,0,0,0,5014.4,0,5447.3,5505.7,5765.3,5133,5134.6,0,6074.9,0,5679.2,0,5359.6,5178.3,5536.4,0,5598.9,4982.1,4995.8,4818.9,0,4908,0,5121.8,5092.3,5006.4,4531.2,4912.4,5014,5224.9,5775.7,5160.4,5299.3,5299.3,6113.7
