3660.7,0,3746.7,0,3965.5,3789.9,0,3942.9,0,0,3715.8,0,0,0,0,4122,0,0,3700.7,3752.7,3838
3763.3,0,3711.9,0,3914.2,3713,0,3930.8,3998,0,3761.2,0,0,0,0,3905.2,0,0,3745.3,3881.6,3789.2
4879.8,5018.8,4918.8,0,5387.7,4976.6,0,5234.1,5406.9,0,5030.6,0,0,0,0,5254.8,0,0,4957.1,5004.8,4937
4819.3,5047.1,4767.3,0,5297.9,0,0,5055,5011.1,0,4781.1,0,0,0,0,5033.3,0,0,4837.7,4600.5,4761.3
3703.1,3829.6,4161.7,0,4273.5,0,0,4003.7,4196.5,0,4036.1,0,0,0,0,3986,0,0,3965.4,4292.1,3802.9
3553.6,3579.2,3610.5,0,4101.8,0,0,3821.7,4021.9,0,3876.8,0,0,0,0,3912.7,0,0,3732.7,3668.2,3869.7
3564.1,3453.1,3583.9,0,3932.6,3614.7,0,3727.1,3937,0,3702.9,0,0,3771.8,0,3978.9,0,0,3565.8,3769.3,3712.2
3588.2,3514.4,3537.4,0,3909.5,3578.6,0,3677.9,4007.7,0,3590.8,0,0,3796.9,0,3814,0,0,3552.4,3667,3630
3537.8,3456.5,3535.7,0,3832.7,3526.4,0,3723.4,4015.4,0,3594.2,3682.2,0,3623.5,0,3859.1,3734.2,0,3571.9,3643.8,3619.3
3490.5,3574.4,3441.5,0,3793.7,3566.1,0,3756.1,3811.8,0,3664.8,3617.7,0,3694.2,0,3910.9,3645.7,0,3618.7,3567.3,3585.1
3520.3,3519.2,3479.8,0,3683.8,3568.2,0,3674.8,3785.1,0,3546.7,3599.5,0,3360.4,0,3942,3535.3,0,3527.4,3412.9,3583.9
3475.5,3579.2,3442.1,0,3721,3558.6,0,3663.6,3927,0,3633.8,3503.7,0,3513.9,0,3738,3685.2,0,3538.4,3609.3,3557
4249.1,4638.5,4411.1,0,4947.3,4400.2,0,4814.4,4941,0,4738.5,4412.1,0,4549.6,0,4802.2,4900.9,0,4473.9,4431.2,4662.8
