0,3535,3884.3,0,3606.7,3611.3,0,4370.3,0,0,4704.3,0,0,0,3734.2,4396,0,5362.4,0,0,0,0,4400.3,3813.8,0,0,3293.5,0,0
0,3406.2,3663.2,0,3513.3,3539.7,0,4204.8,0,0,4437.6,0,0,0,3672.4,4086.5,0,5141.8,0,0,0,0,4454.9,3621.5,0,0,3260.2,0,0
0,7200.9,7074.5,0,6973,7348,0,7394.6,0,0,7578.9,0,7666.3,0,7020.5,7644.1,0,8624.7,0,0,0,0,7713.4,7490.2,0,0,7087.1,0,0
0,7062.3,7131.7,0,7067.1,7423.7,0,7170.9,0,0,7585.5,0,6990.7,0,6940.4,7589.7,0,8734,0,0,0,0,7692,7311.6,0,0,7061.2,0,0
0,7079.4,7117.4,0,6989,7256.9,0,7586.4,0,0,7376.3,0,7216.2,0,6892.4,7410,0,8654.2,0,7985.6,0,0,7471.5,7325.7,0,0,6859.4,0,0
0,7121.3,7114.4,0,6904.7,7140.4,0,7188.5,0,0,7295.5,0,7271,0,6950.3,7419.5,0,8424.9,0,7931.7,0,0,7513.1,7155.8,0,0,6952.3,0,0
0,7162.4,7040.5,0,6892.4,7241.5,0,7229.4,0,0,7540,0,7187.4,0,6902.3,7383.2,0,8584.8,0,7955.1,0,0,7631.7,7209,0,0,6881,0,0
0,7096.9,7171.6,0,6894.8,7280.1,0,7133.2,0,0,7516.4,0,7331.6,0,6791.1,7435.7,0,8286.2,0,7837.9,0,0,7503.8,7254.5,0,0,6767.5,0,0
0,7010.3,7068.1,6995.2,6819.2,7261,0,7174.1,0,0,7536.1,0,7296.5,0,7038.3,7476.7,0,8191.9,0,7663.7,0,0,7356.3,7196.8,0,0,6779.7,0,0
0,6918.1,6904,6551.5,6685.1,7089.7,0,7109.5,0,0,7429.7,0,6831.3,0,6684.3,6971.8,0,8114.8,0,7401.3,0,0,7128.2,7072.6,0,0,6746.5,0,0
0,6967.2,7010.3,6615.5,6791.4,7062.1,0,7004.9,0,0,7363.6,0,7338.9,0,6887.3,7195.9,0,8349.4,0,7517,0,0,7391.4,6962.7,0,0,6864.9,0,0
0,6920.1,6970.5,6616.9,6849.7,7051.7,0,6940.5,0,0,7429.5,0,7099.6,0,6737,7197.7,0,8201.7,0,7491.1,0,0,7273.6,7034.2,0,0,6796.4,0,0
0,6853.2,6910.1,6699.5,7026,6997.5,0,6902.4,0,0,7591.3,0,7146.1,0,6818.7,7313,0,8202.7,0,7600.4,0,0,7324.2,7070.8,0,0,6729.5,0,6928.9
0,6956.6,6777.9,6727.6,6887.3,6935.3,0,6919.5,0,0,7253.4,0,7024.5,0,6615.7,7105.7,0,8242.3,0,7383.1,0,0,7180.8,6797.1,0,0,6818.4,0,6534.8
0,6883.4,6825.1,6705.1,6810.3,6988.7,0,7065.5,0,0,7079.4,0,7015.8,0,6701.1,7034.9,0,8044.9,0,7310.5,0,0,7115.1,7063.7,0,0,6694.6,0,6529.6
