0,4432.7,0,0,0,0,4328.7,0,4548.2,0,5131.9,0,7457.2,0,0,4430.5,0,5389,0,5475.1,4615.8,0,0,4608.6,4999,0,4902.9,4926.2,6052.4,4120.9,7307.5,5476.1
0,4479.8,0,0,0,0,4410.4,0,4636.9,0,5165.4,0,7156.3,0,0,4471.1,0,5435.9,0,5572.7,4643,0,0,4597.9,4853.6,0,4803.2,4887.5,6030.4,4277.3,7232.1,5608.5
0,6231.7,0,0,0,0,6152.9,0,6275.2,0,6792.6,0,8425.9,0,0,6272.9,0,6719.8,0,6824.8,6382.1,0,0,6302.9,6486.4,0,6567.9,6485.6,7180.9,5981.1,8458.9,6790.2
0,6735.8,0,0,0,0,6835.9,7443.8,6593.4,0,7545.6,0,9089.4,0,0,6909,0,7665,0,7673.7,6680.6,0,0,6780.8,7092.1,0,6850.4,6902.5,8146,6571.5,9395.3,7487.5
0,5339.9,0,0,0,0,5100.1,5942.8,4834.9,0,5798.4,0,7894.4,0,0,5424.7,0,6108.4,0,6007,5079.7,0,0,5078.8,6102.7,0,5579.3,5620.7,6804,4806.6,7950.5,6197.2
0,4689.1,0,0,0,0,4490.8,5579,4725.1,0,5091.8,0,6887.2,0,0,4619.5,0,5030.9,0,5479.2,4524.4,0,0,4673.4,5203.2,0,4705.1,4913.3,5908.8,4520,7122.5,5562.7
0,4359.6,0,0,0,0,4312.8,5196.5,4241.7,0,4882.3,5330.6,6499.4,0,0,4471.9,0,4934.5,0,5134.6,4418,0,0,4511.2,4785.8,0,4605.6,4842.9,5705.4,4231,6625.3,5179.2
0,4122.1,0,0,0,0,4131,5043.9,4410.4,0,4562.3,4997,6380.8,0,0,4249.8,0,4917.7,0,4870.6,4283.5,0,0,4289.2,4609.1,0,4482.7,4699.8,5535.2,4021.3,6583.7,4984.7
0,4106.8,0,0,0,0,4126.4,4963.6,4239.1,0,4521.3,4992.8,6206.7,0,0,4260.5,0,4946.5,0,4807.4,4277.4,0,0,4381.4,4492.5,0,4488.8,4521,5187.6,4007.5,6591,4916.5
0,4286.1,0,0,0,0,4028.7,4873.1,4283.3,0,4483.9,5014.1,5994,0,0,4351.8,0,4893.2,0,4795.7,4201.7,0,0,4165.9,4359,0,4545.4,4667,5256,3831.9,6392,4767.2
0,4106.9,0,0,0,0,4008.5,4769.1,4169.2,0,4419.6,4787.3,5922.7,0,0,4195.4,0,4793.4,0,4700.5,4105.1,0,0,4142.3,4423.9,0,4301.4,4478.3,5155,3778,6069.8,4653.9
0,4167.5,0,0,0,0,3977.2,4780.1,4128.7,0,4377,4675.7,5781.3,0,0,4075.7,0,4743.9,0,4576.2,4023.9,0,0,4125.3,4428.7,0,4343.7,4484.2,4936,3802.9,5988.9,4652.4
5960.8,5929.3,0,0,0,0,5773.6,6616.9,5890.7,0,6178.6,6244.9,7131.7,0,0,5941.1,0,6252.7,0,6352.9,5833.5,0,0,5844.5,5982.6,6140.1,5908.4,6096.7,6648.7,5591.5,7441.3,6066.1
0,6415.8,0,0,0,0,6172.7,7197.1,6813.7,0,6400.5,7087.8,7580.4,0,0,6374.7,0,6891.1,0,6732,6516.5,0,0,6311.4,6432.6,6386.1,6513.5,6175,7128.2,6288.7,8154.2,6826.6
0,4713.3,0,0,0,0,4603.4,5413.3,4642.3,0,4636.4,5171.5,6423,0,0,4582.1,0,5259.2,0,5109.1,4548.1,0,0,4665.2,5125,4824.7,4973.2,5139,5956.6,4424.9,6935,5579
4442.6,4427.5,0,0,0,0,4218.9,4941,4514.3,0,4456.8,4641,5914.3,0,0,4297.1,0,4759,0,4640.7,4143.3,0,0,4124.3,4441.2,4284.3,4462.8,4384.1,5037.1,4256.9,6385.5,4773
4104,4143.3,0,0,0,0,3790.9,4670.3,3934.3,0,4174.7,4546.7,5500.9,0,0,3988.6,0,4356.3,0,4561.6,3989.6,0,0,3983.2,4113.5,4054.6,4220.4,4176.4,4950.8,3751.9,5776.2,4559.9
3967.1,4094.8,0,0,0,0,3728,4474.6,3912.6,0,4254.8,4517,5303.2,0,0,3966.3,0,4368,0,4446.9,3834.5,0,0,4018.6,4116.6,4062.2,4118,4147.1,4744.6,3679.7,5833.6,4337.4
3837.1,3920.2,0,0,0,0,3702,4493.1,3823.3,0,4138.7,4405.9,5256.4,0,0,3933,0,4279.9,0,4313.7,3848,0,0,3939.7,4102.2,3916.4,3984.1,4246.8,4656.7,3648.3,5666.4,4299.3
3779.6,3752.2,0,0,0,0,3650.5,4405.4,3916,0,4105,4276.9,5080,0,0,3899.7,0,4211.9,0,4208.2,3810,0,0,3772.6,4061.5,3865.7,4001.9,4097.3,4459.6,3747.9,5352.8,4199.9
3787.1,3702.1,0,0,0,0,3668.8,4334.3,3761.1,0,3971.7,4321.6,4920.2,0,0,3832.9,0,4198.4,0,4221.4,3813,0,0,3841.8,3936.5,3858.7,4139.2,4078.5,4464.8,3558.2,5207.5,4174.9
