0,4376.2,4119.7,0,4181.1,4580.6,0,5192.4,0,0,4960.4,0,0,0,3964,4800.9,0,7687.5,0,0,0,0,4838.4,3977.3,0,0,3370.2,0,0
0,4286.7,4056.3,0,4082,4369.6,0,4997.5,0,0,4944.1,0,0,0,3745,4482.6,0,7307.1,0,0,0,0,4873.4,3905.8,0,0,3286.6,0,0
0,8213.4,7848.2,0,7261.4,7328.8,0,8051.6,0,0,8430.3,0,7942.1,0,7759.4,8750,0,11698,0,0,0,0,9102.9,7807.9,0,0,7734.9,0,0
0,8196.3,7893.5,0,7383.7,7625.2,0,7671.7,0,0,8328.4,0,7657.9,0,7668.5,8330.8,0,11575,0,0,0,0,8665.5,7786.2,0,0,7751.3,0,0
0,8188.5,7677.7,0,7316.7,7489.8,0,7890.7,0,0,8352.5,0,7942.8,0,7549.5,8413.7,0,11260,0,8654.8,0,0,8632.2,7885.6,0,0,7578.4,0,0
0,8011,7634.5,0,7194.5,7326.6,0,7598.6,0,0,7971.9,0,7947.4,0,7549.1,8336.7,0,11235,0,8351,0,0,8622.8,7833.2,0,0,7626.4,0,0
0,7963.6,7637.1,0,7101.5,7501.1,0,7970.5,0,0,8243.2,0,7961.8,0,7618.4,8321.3,0,10280,0,8563.7,0,0,8439,7700.2,0,0,7411.2,0,0
0,8129.9,7645.2,0,7196.2,7331.9,0,7814.5,0,0,8372.4,0,7941.9,0,7568,8248.5,0,10741,0,8293,0,0,8419.4,7692,0,0,7414.3,0,0
0,8006.9,7542.3,7067.3,7063.9,7299.2,0,8006,0,0,8290.9,0,8004.9,0,7457.2,8111.7,0,10319,0,8053.1,0,0,8259.7,7780.4,0,0,7350.4,0,0
0,7868,7331.9,6779.5,6966.6,7211.9,0,7798.6,0,0,7992.8,0,7446.8,0,7288.5,7749.5,0,9676.7,0,7842.5,0,0,7950,7577.5,0,0,7177.6,0,0
0,7818.8,7479.7,6761.4,6986.7,7172.6,0,7797.6,0,0,7937.5,0,8111.6,0,7439.5,7958.2,0,9954.3,0,7875.6,0,0,8071.8,7583.4,0,0,7270.1,0,0
0,7774.4,7433.5,6768.2,6987.1,7179.3,0,7688.9,0,0,8094,0,7703.1,0,7264.3,7905,0,9846.2,0,7858.3,0,0,8080.3,7601.6,0,0,7321.7,0,0
0,7763.8,7336.9,6953.1,7069.3,7157.7,0,7713.7,0,0,8182.6,0,7777.4,0,7234.5,7988.7,0,9822,0,7695.1,0,0,8029.2,7715.9,0,0,7151.6,0,7146.1
0,7834,7155.7,6839.5,6931.2,7179.7,0,7663.6,0,0,7898.2,0,7744.7,0,7090.1,7735.1,0,9677.6,0,7737.9,0,0,7998.6,7461.6,0,0,7121.2,0,6866.1
0,7870.5,7222.7,6820.6,6893.9,7151.5,0,7872.5,0,0,7825.5,0,7461.6,0,7049.3,7696.2,0,9523.4,0,7641.9,0,0,8033,7588.4,0,0,7039.2,0,6866.2
0,7886.6,7205.6,6749.6,6851.1,7132.1,0,7652.3,0,0,7962.6,0,7359.1,0,7123.1,7775,0,10003,0,7669.2,0,0,7848.5,7404.2,0,0,6944.6,0,6723.9
0,7716.2,7212.9,6766.3,6822.6,7142.7,0,7833.8,0,0,7920.7,0,7459.2,0,7039,7599.4,0,9922.9,0,7465.4,0,0,7934.9,7562.2,0,0,7002.3,0,6770.2
0,7945.3,7049.3,6687.7,6863.8,7097.4,0,7508.2,0,0,7713,0,7195.1,0,7049.2,7511.4,0,9862.6,0,7434.7,0,0,7878.3,7726.4,0,0,6860.3,0,6821.3
0,7970.6,7101.4,6679.6,6634.6,7101.4,0,7601.9,0,0,7662.7,0,7047.9,0,6904.9,7479.9,0,9189.7,0,7564.8,0,0,7819.4,7428.8,0,0,6909.2,0,6786.8
