timepoints,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15
three,1.015323947,1.083146344,1.136448572,1.14605957,1.076041118,1.216530199,1.182784406,1.512513365,1.534165096,1.595181532,1.59750925,1.668970231,1.595012881,1.604547773,1.461369564,1.409584238,1.246044095,1.135657247,1.076759842,1.303221631,1.344312837,1.367649778,1.329741619,1.313109593,1.286408264,1.190446703,1.067209698,0.960802564,0.819657232,0.739556557
five,1.378994074,1.425077983,1.377058513,1.418673222,1.44676141,1.383295594,1.458955933,1.487131837,1.555908665,1.557512122,1.538539526,1.552320231,1.498713402,1.491562399,1.37721927,1.368216276,1.233764268,1.32770259,1.172252819,1.243802765,1.153953014,1.233094259,1.184679113,1.189057253,1.137448853,1.088305209,1.02863714,1.01317557,0.984456186,0.911576885
eight,1.354742515,1.311190929,1.364551036,1.310428342,1.36304278,1.367660455,1.308423252,1.42746198,1.441478891,1.524220973,1.476128292,1.520327888,1.427925696,1.454633576,1.395952982,1.265207373,1.220558712,1.168798168,1.065534093,1.200645497,1.12416171,1.07126262,1.10430896,1.052121151,1.1015389,1.076417632,0.974285087,0.949682738,0.670506571,0.761197156
nine,1.322522232,1.317446771,1.304651216,1.254783377,1.360137143,1.273316474,1.381557693,1.31885127,1.399937665,1.336958154,1.360791826,1.417688452,1.43253429,1.322368501,1.347256334,1.304671712,1.306357669,1.161756615,1.173158166,0.96229948,1.153955818,1.026483254,0.902610769,0.812973983,0.892636775,0.757546513,0.794384202,0.696625767,0.619910118,0.644027892
eleven,0.973280956,0.986914053,1.028148884,0.977289777,1.007544164,0.975746231,1.001583518,1.807917374,1.888091759,1.921700223,1.943768274,1.897396587,1.872612956,1.829988173,1.573635355,1.446570447,1.286062056,1.094320777,1.049701524,1.547539672,1.579298797,1.603735596,1.620983079,1.575138393,1.571454142,1.429353109,1.273288813,1.056562587,0.808293891,0.723381012
fourteen,1.178486682,1.254341745,1.219427903,1.268424463,1.282915024,1.25970154,1.193890408,1.569906945,1.562881383,1.630471435,1.548635509,1.610112622,1.642539875,1.537635311,1.405698814,1.375421182,1.25320519,1.1218988,1.073594456,1.303184953,1.230871337,1.273748139,1.262057947,1.100593461,1.190975029,1.087592346,0.882431233,0.76995805,0.7187428,0.610808159
fifteen,0.844345179,1.088989938,1.152423682,1.151250252,1.161416721,1.128287629,1.111028897,1.773880507,1.816702089,1.860053918,1.846457373,1.881238519,1.809867612,1.685190944,1.554653513,1.391511731,1.3186604,1.18799741,1.116940318,1.461881922,1.552982482,1.521513971,1.39940137,1.497243314,1.439444416,1.366937124,1.151935087,1.021931945,0.885117994,0.761389973
twenty,1.288060481,1.223842737,1.198591255,1.226617057,1.306139987,1.275136467,1.348569801,1.617027848,1.747041415,1.825113862,1.894665482,1.837073375,1.828788065,1.857884158,1.651860866,1.616647989,1.496878473,1.484220523,1.285322146,1.599322012,1.637824913,1.679280689,1.641106921,1.634467975,1.611545465,1.555261228,1.39258948,1.321224762,1.221476397,1.076917348
twentyseven,1.614966272,1.539600062,1.549525541,1.614546701,1.589777712,1.563343406,1.603837458,1.636743681,1.676473164,1.674928372,1.684501596,1.673132064,1.702500301,1.710169014,1.598748325,1.61099209,1.518407873,1.569743854,1.473986541,1.509438378,1.475093295,1.492933459,1.51336687,1.487494183,1.430660198,1.337460378,1.246099483,1.218048733,1.228025125,1.165544365
twentynine,2.111704102,2.038980869,2.110946963,2.096119858,1.976174984,2.031101953,2.03198301,2.073309691,2.120559501,2.305675463,2.26427212,2.30436615,2.172810093,2.181698276,2.093603026,1.984423446,1.983192178,1.919141986,2.021644174,2.057035991,2.028478844,2.153799534,2.081812892,2.039013456,2.00991772,1.910331502,1.892875668,1.818248116,1.748699304,1.742248127
twentyfour,1.094143613,1.070624165,1.08264593,1.015267394,1.088141005,1.14355333,1.185759528,1.1300207,1.256411099,1.30902436,1.354411521,1.33257357,1.375448083,1.422661673,1.349677449,1.377661319,1.298976176,1.327583282,1.269594292,1.250395141,1.222303319,1.185596145,1.177021583,1.027746629,1.044032065,1.05378924,0.971120812,0.898870017,0.903472624,0.799047209
original,1.069125628,1.028913325,1.043857617,1.068614498,1.140596245,1.150087643,1.224880385,1.305773234,1.368504814,1.416604186,1.396172975,1.415276812,1.393092957,1.406964153,1.434167089,1.223063658,1.291037885,1.202416115,1.161984273,1.242833965,1.228609197,1.204926604,1.172133922,1.157081439,1.149183212,1.153013423,0.994969704,1.018319978,0.879780808,0.889504269
