Time,Temp,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
45590.426,30.1,,,,,,,,,,,,,,1.4674,1.4432,1.4815,1.4081,1.3607,1.4484,1.4025,1.4278,1.4275,1.4806,,,1.4533,1.5033,1.433,1.5027,1.5455,1.4347,1.402,1.4032,1.4865,1.4129,,,1.3289,1.4696,1.4492,1.435,1.42,1.4121,1.4469,0.7196,1.4347,1.4006,,,1.4699,1.5557,1.4444,1.4077,1.4504,1.462,1.4131,1.4188,1.2965,0.6901,,,1.4085,0.4918,1.446,1.4333,1.2902,1.4075,1.4163,0.2446,0.4692,1.4347,,,1.5054,1.5442,1.4485,0.2544,0.1061,0.0983,0.1,0.0984,0.0962,0.1019,,,,,,,,,,,,,
46790.333,30.1,,,,,,,,,,,,,,1.4881,1.4696,1.5003,1.4311,1.3856,1.4689,1.4261,1.4465,1.449,1.4977,,,1.4763,1.5196,1.4535,1.5192,1.5695,1.4554,1.4262,1.4283,1.5044,1.4359,,,1.3513,1.492,1.468,1.458,1.4449,1.4388,1.4689,0.7476,1.4562,1.4206,,,1.4876,1.5741,1.4724,1.437,1.4733,1.4805,1.4333,1.4385,1.3207,0.7151,,,1.4293,0.5156,1.4689,1.4534,1.3166,1.4283,1.4355,0.2531,0.4924,1.4521,,,1.524,1.5635,1.4673,0.2621,0.1053,0.0969,0.0982,0.0968,0.0953,0.1042,,,,,,,,,,,,,
47990.277,30,,,,,,,,,,,,,,1.5094,1.4905,1.5159,1.4516,1.4086,1.4866,1.452,1.4667,1.4694,1.5158,,,1.5013,1.5365,1.4722,1.5351,1.5971,1.4746,1.4473,1.4552,1.5209,1.4577,,,1.3764,1.5109,1.4846,1.4821,1.4673,1.4637,1.4893,0.7755,1.4765,1.4413,,,1.5071,1.591,1.496,1.4574,1.4946,1.4967,1.4567,1.461,1.3468,0.7434,,,1.4521,0.5399,1.4922,1.4718,1.3402,1.4473,1.4539,0.2626,0.5165,1.4717,,,1.5429,1.5815,1.4886,0.271,0.106,0.0972,0.0988,0.0965,0.0959,0.1107,,,,,,,,,,,,,
49190.184,30,,,,,,,,,,,,,,1.5269,1.51,1.5312,1.4718,1.4298,1.5043,1.4757,1.4832,1.4899,1.5283,,,1.5175,1.5504,1.4905,1.5459,1.6194,1.494,1.4665,1.476,1.5381,1.4782,,,1.3992,1.5295,1.5012,1.5015,1.4887,1.485,1.5067,0.8034,1.4959,1.4602,,,1.5239,1.6033,1.5132,1.4795,1.5108,1.5125,1.4745,1.4807,1.3698,0.773,,,1.4718,0.5679,1.5141,1.4905,1.3638,1.466,1.4723,0.2726,0.5432,1.4915,,,1.5614,1.6012,1.5105,0.2812,0.1054,0.0978,0.0988,0.098,0.0967,0.1153,,,,,,,,,,,,,
50390.115,30,,,,,,,,,,,,,,1.543,1.5256,1.5425,1.4877,1.4496,1.5166,1.4943,1.498,1.5083,1.5403,,,1.5334,1.564,1.5037,1.5532,1.6389,1.5106,1.4828,1.4951,1.555,1.4989,,,1.4212,1.5458,1.514,1.5179,1.5047,1.5034,1.5229,0.8297,1.5129,1.4779,,,1.5379,1.6108,1.5279,1.4943,1.5257,1.5281,1.4915,1.4976,1.3915,0.7977,,,1.4902,0.5944,1.5306,1.506,1.3875,1.4815,1.488,0.2827,0.5733,1.5083,,,1.5771,1.6177,1.529,0.2897,0.1056,0.098,0.099,0.0979,0.0961,0.1001,,,,,,,,,,,,,
51590.028,30,,,,,,,,,,,,,,1.5556,1.5405,1.5498,1.5026,1.4713,1.5288,1.5103,1.5136,1.5246,1.5495,,,1.5492,1.5788,1.5202,1.5583,1.656,1.5267,1.497,1.5107,1.5632,1.5173,,,1.4429,1.5592,1.5238,1.5321,1.5204,1.5213,1.5368,0.8568,1.5288,1.4946,,,1.5471,1.6188,1.5464,1.5124,1.5419,1.5438,1.5058,1.5124,1.413,0.8248,,,1.5075,0.6213,1.5457,1.5191,1.4104,1.497,1.5027,0.2916,0.6,1.5217,,,1.591,1.6317,1.5464,0.2978,0.1056,0.0964,0.0975,0.096,0.095,0.1005,,,,,,,,,,,,,
52789.943,30.1,,,,,,,,,,,,,,1.5689,1.5545,1.5528,1.5187,1.4874,1.535,1.5247,1.5257,1.5393,1.5537,,,1.5623,1.5916,1.5299,1.5594,1.6712,1.5395,1.5111,1.5248,1.5699,1.5332,,,1.4625,1.5714,1.5299,1.5461,1.5339,1.5373,1.5465,0.8824,1.5417,1.5082,,,1.5528,1.6201,1.5608,1.5284,1.5546,1.5561,1.5195,1.5237,1.432,0.8508,,,1.5245,0.6482,1.5614,1.5294,1.4309,1.5104,1.5174,0.3019,0.6286,1.5321,,,1.6026,1.6416,1.5609,0.3065,0.1028,0.0954,0.0953,0.0936,0.0939,0.092,,,,,,,,,,,,,
53989.869,30,,,,,,,,,,,,,,1.5801,1.5666,1.5545,1.5319,1.5039,1.5367,1.5374,1.535,1.5511,1.5562,,,1.575,1.6017,1.5397,1.5595,1.684,1.547,1.5251,1.5387,1.5729,1.546,,,1.4783,1.5839,1.5358,1.5611,1.5504,1.5519,1.5517,0.9079,1.5517,1.5187,,,1.5551,1.6213,1.5738,1.5417,1.5679,1.5694,1.5301,1.5318,1.4499,0.8758,,,1.5372,0.6741,1.5721,1.5347,1.45,1.5216,1.5289,0.3114,0.6577,1.5411,,,1.6131,1.6517,1.5728,0.3148,0.1033,0.0948,0.096,0.0961,0.0938,0.0977,,,,,,,,,,,,,
55189.796,30,,,,,,,,,,,,,,1.5933,1.5813,1.5547,1.5466,1.5191,1.5428,1.552,1.544,1.5618,1.5562,,,1.5892,1.6111,1.5462,1.5592,1.6958,1.5538,1.5398,1.5555,1.5782,1.557,,,1.5011,1.5993,1.5378,1.5744,1.567,1.5684,1.5584,0.9354,1.5613,1.5288,,,1.5578,1.6234,1.589,1.5579,1.5826,1.5823,1.541,1.5406,1.4691,0.9069,,,1.5475,0.7051,1.5904,1.5411,1.4746,1.5347,1.5424,0.3249,0.6881,1.5496,,,1.6262,1.6607,1.5843,0.3286,0.1053,0.0977,0.0984,0.0963,0.0958,0.0983,,,,,,,,,,,,,
56389.705,30,,,,,,,,,,,,,,1.6022,1.5948,1.5535,1.5587,1.5262,1.5425,1.5646,1.5472,1.5654,1.5553,,,1.6004,1.6159,1.5505,1.5586,1.7076,1.5582,1.5515,1.5683,1.577,1.5657,,,1.5184,1.61,1.5398,1.5884,1.5776,1.5836,1.5583,0.9599,1.5653,1.534,,,1.5585,1.6229,1.6008,1.5715,1.5964,1.5926,1.5464,1.544,1.4851,0.9306,,,1.5555,0.7329,1.6041,1.5412,1.492,1.5408,1.5474,0.3367,0.7198,1.554,,,1.6354,1.6666,1.5932,0.3403,0.1059,0.0978,0.0978,0.096,0.0956,0.1032,,,,,,,,,,,,,
